,inlines,xlines,samples,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
97,300,100,100,3000000,30000,30000,10000,331.66247903554,140000,8.228818690495881,6.643856189774724,6.643856189774724,21.516531070045332,3.0,3.0,1.0,0.6,0.2,0.2,200.0,111.17517843242142,9000000000000,124.94925863546828
124,300,300,200,18000000,90000,60000,60000,469.041575982343,420000,8.228818690495881,8.228818690495881,7.643856189774724,24.101493570766486,1.0,1.5,1.5,0.375,0.375,0.25,300.0,111.17517843242142,324000000000000,148.292179396723
89,200,400,200,16000000,80000,40000,80000,489.89794855663564,400000,7.643856189774724,8.643856189774725,7.643856189774724,23.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,300.0,111.17517843242142,256000000000000,148.28565297846086
148,400,100,300,12000000,40000,120000,30000,509.9019513592785,380000,8.643856189774725,6.643856189774724,8.228818690495881,23.516531070045332,4.0,1.3333333333333333,0.3333333333333333,0.5,0.125,0.375,250.0,111.17517843242142,144000000000000,146.65326654122597
5,100,100,200,2000000,10000,20000,20000,244.94897427831782,100000,6.643856189774724,6.643856189774724,7.643856189774724,20.931568569324174,1.0,0.5,0.5,0.25,0.25,0.5,100.0,111.17517843242142,4000000000000,115.23088243076079
65,200,200,200,8000000,40000,40000,40000,346.41016151377545,240000,7.643856189774724,7.643856189774724,7.643856189774724,22.931568569324174,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,200.0,111.17517843242142,64000000000000,134.16128187910007
8,100,100,300,3000000,10000,30000,30000,331.66247903554,140000,6.643856189774724,6.643856189774724,8.228818690495881,21.516531070045332,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.6,100.0,111.17517843242142,9000000000000,124.94925863546828
127,300,300,300,27000000,90000,90000,90000,519.6152422706632,540000,8.228818690495881,8.228818690495881,8.228818690495881,24.686456071487644,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,300.0,111.17517843242142,729000000000000,154.4140609535923
121,300,300,100,9000000,90000,30000,30000,435.88989435406734,300000,8.228818690495881,8.228818690495881,6.643856189774724,23.101493570766486,1.0,3.0,3.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,300.0,111.17517843242142,81000000000000,140.44971627767964
109,300,200,100,6000000,60000,30000,20000,374.16573867739413,220000,8.228818690495881,7.643856189774724,6.643856189774724,22.516531070045332,1.5,3.0,2.0,0.5,0.3333333333333333,0.16666666666666666,250.0,111.17517843242142,36000000000000,133.463763441989
71,200,200,400,16000000,40000,80000,80000,489.89794855663564,400000,7.643856189774724,7.643856189774724,8.643856189774725,23.931568569324174,1.0,0.5,0.5,0.25,0.25,0.5,200.0,111.17517843242142,256000000000000,148.28565297846086
135,300,400,200,24000000,120000,60000,80000,538.5164807134504,520000,8.228818690495881,8.643856189774725,7.643856189774724,24.516531070045332,0.75,1.5,2.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,350.0,111.17517843242142,576000000000000,154.22548820422688
32,100,300,300,9000000,30000,30000,90000,435.88989435406734,300000,6.643856189774724,8.228818690495881,8.228818690495881,23.101493570766486,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,200.0,111.17517843242142,81000000000000,140.44971627767964
68,200,200,300,12000000,40000,60000,60000,412.31056256176606,320000,7.643856189774724,7.643856189774724,8.228818690495881,23.516531070045332,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.42857142857142855,200.0,111.17517843242142,144000000000000,141.66826948939985
56,200,100,300,6000000,20000,60000,30000,374.16573867739413,220000,7.643856189774724,6.643856189774724,8.228818690495881,22.516531070045332,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,150.0,111.17517843242142,36000000000000,133.463763441989
175,400,400,100,16000000,160000,40000,40000,574.4562646538029,480000,8.643856189774725,8.643856189774725,6.643856189774724,23.931568569324174,1.0,4.0,4.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,400.0,111.17517843242142,256000000000000,152.08902460525113
62,200,200,100,4000000,40000,20000,20000,300.0,160000,7.643856189774724,7.643856189774724,6.643856189774724,21.931568569324174,1.0,2.0,2.0,0.4,0.4,0.2,200.0,111.17517843242142,16000000000000,125.1658801040338
23,100,200,400,8000000,20000,40000,80000,458.257569495584,280000,6.643856189774724,7.643856189774724,8.643856189774725,22.931568569324174,0.5,0.25,0.5,0.14285714285714285,0.2857142857142857,0.5714285714285714,150.0,111.17517843242142,64000000000000,140.56159967960087
132,300,400,100,12000000,120000,30000,40000,509.9019513592785,380000,8.228818690495881,8.643856189774725,6.643856189774724,23.516531070045332,0.75,3.0,4.0,0.375,0.5,0.125,350.0,111.17517843242142,144000000000000,146.65326654122597
44,100,400,300,12000000,40000,30000,120000,509.9019513592785,380000,6.643856189774724,8.643856189774725,8.228818690495881,23.516531070045332,0.25,0.3333333333333333,1.3333333333333333,0.125,0.5,0.375,250.0,111.17517843242142,144000000000000,146.65326654122597
86,200,400,100,8000000,80000,20000,40000,458.257569495584,280000,7.643856189774724,8.643856189774725,6.643856189774724,22.931568569324174,0.5,2.0,4.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,300.0,111.17517843242142,64000000000000,140.56159967960087
165,400,300,100,12000000,120000,40000,30000,509.9019513592785,380000,8.643856189774725,8.228818690495881,6.643856189774724,23.516531070045332,1.3333333333333333,4.0,3.0,0.5,0.375,0.125,350.0,111.17517843242142,144000000000000,146.65326654122597
118,300,200,400,24000000,60000,120000,80000,538.5164807134504,520000,8.228818690495881,7.643856189774724,8.643856189774725,24.516531070045332,1.5,0.75,0.5,0.3333333333333333,0.2222222222222222,0.4444444444444444,250.0,111.17517843242142,576000000000000,154.22548820422688
