inlines,xlines,samples,operator,avg_peak_memory_usage,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
100,100,600,envelope,0.2565773010253906,6000000,10000,60000,60000,616.4414002968977,260000,6.643856189774724,6.643856189774724,9.228818690495881,22.516531070045332,1.0,0.16666666666666666,0.16666666666666666,0.125,0.125,0.75,100.0,229.13936293319264,36000000000000,144.6818655100489
100,100,600,gaussian-filter,0.15199127197265624,6000000,10000,60000,60000,616.4414002968977,260000,6.643856189774724,6.643856189774724,9.228818690495881,22.516531070045332,1.0,0.16666666666666666,0.16666666666666666,0.125,0.125,0.75,100.0,229.13936293319264,36000000000000,144.6818655100489
100,100,600,gst3d,1.4397377014160155,6000000,10000,60000,60000,616.4414002968977,260000,6.643856189774724,6.643856189774724,9.228818690495881,22.516531070045332,1.0,0.16666666666666666,0.16666666666666666,0.125,0.125,0.75,100.0,229.13936293319264,36000000000000,144.6818655100489
100,100,700,envelope,0.281817626953125,7000000,10000,70000,70000,714.142842854285,300000,6.643856189774724,6.643856189774724,9.451211111832329,22.73892349138178,1.0,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.7777777777777778,100.0,229.13936293319264,49000000000000,149.45117223538585
100,100,700,gaussian-filter,0.1594635009765625,7000000,10000,70000,70000,714.142842854285,300000,6.643856189774724,6.643856189774724,9.451211111832329,22.73892349138178,1.0,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.7777777777777778,100.0,229.13936293319264,49000000000000,149.45117223538585
100,100,700,gst3d,1.6622634887695313,7000000,10000,70000,70000,714.142842854285,300000,6.643856189774724,6.643856189774724,9.451211111832329,22.73892349138178,1.0,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.7777777777777778,100.0,229.13936293319264,49000000000000,149.45117223538585
100,100,800,envelope,0.312579345703125,8000000,10000,80000,80000,812.403840463596,340000,6.643856189774724,6.643856189774724,9.643856189774725,22.931568569324174,1.0,0.125,0.125,0.1,0.1,0.8,100.0,229.13936293319264,64000000000000,153.6696628441792
100,100,800,gaussian-filter,0.16664352416992187,8000000,10000,80000,80000,812.403840463596,340000,6.643856189774724,6.643856189774724,9.643856189774725,22.931568569324174,1.0,0.125,0.125,0.1,0.1,0.8,100.0,229.13936293319264,64000000000000,153.6696628441792
100,100,800,gst3d,1.8849319458007812,8000000,10000,80000,80000,812.403840463596,340000,6.643856189774724,6.643856189774724,9.643856189774725,22.931568569324174,1.0,0.125,0.125,0.1,0.1,0.8,100.0,229.13936293319264,64000000000000,153.6696628441792
100,200,100,envelope,0.15367965698242186,2000000,20000,10000,20000,244.94897427831782,100000,6.643856189774724,7.643856189774724,6.643856189774724,20.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,150.0,229.13936293319264,4000000000000,115.23088243076079
100,200,100,gaussian-filter,0.1219024658203125,2000000,20000,10000,20000,244.94897427831782,100000,6.643856189774724,7.643856189774724,6.643856189774724,20.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,150.0,229.13936293319264,4000000000000,115.23088243076079
100,200,100,gst3d,0.54840087890625,2000000,20000,10000,20000,244.94897427831782,100000,6.643856189774724,7.643856189774724,6.643856189774724,20.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,150.0,229.13936293319264,4000000000000,115.23088243076079
100,200,200,envelope,0.20840682983398437,4000000,20000,20000,40000,300.0,160000,6.643856189774724,7.643856189774724,7.643856189774724,21.931568569324174,0.5,0.5,1.0,0.2,0.4,0.4,150.0,229.13936293319264,16000000000000,125.1658801040338
100,200,200,gaussian-filter,0.1370697021484375,4000000,20000,20000,40000,300.0,160000,6.643856189774724,7.643856189774724,7.643856189774724,21.931568569324174,0.5,0.5,1.0,0.2,0.4,0.4,150.0,229.13936293319264,16000000000000,125.1658801040338
100,200,200,gst3d,0.9977165222167969,4000000,20000,20000,40000,300.0,160000,6.643856189774724,7.643856189774724,7.643856189774724,21.931568569324174,0.5,0.5,1.0,0.2,0.4,0.4,150.0,229.13936293319264,16000000000000,125.1658801040338
100,200,300,envelope,0.25821609497070314,6000000,20000,30000,60000,374.16573867739413,220000,6.643856189774724,7.643856189774724,8.228818690495881,22.516531070045332,0.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,150.0,229.13936293319264,36000000000000,133.463763441989
