volume,peak_memory_usage_avg,peak_memory_usage_std_dev,peak_memory_usage_min,peak_memory_usage_max,execution_time_avg,execution_time_std_dev,execution_time_min,execution_time_max,n_samples,peak_memory_usage_cv,execution_time_cv,peak_memory_usage_unit,execution_time_unit
1000000,0.3255287170410156,0.0003666934172911665,0.32500457763671875,0.3259391784667969,0.798178243637085,0.05043598896228466,0.7656545639038086,0.8871243000030518,5,0.0011264548965889368,0.06318887963227529,gb,s
2000000,0.5484298706054688,0.00045742930962027205,0.5477294921875,0.5492477416992188,1.5388709545135497,0.0753870656991568,1.4534850120544434,1.6757128238677979,15,0.000834070742928842,0.04898855584871787,gb,s
3000000,0.7710512797037761,0.0003397922540797397,0.7705192565917969,0.77191162109375,2.265263891220093,0.16615595003483952,2.147242546081543,2.825214147567749,15,0.0004406869724803281,0.07334948951371238,gb,s
4000000,0.9958347320556641,0.0019192926340520179,0.993316650390625,0.9989395141601562,2.9948827664057416,0.10794306320128413,2.8526060581207275,3.218357801437378,30,0.0019273204400996283,0.03604250036499098,gb,s
5000000,1.2167160034179687,0.0002529406066511242,1.2163581848144531,1.2171783447265625,3.7018895626068113,0.10994979560616872,3.563922882080078,3.9084091186523438,15,0.00020788795901473283,0.029700992897460678,gb,s
6000000,1.4447753058539496,0.0036436618091914025,1.4392204284667969,1.4482460021972656,4.505408345328437,0.28828458544544117,4.254191637039185,6.102750778198242,45,0.002521957424402252,0.06398633893958966,gb,s
7000000,1.6623204549153645,0.0003134911577204751,1.6619224548339844,1.6627349853515625,5.272182925542196,0.39614698589766406,4.991117715835571,6.612800598144531,15,0.00018858647668895838,0.07513908213966684,gb,s
8000000,1.894349594116211,0.006613353910661779,1.8847694396972656,1.9056854248046875,5.970795254707337,0.2014970565915337,5.705497741699219,6.5989158153533936,50,0.003491094743653782,0.03374710536802861,gb,s
9000000,2.088959503173828,0.0004682879675695469,2.0882225036621094,2.089611053466797,6.704697036743164,0.16641317312611834,6.548908233642578,7.086197376251221,15,0.00022417283190892924,0.02482038669519872,gb,s
10000000,2.3076841990152994,0.0006555561515127629,2.306427001953125,2.309062957763672,7.490555389722188,0.22957889466952613,7.234407901763916,8.047550439834595,30,0.000284075330494741,0.030649115148995758,gb,s
12000000,2.755304921468099,0.0063213360310501645,2.7492027282714844,2.7674903869628906,8.97378212292989,0.3299155299071481,8.687994003295898,11.022834539413452,75,0.0022942419119557885,0.03676437932052584,gb,s
14000000,3.19180908203125,0.0004997957097563863,3.1907386779785156,3.1925010681152344,10.482230358123779,0.3360903181893516,10.125297546386719,11.062361478805542,25,0.00015658696899199215,0.03206286321773877,gb,s
15000000,3.4188648223876954,0.0003769632725195835,3.4180221557617188,3.41949462890625,11.195936346054078,0.42530604027426283,10.878252267837524,13.025810718536377,30,0.00011025977688591874,0.03798753647113747,gb,s
16000000,3.6416773478190105,0.010426923702865043,3.6325416564941406,3.6595077514648438,12.027793391545613,0.5310837774587253,11.639695882797241,15.503199100494385,60,0.0028632200788215618,0.04415471401695562,gb,s
18000000,4.091930135091146,0.012048899645562003,4.0825042724609375,4.109378814697266,13.698986132939657,1.5038946248828597,13.043853759765625,22.266826629638672,45,0.00294455165356669,0.10978145464843535,gb,s
20000000,4.5365793016221785,0.010276070864150057,4.528411865234375,4.551540374755859,14.906758022308349,0.5582080217277536,14.521904945373535,18.14221453666687,45,0.0022651584334645192,0.0374466413751656,gb,s
21000000,4.748230616251628,0.0005450688154507136,4.7472991943359375,4.749122619628906,15.775469422340393,0.8730518413338412,15.188807010650635,19.119664430618286,30,0.00011479409057873532,0.05534236845576658,gb,s
24000000,5.42969727289109,0.01671105476479134,5.413055419921875,5.452106475830078,18.06340390841166,0.9232689609117077,17.415547132492065,22.784724473953247,105,0.003077713899120087,0.05111267873945758,gb,s
25000000,5.640755462646484,0.00040479004587618006,5.639995574951172,5.641475677490234,18.817559814453126,1.124654553699762,18.127360582351685,21.679810762405396,15,7.176167244914814e-05,0.059766227119201355,gb,s
27000000,6.129019165039063,0.0003258117726662085,6.128696441650391,6.129512786865234,20.430414867401122,1.2917350459107555,19.819348573684692,22.74074149131775,5,5.3158876468308766e-05,0.0632260800524347,gb,s
28000000,6.315022193060981,0.014311969577904898,6.303840637207031,6.335807800292969,21.203713443544174,1.3207418316677406,20.257939338684082,26.714564085006714,45,0.0022663371782970223,0.06228823244495707,gb,s
30000000,6.772266387939453,0.02132391441532356,6.750095367431641,6.794773101806641,22.80563737551371,1.280315299231096,21.749550104141235,26.113651752471924,60,0.0031487117006056857,0.05614029891599362,gb,s
32000000,7.214426549275716,0.022107162845680685,7.192230224609375,7.244670867919922,24.61409587462743,1.4967675435127263,23.36448073387146,30.853817224502563,60,0.0030642993860544756,0.06080936513518728,gb,s
35000000,7.8618238830566405,0.0005623137227159244,7.8610382080078125,7.862907409667969,26.853554763793944,1.4313383126938903,25.315473318099976,29.12401580810547,25,7.152458908775496e-05,0.053301632699434345,gb,s
36000000,8.126488494873048,0.024349208861131788,8.08554458618164,8.149250030517578,27.528488091627757,1.6996776227274424,26.08036470413208,31.958640336990356,60,0.002996276789968208,0.061742498064917904,gb,s
40000000,9.004904556274415,0.03195153952706508,8.97269058227539,9.037330627441406,30.97884714603424,2.10360918075654,29.11082696914673,38.31147265434265,60,0.0035482374440939483,0.06790469544719109,gb,s
42000000,9.448451042175293,0.029608688410393814,9.4188232421875,9.478809356689453,32.21300808986028,1.7463743604795445,30.509828567504883,37.537304401397705,60,0.0031337081896523305,0.054213327597594105,gb,s
45000000,10.168496958414714,0.000271230328015088,10.168109893798828,10.16909408569336,34.959292872746786,1.5345193282689202,32.9110221862793,37.62555551528931,15,2.6673590907713982e-05,0.04389446130545693,gb,s
48000000,10.807056535993304,0.035437051188256484,10.752124786376953,10.847114562988281,37.43356495357695,1.6137449959738617,35.14597225189209,41.26201272010803,105,0.003279065957528034,0.04310957286529187,gb,s
49000000,10.976145172119141,0.0002861226392506313,10.975860595703125,10.976432800292969,37.84272174835205,0.609678490935256,37.54214787483215,38.931607246398926,5,2.6067679933518064e-05,0.016110852041497408,gb,s
50000000,11.279021962483723,0.000674499791684129,11.278068542480469,11.280174255371094,39.190994548797605,1.1159208313575106,38.44628691673279,42.6926486492157,15,5.9801265918946685e-05,0.028473909483671102,gb,s
54000000,12.188280232747395,0.00023020799125430286,12.187942504882812,12.1888427734375,42.162518405914305,1.0332357980485591,41.42702054977417,45.1945915222168,15,1.8887651650458567e-05,0.024506026611152882,gb,s
56000000,12.581124877929687,0.04442466873561446,12.532615661621094,12.622364044189453,43.663362728465685,1.1440211643602791,41.03994965553284,47.520630836486816,55,0.003531056973573642,0.026200940396522675,gb,s
60000000,13.53245169321696,0.01065179974659382,13.521247863769531,13.543991088867188,46.894040898482004,1.3872903734661046,45.81735873222351,52.77716398239136,60,0.0007871300772448318,0.029583510972521293,gb,s
63000000,14.208272171020507,0.0003389291673797981,14.20767593383789,14.208770751953125,48.82869274616242,1.1235953211641838,48.02425289154053,51.25726246833801,10,2.3854354934943123e-05,0.023010964618799677,gb,s
64000000,14.38719482421875,0.050428183488106064,14.311786651611328,14.448421478271484,50.1428702878952,1.1658419656600674,48.936389684677124,55.02718687057495,50,0.0035050740678938715,0.023250403476434194,gb,s
70000000,15.764422607421874,0.0006506781075348963,15.763664245605469,15.765567779541016,53.990535175800325,0.9745317364536845,53.10489082336426,56.9267041683197,20,4.1275099236971587e-05,0.018050047721892,gb,s
72000000,16.230865160624187,0.010955669894468481,16.2135009765625,16.24102020263672,56.01410947640737,1.392149024997662,54.857951164245605,60.64747405052185,60,0.0006749898903138422,0.024853542045223845,gb,s
75000000,16.917697397867837,0.0005186061875462689,16.916973114013672,16.91870880126953,57.70906297365824,1.2371216685411544,56.9375536441803,60.890384912490845,15,3.065465561593681e-05,0.02143721635379608,gb,s
80000000,18.021485137939454,0.020184792145472977,18.006946563720703,18.05046844482422,62.461649613910254,2.673443755183223,61.02800107002258,76.56722664833069,45,0.001120040440117738,0.04280136326383294,gb,s
84000000,18.922844314575194,0.015058744701148458,18.907485961914062,18.93852996826172,65.16724529663722,1.8995999304891011,63.521872997283936,72.91301798820496,60,0.0007957971037974223,0.02914961222992074,gb,s
90000000,20.292506663004556,0.0006795042171267702,20.291126251220703,20.293434143066406,70.21867132981619,3.126529780758919,67.98512077331543,80.76219916343689,30,3.348547463412099e-05,0.044525618636012766,gb,s
96000000,21.624818267822267,0.02076427113876652,21.599597930908203,21.65267562866211,74.70730568567912,2.15672935757454,73.0097165107727,82.44093179702759,75,0.0009602055786828858,0.028869055546571137,gb,s
