,inlines,xlines,samples,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
1317,700,800,500,280000000,560000,350000,400000,1174.7340124470732,2620000,9.451211111832329,9.643856189774725,8.965784284662087,28.06085158626914,0.875,1.4,1.6,0.35,0.4,0.25,750.0,229.13936293319264,78400000000000000,198.38034113403268
685,400,500,500,100000000,200000,200000,250000,812.403840463596,1300000,8.643856189774725,8.965784284662087,8.965784284662087,26.575424759098897,0.8,0.8,1.0,0.2857142857142857,0.35714285714285715,0.35714285714285715,450.0,229.13936293319264,10000000000000000,178.08797293241312
580,400,100,200,8000000,40000,80000,20000,458.257569495584,280000,8.643856189774725,6.643856189774724,7.643856189774724,22.931568569324174,4.0,2.0,0.5,0.5714285714285714,0.14285714285714285,0.2857142857142857,250.0,229.13936293319264,64000000000000,140.56159967960087
244,200,300,200,12000000,60000,40000,60000,412.31056256176606,320000,7.643856189774724,8.228818690495881,7.643856189774724,23.516531070045332,0.6666666666666666,1.0,1.5,0.2857142857142857,0.42857142857142855,0.2857142857142857,250.0,229.13936293319264,144000000000000,141.66826948939985
328,200,600,600,72000000,120000,120000,360000,871.7797887081347,1200000,7.643856189774724,9.228818690495881,9.228818690495881,26.101493570766486,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,400.0,229.13936293319264,5184000000000000,176.75104752854608
1269,700,600,300,126000000,420000,210000,180000,969.5359714832658,1620000,9.451211111832329,9.228818690495881,8.228818690495881,26.90884849282409,1.1666666666666667,2.3333333333333335,2.0,0.4375,0.375,0.1875,650.0,229.13936293319264,15876000000000000,185.07498235025992
436,300,300,200,18000000,90000,60000,60000,469.041575982343,420000,8.228818690495881,8.228818690495881,7.643856189774724,24.101493570766486,1.0,1.5,1.5,0.375,0.375,0.25,300.0,229.13936293319264,324000000000000,148.292179396723
277,200,400,500,40000000,80000,100000,200000,670.820393249937,760000,7.643856189774724,8.643856189774725,8.965784284662087,25.253496664211536,0.5,0.4,0.8,0.18181818181818182,0.36363636363636365,0.45454545454545453,300.0,229.13936293319264,1600000000000000,164.40003683212797
457,300,400,100,12000000,120000,30000,40000,509.9019513592785,380000,8.228818690495881,8.643856189774725,6.643856189774724,23.516531070045332,0.75,3.0,4.0,0.375,0.5,0.125,350.0,229.13936293319264,144000000000000,146.65326654122597
1413,800,400,500,160000000,320000,400000,200000,1024.6950765959598,1840000,9.643856189774725,8.643856189774725,8.965784284662087,27.253496664211536,2.0,1.6,0.8,0.47058823529411764,0.23529411764705882,0.29411764705882354,600.0,229.13936293319264,25600000000000000,188.95192046111265
745,400,800,100,32000000,320000,40000,80000,900.0,880000,8.643856189774725,9.643856189774725,6.643856189774724,24.931568569324174,0.5,4.0,8.0,0.3076923076923077,0.6153846153846154,0.07692307692307693,600.0,229.13936293319264,1024000000000000,169.6220578418198
250,200,300,400,24000000,60000,80000,120000,538.5164807134504,520000,7.643856189774724,8.228818690495881,8.643856189774725,24.516531070045332,0.6666666666666666,0.5,0.75,0.2222222222222222,0.3333333333333333,0.4444444444444444,250.0,229.13936293319264,576000000000000,154.22548820422688
310,200,500,800,80000000,100000,160000,400000,964.3650760992955,1320000,7.643856189774724,8.965784284662087,9.643856189774725,26.253496664211536,0.4,0.25,0.625,0.13333333333333333,0.3333333333333333,0.5333333333333333,350.0,229.13936293319264,6400000000000000,180.42732245564312
496,300,500,600,90000000,150000,180000,300000,836.6600265340755,1260000,8.228818690495881,8.965784284662087,9.228818690495881,26.423421665653848,0.6,0.5,0.8333333333333334,0.21428571428571427,0.35714285714285715,0.42857142857142855,400.0,229.13936293319264,8100000000000000,177.84580744974232
490,300,500,400,60000000,150000,120000,200000,707.1067811865476,940000,8.228818690495881,8.965784284662087,8.643856189774725,25.838459164932694,0.6,0.75,1.25,0.25,0.4166666666666667,0.3333333333333333,400.0,229.13936293319264,3600000000000000,169.56734042249263
598,400,100,800,32000000,40000,320000,80000,900.0,880000,8.643856189774725,6.643856189774724,9.643856189774725,24.931568569324174,4.0,0.5,0.125,0.3076923076923077,0.07692307692307693,0.6153846153846154,250.0,229.13936293319264,1024000000000000,169.6220578418198
736,400,700,600,168000000,280000,240000,420000,1004.987562112089,1880000,8.643856189774725,9.451211111832329,9.228818690495881,27.323885992102934,0.5714285714285714,0.6666666666666666,1.1666666666666667,0.23529411764705882,0.4117647058823529,0.35294117647058826,550.0,229.13936293319264,28224000000000000,188.90983332219625
223,200,200,300,12000000,40000,60000,60000,412.31056256176606,320000,7.643856189774724,7.643856189774724,8.228818690495881,23.516531070045332,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.42857142857142855,200.0,229.13936293319264,144000000000000,141.66826948939985
949,500,800,500,200000000,400000,250000,400000,1067.707825203131,2100000,8.965784284662087,9.643856189774725,8.965784284662087,27.575424759098897,0.625,1.0,1.6,0.2777777777777778,0.4444444444444444,0.2777777777777778,650.0,229.13936293319264,40000000000000000,192.31668061013133
688,400,500,600,120000000,200000,240000,300000,877.4964387392122,1480000,8.643856189774725,8.965784284662087,9.228818690495881,26.838459164932694,0.8,0.6666666666666666,0.8333333333333334,0.26666666666666666,0.3333333333333333,0.4,450.0,229.13936293319264,14400000000000000,181.916762050059
1428,800,500,200,80000000,400000,160000,100000,964.3650760992955,1320000,9.643856189774725,8.965784284662087,7.643856189774724,26.253496664211536,1.6,4.0,2.5,0.5333333333333333,0.3333333333333333,0.13333333333333333,650.0,229.13936293319264,6400000000000000,180.42732245564312
358,200,700,800,112000000,140000,160000,560000,1081.6653826391969,1720000,7.643856189774724,9.451211111832329,9.643856189774725,26.73892349138178,0.2857142857142857,0.25,0.875,0.11764705882352941,0.4117647058823529,0.47058823529411764,450.0,229.13936293319264,12544000000000000,186.8297042391929
1153,700,100,100,7000000,70000,70000,10000,714.142842854285,300000,9.451211111832329,6.643856189774724,6.643856189774724,22.73892349138178,7.0,7.0,1.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,400.0,229.13936293319264,49000000000000,149.45117223538585
1266,700,600,200,84000000,420000,140000,120000,943.3981132056604,1360000,9.451211111832329,9.228818690495881,7.643856189774724,26.323885992102934,1.1666666666666667,3.5,3.0,0.4666666666666667,0.4,0.13333333333333333,650.0,229.13936293319264,7056000000000000,180.33303946368733
784,500,100,600,30000000,50000,300000,60000,787.4007874011811,820000,8.965784284662087,6.643856189774724,9.228818690495881,24.838459164932694,5.0,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.5,300.0,229.13936293319264,900000000000000,165.67268591840912
1087,600,600,300,108000000,360000,180000,180000,900.0,1440000,9.228818690495881,9.228818690495881,8.228818690495881,26.686456071487644,1.0,2.0,2.0,0.4,0.4,0.2,600.0,229.13936293319264,11664000000000000,181.56144418930012
1223,700,400,200,56000000,280000,140000,80000,830.6623862918075,1000000,9.451211111832329,8.643856189774725,7.643856189774724,25.73892349138178,1.75,3.5,2.0,0.5384615384615384,0.3076923076923077,0.15384615384615385,550.0,229.13936293319264,3136000000000000,173.05376215621723
1006,600,200,800,96000000,120000,480000,160000,1019.803902718557,1520000,9.228818690495881,7.643856189774724,9.643856189774725,26.516531070045332,3.0,0.75,0.25,0.375,0.125,0.5,400.0,229.13936293319264,9216000000000000,183.71569496680777
787,500,100,700,35000000,50000,350000,70000,866.0254037844386,940000,8.965784284662087,6.643856189774724,9.451211111832329,25.06085158626914,5.0,0.7142857142857143,0.14285714285714285,0.38461538461538464,0.07692307692307693,0.5384615384615384,300.0,229.13936293319264,1225000000000000,169.53837206440093
1416,800,400,600,192000000,320000,480000,240000,1077.0329614269008,2080000,9.643856189774725,8.643856189774725,9.228818690495881,27.516531070045332,2.0,1.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.3333333333333333,600.0,229.13936293319264,36864000000000000,192.1450012039835
1243,700,500,100,35000000,350000,70000,50000,866.0254037844386,940000,9.451211111832329,8.965784284662087,6.643856189774724,25.06085158626914,1.4,7.0,5.0,0.5384615384615384,0.38461538461538464,0.07692307692307693,600.0,229.13936293319264,1225000000000000,169.53837206440093
1175,700,200,100,14000000,140000,70000,20000,734.8469228349534,460000,9.451211111832329,7.643856189774724,6.643856189774724,23.73892349138178,3.5,7.0,2.0,0.7,0.2,0.1,450.0,229.13936293319264,196000000000000,156.701158877375
841,500,400,100,20000000,200000,50000,40000,648.074069840786,580000,8.965784284662087,8.643856189774725,6.643856189774724,24.253496664211536,1.25,5.0,4.0,0.5,0.4,0.1,450.0,229.13936293319264,400000000000000,157.05465366776156
109,100,500,500,25000000,50000,50000,250000,714.142842854285,700000,6.643856189774724,8.965784284662087,8.965784284662087,24.575424759098897,0.2,0.2,1.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,300.0,229.13936293319264,625000000000000,161.5215443168136
589,400,100,500,20000000,40000,200000,50000,648.074069840786,580000,8.643856189774725,6.643856189774724,8.965784284662087,24.253496664211536,4.0,0.8,0.2,0.4,0.1,0.5,250.0,229.13936293319264,400000000000000,157.05465366776156
418,300,200,400,24000000,60000,120000,80000,538.5164807134504,520000,8.228818690495881,7.643856189774724,8.643856189774725,24.516531070045332,1.5,0.75,0.5,0.3333333333333333,0.2222222222222222,0.4444444444444444,250.0,229.13936293319264,576000000000000,154.22548820422688
1120,600,700,600,252000000,420000,360000,420000,1100.0,2400000,9.228818690495881,9.451211111832329,9.228818690495881,27.90884849282409,0.8571428571428571,1.0,1.1666666666666667,0.3157894736842105,0.3684210526315789,0.3157894736842105,650.0,229.13936293319264,63504000000000000,195.47285302945167
1452,800,600,200,96000000,480000,160000,120000,1019.803902718557,1520000,9.643856189774725,9.228818690495881,7.643856189774724,26.516531070045332,1.3333333333333333,4.0,3.0,0.5,0.375,0.125,700.0,229.13936293319264,9216000000000000,183.71569496680777
874,500,500,400,100000000,250000,200000,200000,812.403840463596,1300000,8.965784284662087,8.965784284662087,8.643856189774725,26.575424759098897,1.0,1.25,1.25,0.35714285714285715,0.35714285714285715,0.2857142857142857,500.0,229.13936293319264,10000000000000000,178.08797293241312
1111,600,700,300,126000000,420000,180000,210000,969.5359714832658,1620000,9.228818690495881,9.451211111832329,8.228818690495881,26.90884849282409,0.8571428571428571,2.0,2.3333333333333335,0.375,0.4375,0.1875,650.0,229.13936293319264,15876000000000000,185.07498235025992
178,100,800,400,32000000,80000,40000,320000,900.0,880000,6.643856189774724,9.643856189774725,8.643856189774725,24.931568569324174,0.125,0.25,2.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,450.0,229.13936293319264,1024000000000000,169.6220578418198
1368,800,200,600,96000000,160000,480000,120000,1019.803902718557,1520000,9.643856189774725,7.643856189774724,9.228818690495881,26.516531070045332,4.0,1.3333333333333333,0.3333333333333333,0.5,0.125,0.375,500.0,229.13936293319264,9216000000000000,183.71569496680777
334,200,600,800,96000000,120000,160000,480000,1019.803902718557,1520000,7.643856189774724,9.228818690495881,9.643856189774725,26.516531070045332,0.3333333333333333,0.25,0.75,0.125,0.375,0.5,400.0,229.13936293319264,9216000000000000,183.71569496680777
268,200,400,200,16000000,80000,40000,80000,489.89794855663564,400000,7.643856189774724,8.643856189774725,7.643856189774724,23.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,300.0,229.13936293319264,256000000000000,148.28565297846086
1240,700,400,800,224000000,280000,560000,320000,1135.7816691600547,2320000,9.451211111832329,8.643856189774725,9.643856189774725,27.73892349138178,1.75,0.875,0.5,0.3684210526315789,0.21052631578947367,0.42105263157894735,550.0,229.13936293319264,50176000000000000,195.16985770255872
19,100,100,700,7000000,10000,70000,70000,714.142842854285,300000,6.643856189774724,6.643856189774724,9.451211111832329,22.73892349138178,1.0,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.7777777777777778,100.0,229.13936293319264,49000000000000,149.45117223538585
1108,600,700,200,84000000,420000,120000,140000,943.3981132056604,1360000,9.228818690495881,9.451211111832329,7.643856189774724,26.323885992102934,0.8571428571428571,3.0,3.5,0.4,0.4666666666666667,0.13333333333333333,650.0,229.13936293319264,7056000000000000,180.33303946368733
1060,600,500,200,60000000,300000,120000,100000,806.2257748298549,1040000,9.228818690495881,8.965784284662087,7.643856189774724,25.838459164932694,1.2,3.0,2.5,0.46153846153846156,0.38461538461538464,0.15384615384615385,550.0,229.13936293319264,3600000000000000,172.9523981090547
1039,600,400,300,72000000,240000,180000,120000,781.0249675906655,1080000,9.228818690495881,8.643856189774725,8.228818690495881,26.101493570766486,1.5,2.0,1.3333333333333333,0.46153846153846156,0.3076923076923077,0.23076923076923078,500.0,229.13936293319264,5184000000000000,173.88519203139109
475,300,400,700,84000000,120000,210000,280000,860.2325267042627,1220000,8.228818690495881,8.643856189774725,9.451211111832329,26.323885992102934,0.75,0.42857142857142855,0.5714285714285714,0.21428571428571427,0.2857142857142857,0.5,350.0,229.13936293319264,7056000000000000,177.90641748148437
451,300,300,700,63000000,90000,210000,210000,818.535277187245,1020000,8.228818690495881,8.228818690495881,9.451211111832329,25.90884849282409,1.0,0.42857142857142855,0.42857142857142855,0.23076923076923078,0.23076923076923078,0.5384615384615384,300.0,229.13936293319264,3969000000000000,173.81566202679855
1171,700,100,700,49000000,70000,490000,70000,994.98743710662,1260000,9.451211111832329,6.643856189774724,9.451211111832329,25.54627841343938,7.0,1.0,0.14285714285714285,0.4666666666666667,0.06666666666666667,0.4666666666666667,400.0,229.13936293319264,2401000000000000,176.36472731217432
115,100,500,700,35000000,50000,70000,350000,866.0254037844386,940000,6.643856189774724,8.965784284662087,9.451211111832329,25.06085158626914,0.2,0.14285714285714285,0.7142857142857143,0.07692307692307693,0.38461538461538464,0.5384615384615384,300.0,229.13936293319264,1225000000000000,169.53837206440093
967,600,100,300,18000000,60000,180000,30000,678.2329983125268,540000,9.228818690495881,6.643856189774724,8.228818690495881,24.101493570766486,6.0,2.0,0.3333333333333333,0.6,0.1,0.3,350.0,229.13936293319264,324000000000000,157.1649771730334
595,400,100,700,28000000,40000,280000,70000,812.403840463596,780000,8.643856189774725,6.643856189774724,9.451211111832329,24.73892349138178,4.0,0.5714285714285714,0.14285714285714285,0.3333333333333333,0.08333333333333333,0.5833333333333334,250.0,229.13936293319264,784000000000000,165.78115973863453
1326,700,800,800,448000000,560000,560000,640000,1330.413469565007,3520000,9.451211111832329,9.643856189774725,9.643856189774725,28.73892349138178,0.875,0.875,1.0,0.30434782608695654,0.34782608695652173,0.34782608695652173,750.0,229.13936293319264,200704000000000000,206.7477125955091
439,300,300,300,27000000,90000,90000,90000,519.6152422706632,540000,8.228818690495881,8.228818690495881,8.228818690495881,24.686456071487644,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,300.0,229.13936293319264,729000000000000,154.4140609535923
1203,700,300,300,63000000,210000,210000,90000,818.535277187245,1020000,9.451211111832329,8.228818690495881,8.228818690495881,25.90884849282409,2.3333333333333335,2.3333333333333335,1.0,0.5384615384615384,0.23076923076923078,0.23076923076923078,500.0,229.13936293319264,3969000000000000,173.81566202679855
442,300,300,400,36000000,90000,120000,120000,583.09518948453,660000,8.228818690495881,8.228818690495881,8.643856189774725,25.101493570766486,1.0,0.75,0.75,0.3,0.3,0.4,300.0,229.13936293319264,1296000000000000,159.898119668807
943,500,800,300,120000000,400000,150000,240000,989.9494936611666,1580000,8.965784284662087,9.643856189774725,8.228818690495881,26.838459164932694,0.625,1.6666666666666667,2.6666666666666665,0.3125,0.5,0.1875,650.0,229.13936293319264,14400000000000000,185.1495004625695
1443,800,500,700,280000000,400000,560000,350000,1174.7340124470732,2620000,9.643856189774725,8.965784284662087,9.451211111832329,28.06085158626914,1.6,1.1428571428571428,0.7142857142857143,0.4,0.25,0.35,650.0,229.13936293319264,78400000000000000,198.38034113403268
370,200,800,400,64000000,160000,80000,320000,916.515138991168,1120000,7.643856189774724,9.643856189774725,8.643856189774725,25.931568569324174,0.25,0.5,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,500.0,229.13936293319264,4096000000000000,176.8965795066965
1132,600,800,200,96000000,480000,120000,160000,1019.803902718557,1520000,9.228818690495881,9.643856189774725,7.643856189774724,26.516531070045332,0.75,3.0,4.0,0.375,0.5,0.125,700.0,229.13936293319264,9216000000000000,183.71569496680777
289,200,500,100,10000000,100000,20000,50000,547.7225575051662,340000,7.643856189774724,8.965784284662087,6.643856189774724,23.253496664211536,0.4,2.0,5.0,0.25,0.625,0.125,350.0,229.13936293319264,100000000000000,146.67359171589615
430,300,200,800,48000000,60000,240000,160000,877.4964387392122,920000,8.228818690495881,7.643856189774724,9.643856189774725,25.516531070045332,1.5,0.375,0.25,0.23076923076923078,0.15384615384615385,0.6153846153846154,250.0,229.13936293319264,2304000000000000,172.9564533673934
718,400,600,800,192000000,240000,320000,480000,1077.0329614269008,2080000,8.643856189774725,9.228818690495881,9.643856189774725,27.516531070045332,0.6666666666666666,0.5,0.75,0.2222222222222222,0.3333333333333333,0.4444444444444444,500.0,229.13936293319264,36864000000000000,192.1450012039835
1208,700,300,500,105000000,210000,350000,150000,911.0433579144299,1420000,9.451211111832329,8.228818690495881,8.965784284662087,26.645814086990296,2.3333333333333335,1.4,0.6,0.4666666666666667,0.2,0.3333333333333333,500.0,229.13936293319264,11025000000000000,181.6095428131768
292,200,500,200,20000000,100000,40000,100000,574.4562646538029,480000,7.643856189774724,8.965784284662087,7.643856189774724,24.253496664211536,0.4,1.0,2.5,0.2222222222222222,0.5555555555555556,0.2222222222222222,350.0,229.13936293319264,400000000000000,154.13493019654635
1075,600,500,700,210000000,300000,420000,350000,1048.8088481701516,2140000,9.228818690495881,8.965784284662087,9.451211111832329,27.645814086990296,1.2,0.8571428571428571,0.7142857142857143,0.3333333333333333,0.2777777777777778,0.3888888888888889,550.0,229.13936293319264,44100000000000000,192.31432864808394
367,200,800,300,48000000,160000,60000,240000,877.4964387392122,920000,7.643856189774724,9.643856189774725,8.228818690495881,25.516531070045332,0.25,0.6666666666666666,2.6666666666666665,0.15384615384615385,0.6153846153846154,0.23076923076923078,500.0,229.13936293319264,2304000000000000,172.9564533673934
550,300,700,800,168000000,210000,240000,560000,1104.536101718726,2020000,8.228818690495881,9.451211111832329,9.643856189774725,27.323885992102934,0.42857142857142855,0.375,0.875,0.16666666666666666,0.3888888888888889,0.4444444444444444,500.0,229.13936293319264,28224000000000000,191.48813349361868
607,400,200,300,24000000,80000,120000,60000,538.5164807134504,520000,8.643856189774725,7.643856189774724,8.228818690495881,24.516531070045332,2.0,1.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.3333333333333333,300.0,229.13936293319264,576000000000000,154.22548820422688
739,400,700,700,196000000,280000,280000,490000,1067.707825203131,2100000,8.643856189774725,9.451211111832329,9.451211111832329,27.54627841343938,0.5714285714285714,0.5714285714285714,1.0,0.2222222222222222,0.3888888888888889,0.3888888888888889,550.0,229.13936293319264,38416000000000000,192.11340800424682
1422,800,400,800,256000000,320000,640000,320000,1200.0,2560000,9.643856189774725,8.643856189774725,9.643856189774725,27.931568569324174,2.0,1.0,0.5,0.4,0.2,0.4,600.0,229.13936293319264,65536000000000000,198.06023391432134
916,500,700,200,70000000,350000,100000,140000,883.1760866327846,1180000,8.965784284662087,9.451211111832329,7.643856189774724,26.06085158626914,0.7142857142857143,2.5,3.5,0.35714285714285715,0.5,0.14285714285714285,600.0,229.13936293319264,4900000000000000,176.8139192256871
1102,600,600,800,288000000,360000,480000,480000,1166.19037896906,2640000,9.228818690495881,9.228818690495881,9.643856189774725,28.101493570766486,1.0,0.75,0.75,0.3,0.3,0.4,600.0,229.13936293319264,82944000000000000,198.4627167236927
922,500,700,400,140000000,350000,200000,280000,948.6832980505138,1660000,8.965784284662087,9.451211111832329,8.643856189774725,27.06085158626914,0.7142857142857143,1.25,1.75,0.3125,0.4375,0.25,600.0,229.13936293319264,19600000000000000,185.53267737906353
1211,700,300,600,126000000,210000,420000,180000,969.5359714832658,1620000,9.451211111832329,8.228818690495881,9.228818690495881,26.90884849282409,2.3333333333333335,1.1666666666666667,0.5,0.4375,0.1875,0.375,500.0,229.13936293319264,15876000000000000,185.07498235025992
871,500,500,300,75000000,250000,150000,150000,768.1145747868608,1100000,8.965784284662087,8.965784284662087,8.228818690495881,26.160387259820055,1.0,1.6666666666666667,1.6666666666666667,0.38461538461538464,0.38461538461538464,0.23076923076923078,500.0,229.13936293319264,5625000000000000,173.84205053500645
376,200,800,600,96000000,160000,120000,480000,1019.803902718557,1520000,7.643856189774724,9.643856189774725,9.228818690495881,26.516531070045332,0.25,0.3333333333333333,1.3333333333333333,0.125,0.5,0.375,500.0,229.13936293319264,9216000000000000,183.71569496680777
931,500,700,700,245000000,350000,350000,490000,1109.0536506409417,2380000,8.965784284662087,9.451211111832329,9.451211111832329,27.868206508326743,0.7142857142857143,0.7142857142857143,1.0,0.2631578947368421,0.3684210526315789,0.3684210526315789,600.0,229.13936293319264,60025000000000000,195.41642402878156
670,400,400,800,128000000,160000,320000,320000,979.7958971132713,1600000,8.643856189774725,8.643856189774725,9.643856189774725,26.931568569324174,1.0,0.5,0.5,0.25,0.25,0.5,400.0,229.13936293319264,16384000000000000,185.51445768348705
1274,700,600,500,210000000,420000,350000,300000,1048.8088481701516,2140000,9.451211111832329,9.228818690495881,8.965784284662087,27.645814086990296,1.1666666666666667,1.4,1.2,0.3888888888888889,0.3333333333333333,0.2777777777777778,650.0,229.13936293319264,44100000000000000,192.31432864808394
658,400,400,400,64000000,160000,160000,160000,692.8203230275509,960000,8.643856189774725,8.643856189774725,8.643856189774725,25.931568569324174,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,400.0,229.13936293319264,4096000000000000,169.64984569050375
388,300,100,200,6000000,30000,60000,20000,374.16573867739413,220000,8.228818690495881,6.643856189774724,7.643856189774724,22.516531070045332,3.0,1.5,0.5,0.5,0.16666666666666666,0.3333333333333333,200.0,229.13936293319264,36000000000000,133.463763441989
1300,700,700,700,343000000,490000,490000,490000,1212.4355652982142,2940000,9.451211111832329,9.451211111832329,9.451211111832329,28.353633335496987,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,700.0,229.13936293319264,117649000000000000,201.34513082042224
1229,700,400,400,112000000,280000,280000,160000,900.0,1440000,9.451211111832329,8.643856189774725,8.643856189774725,26.73892349138178,1.75,1.75,1.0,0.4666666666666667,0.26666666666666666,0.26666666666666666,550.0,229.13936293319264,12544000000000000,181.91840655640303
1009,600,300,100,18000000,180000,60000,30000,678.2329983125268,540000,9.228818690495881,8.228818690495881,6.643856189774724,24.101493570766486,2.0,6.0,3.0,0.6,0.3,0.1,450.0,229.13936293319264,324000000000000,157.1649771730334
1159,700,100,300,21000000,70000,210000,30000,768.1145747868608,620000,9.451211111832329,6.643856189774724,8.228818690495881,24.323885992102934,7.0,2.3333333333333335,0.3333333333333333,0.6363636363636364,0.09090909090909091,0.2727272727272727,400.0,229.13936293319264,441000000000000,161.6380589419447
892,500,600,200,60000000,300000,100000,120000,806.2257748298549,1040000,8.965784284662087,9.228818690495881,7.643856189774724,25.838459164932694,0.8333333333333334,2.5,3.0,0.38461538461538464,0.46153846153846156,0.15384615384615385,550.0,229.13936293319264,3600000000000000,172.9523981090547
1395,800,300,700,168000000,240000,560000,210000,1104.536101718726,2020000,9.643856189774725,8.228818690495881,9.451211111832329,27.323885992102934,2.6666666666666665,1.1428571428571428,0.42857142857142855,0.4444444444444444,0.16666666666666666,0.3888888888888889,550.0,229.13936293319264,28224000000000000,191.48813349361868
904,500,600,600,180000000,300000,300000,360000,984.8857801796105,1920000,8.965784284662087,9.228818690495881,9.228818690495881,27.423421665653848,0.8333333333333334,0.8333333333333334,1.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,550.0,229.13936293319264,32400000000000000,189.04446807324598
883,500,500,700,175000000,250000,350000,350000,994.98743710662,1900000,8.965784284662087,8.965784284662087,9.451211111832329,27.382779681156503,1.0,0.7142857142857143,0.7142857142857143,0.29411764705882354,0.29411764705882354,0.4117647058823529,500.0,229.13936293319264,30625000000000000,189.04344473815362
1126,600,700,800,336000000,420000,480000,560000,1220.6555615733703,2920000,9.228818690495881,9.451211111832329,9.643856189774725,28.323885992102934,0.8571428571428571,0.75,0.875,0.2857142857142857,0.3333333333333333,0.38095238095238093,650.0,229.13936293319264,112896000000000000,201.32511199430604
1512,800,800,600,384000000,640000,480000,480000,1280.6248474865697,3200000,9.643856189774725,9.643856189774725,9.228818690495881,28.516531070045332,1.0,1.3333333333333333,1.3333333333333333,0.36363636363636365,0.36363636363636365,0.2727272727272727,800.0,229.13936293319264,147456000000000000,204.06098739276584
337,200,700,100,14000000,140000,20000,70000,734.8469228349534,460000,7.643856189774724,9.451211111832329,6.643856189774724,23.73892349138178,0.2857142857142857,2.0,7.0,0.2,0.7,0.1,450.0,229.13936293319264,196000000000000,156.701158877375
538,300,700,400,84000000,210000,120000,280000,860.2325267042627,1220000,8.228818690495881,9.451211111832329,8.643856189774725,26.323885992102934,0.42857142857142855,0.75,1.75,0.21428571428571427,0.5,0.2857142857142857,500.0,229.13936293319264,7056000000000000,177.90641748148437
1335,800,100,300,24000000,80000,240000,30000,860.2325267042627,700000,9.643856189774725,6.643856189774724,8.228818690495881,24.516531070045332,8.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.25,450.0,229.13936293319264,576000000000000,165.691654076216
1042,600,400,400,96000000,240000,240000,160000,824.6211251235321,1280000,9.228818690495881,8.643856189774725,8.643856189774725,26.516531070045332,1.5,1.5,1.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,500.0,229.13936293319264,9216000000000000,178.08862843738208
1015,600,300,300,54000000,180000,180000,90000,734.8469228349534,900000,9.228818690495881,8.228818690495881,8.228818690495881,25.686456071487644,2.0,2.0,1.0,0.5,0.25,0.25,450.0,229.13936293319264,2916000000000000,169.55686450214046
1464,800,600,600,288000000,480000,480000,360000,1166.19037896906,2640000,9.643856189774725,9.228818690495881,9.228818690495881,28.101493570766486,1.3333333333333333,1.3333333333333333,1.0,0.4,0.3,0.3,700.0,229.13936293319264,82944000000000000,198.4627167236927
1105,600,700,100,42000000,420000,60000,70000,927.3618495495704,1100000,9.228818690495881,9.451211111832329,6.643856189774724,25.323885992102934,0.8571428571428571,6.0,7.0,0.42857142857142855,0.5,0.07142857142857142,650.0,229.13936293319264,1764000000000000,173.04878904990613
700,400,600,200,48000000,240000,80000,120000,748.3314773547883,880000,8.643856189774725,9.228818690495881,7.643856189774724,25.516531070045332,0.6666666666666666,2.0,3.0,0.3333333333333333,0.5,0.16666666666666666,500.0,229.13936293319264,2304000000000000,168.89854901243746
1479,800,700,300,168000000,560000,240000,210000,1104.536101718726,2020000,9.643856189774725,9.451211111832329,8.228818690495881,27.323885992102934,1.1428571428571428,2.6666666666666665,2.3333333333333335,0.4444444444444444,0.3888888888888889,0.16666666666666666,750.0,229.13936293319264,28224000000000000,191.48813349361868
1365,800,200,500,80000000,160000,400000,100000,964.3650760992955,1320000,9.643856189774725,7.643856189774724,8.965784284662087,26.253496664211536,4.0,1.6,0.4,0.5333333333333333,0.13333333333333333,0.3333333333333333,500.0,229.13936293319264,6400000000000000,180.42732245564312
493,300,500,500,75000000,150000,150000,250000,768.1145747868608,1100000,8.228818690495881,8.965784284662087,8.965784284662087,26.160387259820055,0.6,0.6,1.0,0.23076923076923078,0.38461538461538464,0.38461538461538464,400.0,229.13936293319264,5625000000000000,173.84205053500645
