num_samples,model_name,rmse,mae,r2,accuracy,score,residuals,y_pred,y_test
176,elastic_net,0.00010184644608903155,8.481093104885758e-05,0.9999999762788805,1.0,2.93345573712873,"910    -0.000013
532    -0.000114
211     0.000144
445     0.000052
769    -0.000188
124     0.000020
1446    0.000103
1066    0.000010
1200   -0.000140
169    -0.000130
172    -0.000023
1503    0.000060
862    -0.000063
1237    0.000127
931    -0.000058
760     0.000101
1232    0.000056
820     0.000035
868    -0.000069
109    -0.000202
1443   -0.000082
187     0.000153
649    -0.000034
1431    0.000032
1341   -0.000026
850    -0.000067
685     0.000076
1458    0.000082
370     0.000050
1437    0.000167
19      0.000203
1096    0.000054
1380    0.000088
547     0.000015
802    -0.000180
598     0.000037
Name: avg_peak_memory_usage, dtype: float64","[1.89531148 0.42005226 0.21143699 0.44241034 0.14434823 0.1965113
 2.49139358 1.00122328 0.42006527 0.16670467 0.22632368 1.53768694
 1.29927623 1.56750894 1.93255428 1.53766731 1.15025438 0.33064092
 0.47966421 0.29339545 2.19335805 0.52441992 0.22632203 1.00123555
 0.40523807 0.70319179 0.85220404 1.53768031 0.5839805  1.59729287
 0.15926011 1.71648818 0.4647775  1.20239828 0.40516876 0.34560745]","910     1.895299
532     0.419939
211     0.211581
445     0.442462
769     0.144160
124     0.196531
1446    2.491497
1066    1.001233
1200    0.419926
169     0.166575
172     0.226301
1503    1.537747
862     1.299213
1237    1.567636
931     1.932496
760     1.537769
1232    1.150311
820     0.330676
868     0.479595
109     0.293194
1443    2.193276
187     0.524573
649     0.226288
1431    1.001268
1341    0.405212
850     0.703125
685     0.852280
1458    1.537762
370     0.584031
1437    1.597460
19      0.159464
1096    1.716542
1380    0.464865
547     1.202413
802     0.404989
598     0.345644
Name: avg_peak_memory_usage, dtype: float64"
158,elastic_net,0.00010659781263091319,9.139390217658945e-05,0.9999999695744701,1.0,2.9334452182043047,"1332    2.346804e-05
844    -6.744852e-05
1159    1.014387e-04
793     1.145642e-04
403    -1.380092e-04
1437    1.640313e-04
421    -1.458721e-04
478     1.137637e-04
433     1.639837e-05
451    -8.634435e-05
109    -1.998970e-04
94     -7.381371e-05
760     1.013294e-04
637    -6.789236e-05
1341   -4.278948e-05
19      2.079313e-04
25     -6.540032e-05
1261    4.529933e-05
220    -1.030649e-04
1392    5.208523e-07
616     6.953403e-05
868    -6.054624e-05
862    -7.081738e-05
169    -1.211380e-04
1096    5.049000e-05
907     1.410568e-04
106     1.577491e-05
244     9.726464e-05
832     1.585021e-04
1440   -3.330858e-05
1413    3.412288e-05
16      1.927722e-04
Name: avg_peak_memory_usage, dtype: float64","[0.22634601 0.40514481 0.26361698 0.18160159 0.26361839 1.59729614
 0.33064743 0.8224227  0.17414284 0.57654127 0.29339371 0.34557095
 1.53766723 0.55417861 0.40525443 0.15925557 0.12196787 2.19337969
 0.16668861 1.18010202 0.46478871 0.47965573 1.29928423 0.166696
 1.71649156 1.67179116 0.25612818 0.19649621 0.77772312 1.89533513
 1.29927999 0.1517985 ]","1332    0.226369
844     0.405077
1159    0.263718
793     0.181716
403     0.263480
1437    1.597460
421     0.330502
478     0.822536
433     0.174159
451     0.576455
109     0.293194
94      0.345497
760     1.537769
637     0.554111
1341    0.405212
19      0.159464
25      0.121902
1261    2.193425
220     0.166586
1392    1.180103
616     0.464858
868     0.479595
862     1.299213
169     0.166575
1096    1.716542
907     1.671932
106     0.256144
244     0.196593
832     0.777882
1440    1.895302
1413    1.299314
16      0.151991
Name: avg_peak_memory_usage, dtype: float64"
142,elastic_net,0.00010689533465226643,9.159150894523947e-05,0.9999999682482433,1.0,2.9334447211423456,"841     0.000051
1392   -0.000002
781    -0.000044
55      0.000056
733     0.000137
760     0.000108
460     0.000132
226    -0.000083
1042    0.000157
220    -0.000106
964    -0.000082
1150   -0.000044
1407    0.000185
1237    0.000107
1223    0.000236
172    -0.000012
244     0.000096
625    -0.000063
727     0.000050
484    -0.000099
94     -0.000064
445     0.000058
892    -0.000130
961     0.000156
265     0.000145
1266   -0.000008
451    -0.000081
403    -0.000142
106     0.000021
Name: avg_peak_memory_usage, dtype: float64","[0.25611992 1.18010449 0.29343885 0.17414596 1.15021293 1.53766009
 0.28591418 0.22631469 0.82239894 0.1666916  0.19652836 2.96830689
 0.82240614 1.56752942 0.52436314 0.2263126  0.19649709 0.19650249
 0.73296572 0.33062033 0.34556089 0.44240371 0.55415384 0.15180067
 0.16668992 0.73298359 0.57653583 0.26362257 0.25612282]","841     0.256171
1392    1.180103
781     0.293395
55      0.174202
733     1.150350
760     1.537769
460     0.286046
226     0.226231
1042    0.822556
220     0.166586
964     0.196446
1150    2.968263
1407    0.822591
1237    1.567636
1223    0.524599
172     0.226301
244     0.196593
625     0.196439
727     0.733016
484     0.330521
94      0.345497
445     0.442462
892     0.554024
961     0.151956
265     0.166835
1266    0.732976
451     0.576455
403     0.263480
106     0.256144
Name: avg_peak_memory_usage, dtype: float64"
127,elastic_net,0.00012074337594681661,0.00011049876599450662,0.9999999515276412,1.0,2.9334142772440464,"451    -0.000088
865    -0.000206
340     0.000158
1410   -0.000134
832     0.000148
826    -0.000105
337     0.000171
250     0.000163
70      0.000111
211     0.000135
685     0.000077
733     0.000123
727     0.000042
421    -0.000154
1428   -0.000161
820     0.000037
484    -0.000105
253    -0.000184
964    -0.000091
124     0.000026
1150   -0.000086
517     0.000060
1401   -0.000080
472     0.000131
841     0.000047
874     0.000052
Name: avg_peak_memory_usage, dtype: float64","[0.57654292 0.29338048 0.31572179 1.06086176 0.77773382 0.55418471
 0.2114081  0.28592763 0.28594055 0.21144682 0.85220314 1.15022754
 0.73297383 0.33065509 0.70319463 0.33063896 0.33062605 0.33063896
 0.19653693 0.19650466 2.96834918 0.77768542 0.34555043 0.64358545
 0.25612387 0.85220314]","451     0.576455
865     0.293175
340     0.315880
1410    1.060728
832     0.777882
826     0.554079
337     0.211579
250     0.286091
70      0.286052
211     0.211581
685     0.852280
733     1.150350
727     0.733016
421     0.330502
1428    0.703033
820     0.330676
484     0.330521
253     0.330455
964     0.196446
124     0.196531
1150    2.968263
517     0.777745
1401    0.345470
472     0.643716
841     0.256171
874     0.852255
Name: avg_peak_memory_usage, dtype: float64"
114,elastic_net,0.00010405834070605764,8.887684441506063e-05,0.9999999470333923,1.0,2.9334500576650813,"361    -0.000006
832     0.000156
1245   -0.000075
1042    0.000147
685     0.000065
220    -0.000126
1237    0.000094
1173    0.000128
1015    0.000066
733     0.000103
1165    0.000175
172    -0.000021
310    -0.000152
670    -0.000136
964    -0.000082
451    -0.000090
55      0.000036
1232    0.000046
1253   -0.000001
19      0.000191
1398   -0.000021
1479    0.000089
727     0.000037
Name: avg_peak_memory_usage, dtype: float64","[0.22630952 0.77772564 0.62865968 0.82240963 0.85221463 0.16671167
 1.56754249 0.5244554  0.5094666  1.1502469  0.36794413 0.22632177
 0.70321355 1.06086828 0.19652829 0.57654539 0.1741656  1.15026453
 1.41104017 0.15927224 1.53777036 1.35884616 0.73297878]","361     0.226303
832     0.777882
1245    0.628585
1042    0.822556
685     0.852280
220     0.166586
1237    1.567636
1173    0.524583
1015    0.509533
733     1.150350
1165    0.368119
172     0.226301
310     0.703062
670     1.060732
964     0.196446
451     0.576455
55      0.174202
1232    1.150311
1253    1.411039
19      0.159464
1398    1.537749
1479    1.358935
727     0.733016
Name: avg_peak_memory_usage, dtype: float64"
102,elastic_net,9.659078010622983e-05,8.358236063040388e-05,0.9999999719449365,1.0,2.9334627790384644,"850    -7.730577e-05
907     8.782606e-05
994     1.068369e-04
1380    1.039964e-04
226    -9.505262e-05
826    -1.088934e-04
724     9.409478e-05
484    -1.058469e-04
1165    1.551441e-04
361    -1.833838e-06
1253   -1.771881e-05
820     4.004436e-05
340     1.557808e-04
1437    1.253858e-04
460     1.230387e-04
685     5.732437e-05
478     9.590465e-05
1446    6.471779e-06
310    -1.535074e-04
445     4.298388e-05
913    -2.381928e-07
Name: avg_peak_memory_usage, dtype: float64","[0.70320231 1.67184439 0.46479032 0.46476112 0.22632644 0.55418833
 0.5243482  0.33062724 0.3679639  0.22630493 1.41105669 0.33063546
 0.31572404 1.59733479 0.2859228  0.85222234 0.82244056 2.49149057
 0.70321518 0.44241917 0.36786828]","850     0.703125
907     1.671932
994     0.464897
1380    0.464865
226     0.226231
826     0.554079
724     0.524442
484     0.330521
1165    0.368119
361     0.226303
1253    1.411039
820     0.330676
340     0.315880
1437    1.597460
460     0.286046
685     0.852280
478     0.822536
1446    2.491497
310     0.703062
445     0.442462
913     0.367868
Name: avg_peak_memory_usage, dtype: float64"
91,elastic_net,0.00011025204348253672,9.151771934746904e-05,0.9999999422082264,1.0,2.933440846408086,"55      0.000054
727     0.000016
1232   -0.000012
1479    0.000043
850    -0.000100
451    -0.000118
370     0.000049
115     0.000125
1253   -0.000052
1096   -0.000025
1087   -0.000159
1410   -0.000174
421    -0.000163
4      -0.000007
340     0.000157
226    -0.000092
310    -0.000170
16      0.000187
1066   -0.000035
Name: avg_peak_memory_usage, dtype: float64","[0.17414764 0.73300047 1.15032268 1.35889217 0.70322548 0.57657329
 0.58398162 0.36791042 1.41109114 1.71656697 0.91183631 1.0609017
 0.3306649  0.12198048 0.31572261 0.22632303 0.70323185 0.15180464
 1.00126815]","55      0.174202
727     0.733016
1232    1.150311
1479    1.358935
850     0.703125
451     0.576455
370     0.584031
115     0.368035
1253    1.411039
1096    1.716542
1087    0.911678
1410    1.060728
421     0.330502
4       0.121973
340     0.315880
226     0.226231
310     0.703062
16      0.151991
1066    1.001233
Name: avg_peak_memory_usage, dtype: float64"
81,elastic_net,9.26431405586429e-05,7.520260768465884e-05,0.999999963319777,1.0,2.93347370851309,"361     0.000009
55      0.000060
874     0.000026
1503    0.000049
1066   -0.000024
172     0.000006
1087   -0.000149
1015    0.000048
850    -0.000088
421    -0.000152
253    -0.000181
211     0.000146
805     0.000013
478     0.000096
82     -0.000085
1437    0.000100
1237    0.000046
Name: avg_peak_memory_usage, dtype: float64","[0.22629454 0.17414221 0.85222878 1.53769858 1.00125688 0.22629522
 0.91182696 0.50948476 0.70321347 0.33065363 0.33063638 0.21143516
 0.47970606 0.82244062 0.22630246 1.59735995 1.56758996]","361     0.226303
55      0.174202
874     0.852255
1503    1.537747
1066    1.001233
172     0.226301
1087    0.911678
1015    0.509533
850     0.703125
421     0.330502
253     0.330455
211     0.211581
805     0.479719
478     0.822536
82      0.226218
1437    1.597460
1237    1.567636
Name: avg_peak_memory_usage, dtype: float64"
72,elastic_net,0.00010982022845957987,8.06975452310917e-05,0.9999999589406698,1.0,2.933449555908832,"1066   -3.428714e-05
826    -1.389276e-04
1368    9.443823e-07
361     3.230710e-08
310    -1.693529e-04
1261   -4.560186e-05
253    -2.077472e-04
769    -2.064876e-04
805    -1.460521e-05
445     1.905861e-05
760     5.191415e-05
349    -6.272587e-05
421    -1.794069e-04
604    -6.548236e-05
172    -1.388892e-05
Name: avg_peak_memory_usage, dtype: float64","[1.0012672  0.55421836 0.82255383 0.22630307 0.70323103 2.19347059
 0.33066276 0.14436695 0.47973339 0.4424431  1.53771664 0.62869355
 0.33068096 0.22633654 0.2263147 ]","1066    1.001233
826     0.554079
1368    0.822555
361     0.226303
310     0.703062
1261    2.193425
253     0.330455
769     0.144160
805     0.479719
445     0.442462
760     1.537769
349     0.628631
421     0.330502
604     0.226271
172     0.226301
Name: avg_peak_memory_usage, dtype: float64"
64,elastic_net,0.00011042364456520508,8.988293218327128e-05,0.999999975930227,1.0,2.9334419159986087,"19      0.000215
961     0.000165
1066   -0.000051
517     0.000023
1261   -0.000040
1173    0.000050
1446    0.000021
421    -0.000158
1015    0.000039
484    -0.000092
115     0.000171
445     0.000034
850    -0.000110
Name: avg_peak_memory_usage, dtype: float64","[0.15924866 0.15179077 1.00128375 0.77772249 2.19346531 0.52453358
 2.49147635 0.33065955 0.50949377 0.33061362 0.36786436 0.44242808
 0.70323473]","19      0.159464
961     0.151956
1066    1.001233
517     0.777745
1261    2.193425
1173    0.524583
1446    2.491497
421     0.330502
1015    0.509533
484     0.330521
115     0.368035
445     0.442462
850     0.703125
Name: avg_peak_memory_usage, dtype: float64"
57,elastic_net,0.00013589378633971762,0.00011055115078299066,0.9999996456213889,1.0,2.9333963199709876,"19      0.000208
1173    0.000231
820     0.000044
604    -0.000048
124     0.000033
1165    0.000236
211     0.000168
316    -0.000018
826    -0.000116
850    -0.000102
1368    0.000108
517     0.000016
Name: avg_peak_memory_usage, dtype: float64","[0.15925549 0.52435263 0.33063185 0.2263193  0.19649814 0.36788344
 0.21141357 0.2859146  0.55419554 0.7032267  0.82244674 0.77772955]","19      0.159464
1173    0.524583
820     0.330676
604     0.226271
124     0.196531
1165    0.368119
211     0.211581
316     0.285896
826     0.554079
850     0.703125
1368    0.822555
517     0.777745
Name: avg_peak_memory_usage, dtype: float64"
51,elastic_net,0.00010348579107259491,8.206922003868704e-05,0.9999999774282586,1.0,2.9334559061179757,"727     0.000034
1066   -0.000044
115     0.000191
325     0.000052
1159    0.000075
109    -0.000154
1261   -0.000064
445     0.000024
604    -0.000071
1410   -0.000190
955    -0.000002
Name: avg_peak_memory_usage, dtype: float64","[0.73298198 1.00127705 0.36784365 0.55414996 0.26364324 0.29334789
 2.19348921 0.44243799 0.22634234 1.0609177  2.19336869]","727     0.733016
1066    1.001233
115     0.368035
325     0.554202
1159    0.263718
109     0.293194
1261    2.193425
445     0.442462
604     0.226271
1410    1.060728
955     2.193367
Name: avg_peak_memory_usage, dtype: float64"
45,elastic_net,8.004629354918595e-05,6.71233366692503e-05,0.9999999642806583,1.0,2.9334944844164,"760     0.000084
484    -0.000090
517     0.000053
1431    0.000016
916    -0.000156
1368    0.000004
1159    0.000092
55      0.000073
604    -0.000036
Name: avg_peak_memory_usage, dtype: float64","[1.53768458 0.3306114  0.77769206 1.00125163 0.62866292 0.82255126
 0.263626   0.17412883 0.22630706]","760     1.537769
484     0.330521
517     0.777745
1431    1.001268
916     0.628507
1368    0.822555
1159    0.263718
55      0.174202
604     0.226271
Name: avg_peak_memory_usage, dtype: float64"
40,elastic_net,0.0001277708049526676,0.00011260828908887452,0.9999999744732627,1.0,2.9334045241425217,"625    -0.000047
349    -0.000089
211     0.000141
109    -0.000218
916    -0.000176
1440   -0.000095
1446   -0.000023
826    -0.000112
Name: avg_peak_memory_usage, dtype: float64","[0.19648659 0.62871992 0.21144032 0.2934116  0.62868371 1.89539654
 2.49151988 0.55419106]","625     0.196439
349     0.628631
211     0.211581
109     0.293194
916     0.628507
1440    1.895302
1446    2.491497
826     0.554079
Name: avg_peak_memory_usage, dtype: float64"
36,elastic_net,0.0001203837550925407,0.00011261988311105434,0.9999999434519677,1.0,2.9334130823730034,"865    -0.000119
850    -0.000072
220    -0.000117
727     0.000085
124     0.000041
115     0.000139
1437    0.000146
1479    0.000183
Name: avg_peak_memory_usage, dtype: float64","[0.29329335 0.70319682 0.1667025  0.7329314  0.19649023 0.36789612
 1.59731458 1.3587513 ]","865     0.293175
850     0.703125
220     0.166586
727     0.733016
124     0.196531
115     0.368035
1437    1.597460
1479    1.358935
Name: avg_peak_memory_usage, dtype: float64"
32,elastic_net,0.00010088927327656884,8.578875116143794e-05,0.9999999799585869,1.0,2.9334561141802493,"760     0.000070
604    -0.000046
1261   -0.000077
1440   -0.000121
253    -0.000199
478     0.000052
517     0.000035
Name: avg_peak_memory_usage, dtype: float64","[1.53769866 0.22631712 2.19350193 1.8954233  0.33065414 0.82248488
 0.77770963]","760     1.537769
604     0.226271
1261    2.193425
1440    1.895302
253     0.330455
478     0.822536
517     0.777745
Name: avg_peak_memory_usage, dtype: float64"
28,elastic_net,9.89260312497611e-05,8.501777223710039e-05,0.9999999576780472,1.0,2.933458961490765,"865    -0.000135
1165    0.000107
625    -0.000032
4      -0.000004
760     0.000094
115     0.000139
Name: avg_peak_memory_usage, dtype: float64",[0.29330942 0.36801236 0.1964716  0.12197707 1.53767486 0.36789596],"865     0.293175
1165    0.368119
625     0.196439
4       0.121973
760     1.537769
115     0.368035
Name: avg_peak_memory_usage, dtype: float64"
25,elastic_net,6.606259422602177e-05,5.6754425571026165e-05,0.9999999411033755,1.0,2.9335185848371736,"1173   -0.000103
325     0.000005
865    -0.000072
1066   -0.000069
604    -0.000034
Name: avg_peak_memory_usage, dtype: float64",[0.52468679 0.55419704 0.2932466  1.00130202 0.22630527],"1173    0.524583
325     0.554202
865     0.293175
1066    1.001233
604     0.226271
Name: avg_peak_memory_usage, dtype: float64"
22,elastic_net,7.829084611901097e-05,6.138096078206201e-05,0.9999999892563897,1.0,2.933500897856989,"1173   -0.000110
4       0.000035
211     0.000129
325     0.000024
955     0.000010
Name: avg_peak_memory_usage, dtype: float64",[0.52469326 0.12193887 0.21145202 0.55417868 2.19335747],"1173    0.524583
4       0.121973
211     0.211581
325     0.554202
955     2.193367
Name: avg_peak_memory_usage, dtype: float64"
19,elastic_net,0.0001075340287189483,9.644375704419283e-05,0.999999770066163,1.0,2.933440118373637,"1173   -0.000151
916    -0.000119
850    -0.000094
4       0.000022
Name: avg_peak_memory_usage, dtype: float64",[0.52473461 0.6286262  0.70321861 0.1219514 ],"1173    0.524583
916     0.628507
850     0.703125
4       0.121973
Name: avg_peak_memory_usage, dtype: float64"
17,elastic_net,0.00021792793649516552,0.00021354011795961247,0.9999975060161433,1.0,2.9332208817771095,"1173   -0.000148
916    -0.000230
109    -0.000268
253    -0.000208
Name: avg_peak_memory_usage, dtype: float64",[0.52473153 0.62873743 0.29346194 0.33066277],"1173    0.524583
916     0.628507
109     0.293194
253     0.330455
Name: avg_peak_memory_usage, dtype: float64"
15,elastic_net,0.00035896429184647144,0.000352655982431412,0.9999982227091305,1.0,2.932952118080596,"1165    0.000366
1066   -0.000265
1173    0.000427
Name: avg_peak_memory_usage, dtype: float64",[0.36775323 1.00149772 0.5241561 ],"1165    0.368119
1066    1.001233
1173    0.524583
Name: avg_peak_memory_usage, dtype: float64"
13,elastic_net,8.727984374867923e-05,7.923826154751512e-05,0.9999978854307006,1.0,2.933474942301496,"1159    0.000092
604    -0.000029
1165    0.000116
Name: avg_peak_memory_usage, dtype: float64",[0.26362661 0.22630054 0.36800262],"1159    0.263718
604     0.226271
1165    0.368119
Name: avg_peak_memory_usage, dtype: float64"
11,elastic_net,0.00016940326700118244,0.00016142288766179957,0.9999987812605898,1.0,2.9333180017620792,"1173   -0.000170
1159    0.000095
916    -0.000220
Name: avg_peak_memory_usage, dtype: float64",[0.52475361 0.26362384 0.62872675],"1173    0.524583
1159    0.263718
916     0.628507
Name: avg_peak_memory_usage, dtype: float64"
