num_samples,model_name,rmse,mae,r2,accuracy,score,residuals,y_pred,y_test
512,elastic_net,0.00011633086848276778,9.7813519235598e-05,0.9999999748551157,1.0,2.933429037119513,"913    -0.000051
1470   -0.000047
1302    0.000064
460     0.000125
1476   -0.000055
          ...   
1186   -0.000091
502     0.000080
826    -0.000106
1494   -0.000149
1506   -0.000015
Name: avg_peak_memory_usage, Length: 103, dtype: float64","[0.36791894 2.96820742 3.02779159 0.28592044 0.94165844 0.19651756
 0.40517023 1.53770525 0.37542625 1.7761152  0.64360035 0.33065708
 0.47966668 0.3306382  0.15178307 0.33069974 0.31574869 0.31575444
 0.2859385  0.22633612 0.94164338 0.28592399 0.40515246 0.19650334
 0.70320911 0.82241125 0.2561239  1.89530937 1.04598571 0.28597323
 1.15024577 0.46478976 0.33064709 0.13687426 0.13687426 0.83739958
 1.59731187 0.4051489  0.16668668 0.42005235 2.19337028 0.18160957
 0.46475803 0.5244283  0.73302647 0.77770608 0.2859363  2.6105673
 1.89530937 0.58400031 0.28592044 1.35887632 1.00125107 0.58404847
 0.58414801 0.21143074 0.12942382 1.29929599 0.91185928 0.19649909
 0.58398609 0.19651756 0.77770608 0.24120977 0.34561031 2.19333295
 0.18159535 0.42009052 0.70319379 0.11451063 0.16669188 1.18005375
 0.26358638 0.19650238 0.3306553  0.55418441 0.34556108 0.52442652
 2.61058152 0.17414232 0.26357927 1.29928177 3.02779159 0.21888213
 0.40518789 0.94172954 0.42009052 1.2247644  0.77773274 0.37537292
 0.46476843 0.46480455 0.34555068 0.16670679 0.44241196 0.7032009
 0.19652016 1.53768446 0.62873944 1.00125107 0.55418564 3.44501472
 2.01453135]","913     0.367868
1470    2.968160
1302    3.027856
460     0.286046
1476    0.941603
          ...   
1186    0.628648
502     1.001331
826     0.554079
1494    3.444866
1506    2.014516
Name: avg_peak_memory_usage, Length: 103, dtype: float64"
460,elastic_net,0.00010941987455603739,9.010511786279837e-05,0.9999999779510071,1.0,2.9334429177599097,"1183    0.000296
733     0.000105
1353    0.000045
790    -0.000031
1253    0.000011
          ...   
1126   -0.000042
232     0.000145
1494   -0.000166
1392    0.000017
1214    0.000062
Name: avg_peak_memory_usage, Length: 92, dtype: float64","[0.52439096 1.15024524 0.2263238  0.40521473 1.41102762 1.00123069
 0.94165915 1.35891325 1.35886876 0.55418249 0.16668882 0.50946295
 2.61057956 0.13687525 1.04594324 1.35888285 0.64360021 0.82243885
 0.18159874 0.36792256 0.16669039 0.30827316 0.46477417 0.42005402
 0.16669352 0.50946999 0.263585   3.02780252 1.77611614 1.77611614
 0.21142092 0.91182486 0.88947554 0.26359595 0.94169202 0.77770653
 0.58400775 0.226304   0.52443287 1.00123538 0.42012109 0.12942207
 1.71649987 0.174142   1.67180392 0.21886193 0.34555175 0.21141544
 1.67179453 0.19650396 0.94165915 0.16670185 1.1502515  0.21141153
 0.13687369 0.19649441 1.44827938 2.49138568 0.73300555 0.33065857
 1.0012571  0.33067735 0.73301952 0.28592388 0.52439096 0.2263245
 0.82242914 0.82241177 0.12942207 0.174142   3.44502592 0.46484297
 0.46476478 0.55419657 0.46481167 0.82241349 1.98472524 0.2412219
 0.40521473 0.46475367 1.04594324 0.36792256 1.29926297 0.14433399
 0.82243572 1.44827469 0.40514957 2.6105733  0.28592943 3.44503218
 1.18008514 1.2024376 ]","1183    0.524687
733     1.150350
1353    0.226369
790     0.405184
1253    1.411039
          ...   
1126    2.610532
232     0.286074
1494    3.444866
1392    1.180103
1214    1.202499
Name: avg_peak_memory_usage, Length: 92, dtype: float64"
414,elastic_net,0.00011010283233388146,9.048042446958336e-05,0.9999999696216658,1.0,2.9334418310693993,"31      0.000100
127    -0.000229
19      0.000214
919    -0.000047
685     0.000062
          ...   
1087   -0.000154
1232    0.000042
805     0.000032
694    -0.000056
1443   -0.000085
Name: avg_peak_memory_usage, Length: 83, dtype: float64","[0.15178465 0.24122386 0.15924953 0.88947639 0.85221769 0.46477005
 0.58400142 0.12196866 1.29929012 3.44499654 0.37534108 0.82243159
 0.3306443  0.19649736 0.28594344 0.28596692 1.44828848 0.25613084
 1.53769163 0.82243958 0.77771024 0.55418756 0.1965103  0.22631133
 1.15025131 0.37534443 1.53769163 1.18009983 0.52438575 0.22631133
 0.21142667 1.93257169 0.83734379 0.46475935 0.26360378 1.53770058
 0.29339537 0.1294226  0.11451249 0.42006618 1.35889459 0.70320053
 0.52440141 0.18160734 0.64360235 0.55418313 0.7330036  0.85222328
 0.66594396 2.19336158 0.55417754 0.28592583 2.01457334 0.82247983
 0.88949875 0.55420768 1.71650583 0.29339537 0.24122386 1.0012458
 0.62870522 0.5094775  0.33063424 0.73302456 0.12196754 0.15178465
 0.46478347 0.34555818 0.40522798 0.73305586 1.29926776 1.98472911
 2.49138649 0.42006618 0.16669768 0.82244405 0.55418533 0.28594188
 0.91183135 1.15026808 0.47968662 1.29928117 2.19336158]","31      0.151884
127     0.240995
19      0.159464
919     0.889429
685     0.852280
          ...   
1087    0.911678
1232    1.150311
805     0.479719
694     1.299226
1443    2.193276
Name: avg_peak_memory_usage, Length: 83, dtype: float64"
372,elastic_net,0.00010793153504270981,8.855217294544396e-05,0.999999980206914,1.0,2.933445827467204,"349    -0.000079
466    -0.000007
1335    0.000095
169    -0.000128
109    -0.000208
          ...   
793     0.000113
778    -0.000057
193    -0.000051
406     0.000088
1398    0.000022
Name: avg_peak_memory_usage, Length: 75, dtype: float64","[0.62870994 0.46476106 0.28595583 0.16670282 0.29340218 0.21887114
 0.5541925  0.82242773 0.52445863 0.3455774  0.77771822 0.42006634
 0.6436168  0.55419603 0.70322834 0.33063889 0.15178584 0.40520119
 0.36794016 2.19333404 3.44496454 1.18007529 2.49135487 0.3455416
 0.8894838  0.64359679 1.35889821 0.42006757 0.22630996 1.98471765
 0.37534403 0.28595285 0.52439106 3.02775747 0.22632997 0.3455774
 0.73303251 0.19651149 0.42010669 0.19651078 0.19650956 2.96815962
 0.21142126 0.2635911  0.37534403 1.89531585 0.28592616 1.7164992
 0.46477299 0.55417935 0.21887114 1.18007634 0.2934057  1.29927825
 0.19649956 0.94168305 0.40520736 0.8894838  1.04595588 0.28594932
 1.35887857 1.89531761 0.91183615 0.73301128 1.53770093 0.42006634
 1.22475906 2.61054836 0.40515733 2.19333774 0.18160294 0.25613843
 0.12196891 0.28595583 1.53772761]","349     0.628631
466     0.464754
1335    0.286050
169     0.166575
109     0.293194
          ...   
793     0.181716
778     0.256081
193     0.121918
406     0.286044
1398    1.537749
Name: avg_peak_memory_usage, Length: 75, dtype: float64"
334,elastic_net,0.00010466816480611698,9.031766089109144e-05,0.9999999722882653,1.0,2.9334482809999782,"640     0.000127
451    -0.000089
406     0.000076
253    -0.000182
919    -0.000048
          ...   
1168   -0.000078
169    -0.000119
625    -0.000062
400    -0.000105
1272    0.000064
Name: avg_peak_memory_usage, Length: 67, dtype: float64","[0.64360213 0.57654434 0.28596809 0.33063678 0.88947728 1.15025829
 0.16669217 0.57654449 0.85221659 0.73300444 0.42005781 0.34557509
 2.01456383 0.19650705 0.34560127 1.00124418 0.37535825 1.00124375
 0.82244927 1.18010013 2.25292273 0.58397883 0.28591978 0.70325335
 0.21887482 2.61055301 0.7031996  1.2024216  0.34555817 0.19649207
 1.35892869 0.3157569  0.73300435 1.04597597 0.44240961 0.94164054
 0.11450314 0.70319955 0.28592191 0.82242017 3.02774865 0.21142423
 0.82244491 0.31574554 0.82244531 0.12196009 0.13687078 1.89530604
 2.29762802 0.82248458 0.50946719 1.00123756 0.22631549 0.15177817
 1.77613919 1.56751543 0.82241972 0.94171569 0.58399559 1.06089424
 0.70322717 0.26360372 0.42014179 0.16669404 0.19650167 0.24123925
 1.3588758 ]","640     0.643729
451     0.576455
406     0.286044
253     0.330455
919     0.889429
          ...   
1168    0.420064
169     0.166575
625     0.196439
400     0.241135
1272    1.358939
Name: avg_peak_memory_usage, Length: 67, dtype: float64"
300,elastic_net,0.00010173116404095769,8.517710710145797e-05,0.9999999648168083,1.0,2.9334555833018348,"1455    0.000036
1425   -0.000007
769    -0.000180
727     0.000024
571     0.000082
913    -0.000054
94     -0.000058
838     0.000055
691     0.000071
1051    0.000031
1200   -0.000141
1194   -0.000151
349    -0.000051
193    -0.000053
478     0.000118
82     -0.000093
1245   -0.000117
583    -0.000179
1102    0.000026
433     0.000014
1114    0.000051
1377    0.000117
328     0.000169
106     0.000023
340     0.000151
376     0.000103
733     0.000117
718     0.000144
403    -0.000128
1066    0.000001
943    -0.000115
346    -0.000017
1027   -0.000038
397    -0.000152
265     0.000144
472     0.000131
1203   -0.000089
1458    0.000069
196     0.000042
1482   -0.000031
697     0.000012
4       0.000003
520    -0.000151
1428   -0.000186
808    -0.000010
169    -0.000121
1096    0.000048
1353    0.000039
13     -0.000158
1407    0.000162
370     0.000056
187     0.000170
1389   -0.000010
1410   -0.000131
115     0.000126
358    -0.000028
79     -0.000089
976    -0.000141
499    -0.000029
1281   -0.000066
Name: avg_peak_memory_usage, dtype: float64","[1.18006612 0.40519137 0.14434048 0.73299241 1.35886036 0.36792168
 0.3455552  1.00126643 1.1502453  1.35888859 0.42006678 0.9417166
 0.6286817  0.12197113 0.82241809 0.22631101 0.62870172 0.19651841
 2.25294154 0.17414551 1.35886184 0.28595059 0.643586   0.25612057
 0.31572883 0.82241267 1.15023341 1.53767991 0.26360812 1.00123152
 1.00122928 0.52436407 1.0459741  0.21888127 0.16669118 0.6435856
 0.57654401 1.53769343 0.13688079 1.7761109  0.28594028 0.12197057
 0.91181293 0.70321952 0.55420955 0.16669547 1.71649401 0.2263302
 0.14433822 0.82242935 0.58397474 0.52440306 1.0012715  1.0608586
 0.36790888 0.94163462 0.19649997 0.37542059 0.88946645 2.61057249]","1455    1.180103
1425    0.405184
769     0.144160
727     0.733016
571     1.358942
913     0.367868
94      0.345497
838     1.001321
691     1.150317
1051    1.358920
1200    0.419926
1194    0.941566
349     0.628631
193     0.121918
478     0.822536
82      0.226218
1245    0.628585
583     0.196339
1102    2.252968
433     0.174159
1114    1.358913
1377    0.286067
328     0.643755
106     0.256144
340     0.315880
376     0.822516
733     1.150350
718     1.537824
403     0.263480
1066    1.001233
943     1.001115
346     0.524347
1027    1.045937
397     0.218729
265     0.166835
472     0.643716
1203    0.576455
1458    1.537762
196     0.136923
1482    1.776080
697     0.285953
4       0.121973
520     0.911662
1428    0.703033
808     0.554200
169     0.166575
1096    1.716542
1353    0.226369
13      0.144180
1407    0.822591
370     0.584031
187     0.524573
1389    1.001261
1410    1.060728
115     0.368035
358     0.941607
79      0.196411
976     0.375279
499     0.889437
1281    2.610506
Name: avg_peak_memory_usage, dtype: float64"
270,elastic_net,0.00010215961623293418,8.845882676806075e-05,0.9999999580190305,1.0,2.9334525939469733,"943    -0.000121
559     0.000112
841     0.000049
556    -0.000020
475    -0.000073
1380    0.000094
40     -0.000091
169    -0.000112
610    -0.000103
25     -0.000051
16      0.000210
1332    0.000044
679    -0.000168
1392    0.000014
1093   -0.000098
337     0.000175
124     0.000035
1072   -0.000114
226    -0.000068
910    -0.000017
847    -0.000131
1036    0.000134
1096    0.000048
520    -0.000161
1054    0.000062
1051    0.000037
328     0.000157
868    -0.000066
325     0.000024
340     0.000153
598     0.000056
751     0.000052
1368    0.000084
1365   -0.000098
844    -0.000067
94     -0.000068
1237    0.000128
286     0.000013
178    -0.000201
268    -0.000156
376     0.000081
463    -0.000055
316    -0.000020
433     0.000027
1261    0.000076
1132    0.000111
604    -0.000028
1168   -0.000063
553     0.000059
220    -0.000089
82     -0.000090
55      0.000069
229     0.000166
1021    0.000176
Name: avg_peak_memory_usage, dtype: float64","[1.00123536 0.64358629 0.25612205 0.46476148 0.73300428 0.46477121
 0.19649939 0.16668726 0.34553623 0.12195355 0.15178089 0.2263255
 0.5541646  1.1800888  1.44827099 0.21140369 0.1964955  1.44827683
 0.22629947 1.89531579 0.55416752 0.46476123 1.71649436 0.91182298
 1.53770656 1.35888281 0.64359834 0.47966137 0.55417786 0.31572644
 0.3455883  0.82241092 0.82247028 0.70323993 0.40514485 0.34556495
 1.56750848 0.58399394 0.34556105 0.22629558 0.82243525 0.37533057
 0.28591616 0.17413266 2.19334902 0.82243525 0.22629947 0.42012674
 0.28593648 0.16667497 0.22630774 0.17413266 0.25611171 0.77771618]","943     1.001115
559     0.643698
841     0.256171
556     0.464742
475     0.732932
1380    0.464865
40      0.196409
169     0.166575
610     0.345433
25      0.121902
16      0.151991
1332    0.226369
679     0.553996
1392    1.180103
1093    1.448173
337     0.211579
124     0.196531
1072    1.448163
226     0.226231
910     1.895299
847     0.554037
1036    0.464896
1096    1.716542
520     0.911662
1054    1.537769
1051    1.358920
328     0.643755
868     0.479595
325     0.554202
340     0.315880
598     0.345644
751     0.822462
1368    0.822555
1365    0.703142
844     0.405077
94      0.345497
1237    1.567636
286     0.584007
178     0.345360
268     0.226140
376     0.822516
463     0.375275
316     0.285896
433     0.174159
1261    2.193425
1132    0.822546
604     0.226271
1168    0.420064
553     0.285995
220     0.166586
82      0.226218
55      0.174202
229     0.256277
1021    0.777892
Name: avg_peak_memory_usage, dtype: float64"
243,elastic_net,9.159254061765897e-05,7.468885365425037e-05,0.9999999766894521,1.0,2.9334753325664704,"1054    0.000060
40     -0.000086
874     0.000050
832     0.000169
931    -0.000076
808     0.000005
955     0.000020
1500   -0.000198
25     -0.000038
850    -0.000062
1132    0.000100
838     0.000063
85     -0.000049
649    -0.000017
31      0.000122
1027   -0.000027
205     0.000082
337     0.000178
451    -0.000077
349    -0.000069
1365   -0.000098
910    -0.000026
1419   -0.000065
598     0.000055
1482   -0.000042
1232    0.000055
16      0.000219
970     0.000105
1443   -0.000085
652     0.000019
805     0.000046
1389    0.000002
1051    0.000037
1245   -0.000118
226    -0.000061
346    -0.000028
949     0.000076
727     0.000019
1197   -0.000105
478     0.000113
901    -0.000123
445     0.000066
709     0.000037
124     0.000039
781    -0.000010
1440   -0.000029
202    -0.000157
178    -0.000210
724     0.000067
Name: avg_peak_memory_usage, dtype: float64","[1.53770839 0.1964944  0.85220554 0.77771295 1.93257181 0.55419494
 2.19334667 1.06090258 0.12194087 0.70318663 0.82244663 1.00125872
 0.25612194 0.22630513 0.15176227 1.04596325 0.18158721 0.2114016
 0.57653207 0.62869991 0.7032402  1.89532471 1.77613892 0.34558938
 1.77612201 1.15025524 0.15177228 0.28595145 2.19336147 0.34552509
 0.47967247 1.00125872 1.35888228 0.62870272 0.22629216 0.52437501
 1.59729041 0.73299738 0.26358034 0.8224235  1.22474838 0.44239613
 1.00122489 0.19649159 0.2934052  1.89533035 0.1666758  0.34556965
 0.52437501]","1054    1.537769
40      0.196409
874     0.852255
832     0.777882
931     1.932496
808     0.554200
955     2.193367
1500    1.060705
25      0.121902
850     0.703125
1132    0.822546
838     1.001321
85      0.256073
649     0.226288
31      0.151884
1027    1.045937
205     0.181670
337     0.211579
451     0.576455
349     0.628631
1365    0.703142
910     1.895299
1419    1.776074
598     0.345644
1482    1.776080
1232    1.150311
16      0.151991
970     0.286057
1443    2.193276
652     0.345544
805     0.479719
1389    1.001261
1051    1.358920
1245    0.628585
226     0.226231
346     0.524347
949     1.597366
727     0.733016
1197    0.263476
478     0.822536
901     1.224625
445     0.442462
709     1.001262
124     0.196531
781     0.293395
1440    1.895302
202     0.166518
178     0.345360
724     0.524442
Name: avg_peak_memory_usage, dtype: float64"
218,elastic_net,0.00010549651014991398,8.752473574393465e-05,0.9999999680360037,1.0,2.933449427428359,"1467   -0.000083
586     0.000035
244     0.000112
1186   -0.000074
1027   -0.000034
892    -0.000155
220    -0.000085
340     0.000155
553     0.000060
4       0.000025
1099   -0.000139
805     0.000042
1407    0.000166
850    -0.000066
1006    0.000080
625    -0.000052
844    -0.000067
451    -0.000080
268    -0.000152
793     0.000129
1111   -0.000026
181    -0.000006
961     0.000179
1232    0.000048
406     0.000087
1261    0.000054
1177    0.000259
205     0.000078
1440   -0.000038
106     0.000024
943    -0.000125
1223    0.000221
370     0.000043
820     0.000049
1344    0.000023
616     0.000085
985    -0.000030
247    -0.000082
916    -0.000189
1      -0.000018
733     0.000103
1458    0.000061
250     0.000179
100    -0.000054
Name: avg_peak_memory_usage, dtype: float64","[2.61059287 0.22631779 0.19648128 0.62872212 1.045971   0.55417872
 0.16667042 0.31572478 0.28593593 0.12194876 1.98473371 0.47967688
 0.82242589 0.70319107 0.82247717 0.19649117 0.40514392 0.57653515
 0.22629215 0.18158677 1.04594609 0.40518816 0.15177695 1.15026276
 0.28595773 2.19337056 0.31573516 0.18159196 1.89533939 0.2561195
 1.00123964 0.52437854 0.58398757 0.33062657 0.46485791 0.46477368
 0.19649654 0.24119637 0.62869616 0.11449172 1.15024719 1.53770131
 0.28591146 0.18158366]","1467    2.610509
586     0.226353
244     0.196593
1186    0.628648
1027    1.045937
892     0.554024
220     0.166586
340     0.315880
553     0.285995
4       0.121973
1099    1.984595
805     0.479719
1407    0.822591
850     0.703125
1006    0.822557
625     0.196439
844     0.405077
451     0.576455
268     0.226140
793     0.181716
1111    1.045921
181     0.405182
961     0.151956
1232    1.150311
406     0.286044
1261    2.193425
1177    0.315994
205     0.181670
1440    1.895302
106     0.256144
943     1.001115
1223    0.524599
370     0.584031
820     0.330676
1344    0.464881
616     0.464858
985     0.196467
247     0.241114
916     0.628507
1       0.114474
733     1.150350
1458    1.537762
250     0.286091
100     0.181530
Name: avg_peak_memory_usage, dtype: float64"
196,elastic_net,9.678508042711607e-05,7.977774470761776e-05,0.9999999649976435,1.0,2.9334654266481826,"1266   -0.000057
160    -0.000062
844    -0.000079
103    -0.000003
964    -0.000067
724     0.000056
1392    0.000002
652     0.000004
268    -0.000167
868    -0.000079
538    -0.000202
625    -0.000065
802    -0.000175
1159    0.000118
1051    0.000020
931    -0.000094
124     0.000023
4       0.000010
1443   -0.000095
910    -0.000044
1036    0.000123
1479    0.000030
1449    0.000066
670    -0.000137
172    -0.000025
238    -0.000112
1021    0.000165
1401   -0.000105
943    -0.000139
19      0.000216
445     0.000049
547    -0.000027
637    -0.000074
406     0.000080
556    -0.000035
316    -0.000033
349    -0.000084
793     0.000117
484    -0.000115
604    -0.000038
Name: avg_peak_memory_usage, dtype: float64","[0.73303246 0.42011428 0.40515611 0.2188679  0.19651306 0.52438596
 1.18010033 0.34553975 0.22630698 0.47967369 0.73301441 0.19650413
 0.40516383 0.26359999 1.35889975 1.93259012 0.19650836 0.12196387
 2.19337147 1.89534307 0.46477245 1.35890508 0.46482366 1.06086908
 0.22632615 0.34556055 0.77772779 0.34557514 1.00125414 0.1592476
 0.44241295 1.20244052 0.55418462 0.28596472 0.46477634 0.28592914
 0.62871512 0.18159936 0.33063663 0.22630885]","1266    0.732976
160     0.420052
844     0.405077
103     0.218864
964     0.196446
724     0.524442
1392    1.180103
652     0.345544
268     0.226140
868     0.479595
538     0.732812
625     0.196439
802     0.404989
1159    0.263718
1051    1.358920
931     1.932496
124     0.196531
4       0.121973
1443    2.193276
910     1.895299
1036    0.464896
1479    1.358935
1449    0.464890
670     1.060732
172     0.226301
238     0.345448
1021    0.777892
1401    0.345470
943     1.001115
19      0.159464
445     0.442462
547     1.202413
637     0.554111
406     0.286044
556     0.464742
316     0.285896
349     0.628631
793     0.181716
484     0.330521
604     0.226271
Name: avg_peak_memory_usage, dtype: float64"
