volume,peak_memory_usage_avg,peak_memory_usage_std_dev,peak_memory_usage_min,peak_memory_usage_max,execution_time_avg,execution_time_std_dev,execution_time_min,execution_time_max,n_samples,peak_memory_usage_cv,execution_time_cv,peak_memory_usage_unit,execution_time_unit
1000000,0.11447372436523437,3.221104710782456e-05,0.11443710327148438,0.11450958251953125,0.16797757148742676,0.019906890794492066,0.15565824508666992,0.20314669609069824,5,0.0002813837610896064,0.11850921892856459,gb,s
2000000,0.1219312032063802,0.00022806688576367903,0.12162017822265625,0.12236785888671875,0.2829845428466797,0.06105256585534352,0.1921093463897705,0.40134477615356445,15,0.0018704554680531943,0.21574523202287288,gb,s
3000000,0.12951329549153645,0.00017550489927363735,0.12919235229492188,0.12976455688476562,0.3412201722462972,0.06932995658377429,0.2554945945739746,0.4983055591583252,15,0.0013551110610501482,0.2031824675761872,gb,s
4000000,0.13703460693359376,0.000168667999079317,0.13676834106445312,0.13729095458984375,0.4599003871281942,0.14605527153918335,0.32393717765808105,1.0431652069091797,30,0.001230842360580146,0.3175802317784773,gb,s
5000000,0.1441838582356771,0.0001592572746397871,0.14397048950195312,0.14436721801757812,0.5841395378112793,0.17799027768572112,0.3993551731109619,1.0317585468292236,15,0.0011045430229746772,0.3047050681633971,gb,s
6000000,0.15188251071506076,0.00016263854275596712,0.15153121948242188,0.1522674560546875,0.641540092892117,0.15519022227952808,0.48239946365356445,1.1548733711242676,45,0.0010708181079590211,0.24190260904804475,gb,s
7000000,0.1594207763671875,0.00015941861965539992,0.15909194946289062,0.1596221923828125,0.8651272455851237,0.5138769844072774,0.5539820194244385,2.6522274017333984,15,0.0009999864715764361,0.5939900598780931,gb,s
8000000,0.1665973663330078,0.00017183558821325844,0.16628646850585938,0.16719818115234375,0.842339186668396,0.23608312868067768,0.5948688983917236,2.0832464694976807,50,0.0010314424050964892,0.28027086050030414,gb,s
9000000,0.1741241455078125,0.00015730250047063792,0.17386245727539062,0.17424392700195312,0.8637484868367513,0.1420449414536209,0.7199974060058594,1.199390172958374,15,0.0009033928063904278,0.16445173985059314,gb,s
10000000,0.18167889912923177,0.0001786233800130957,0.18143844604492188,0.18204116821289062,1.0350910504659017,0.27013228655319077,0.7645225524902344,1.879650592803955,30,0.0009831817611688487,0.2609744200102999,gb,s
12000000,0.19645039876302084,0.000216200437191226,0.19608306884765625,0.1971893310546875,1.3474264335632324,0.854365044175745,0.9149024486541748,7.556679010391235,75,0.0011005344786906223,0.634071755529094,gb,s
14000000,0.21156298319498698,6.868269620911302e-05,0.21123886108398438,0.21160888671875,1.4842866738637288,0.4903689004400992,1.0496292114257812,2.7177865505218506,30,0.0003246442036876159,0.3303734440757497,gb,s
15000000,0.21870104471842447,0.0002479989968715574,0.21841812133789062,0.2195587158203125,1.6614311854044597,1.3225466950919305,1.1447982788085938,8.433161735534668,30,0.0011339634759900382,0.796028572660967,gb,s
16000000,0.2262968063354492,0.00015789255058491539,0.22599029541015625,0.22665786743164062,1.6778017044067384,0.5880318017813602,1.2136955261230469,4.873546600341797,60,0.0006977232827177625,0.35047753273637605,gb,s
18000000,0.2410531785753038,0.00017508768281338595,0.24074554443359375,0.24150848388671875,2.0450482103559704,1.117862155825921,1.3605878353118896,6.155295133590698,45,0.000726344634193195,0.5466189746359773,gb,s
20000000,0.25618082682291665,0.00014022556581188146,0.2559013366699219,0.2563209533691406,2.017539543575711,0.8464246842779944,1.5154471397399902,6.238619327545166,45,0.0005473694794060895,0.419533132311184,gb,s
21000000,0.26347503662109373,0.00017712857302135124,0.2631034851074219,0.26395416259765625,2.477012530962626,1.5614188907033622,1.5600967407226562,8.42054271697998,30,0.0006722783884686645,0.630363743091989,gb,s
24000000,0.2860196794782366,0.0001415000636140938,0.2856788635253906,0.2865791320800781,2.4000319321950276,1.5422471471249697,1.764146089553833,16.57149910926819,105,0.0004947214257152562,0.642594428197652,gb,s
25000000,0.29325459798177084,0.00023721102129899553,0.2928810119628906,0.29364776611328125,2.6336129029591877,1.1556581571429556,1.868823528289795,5.99117636680603,15,0.0008088910555248683,0.43881094136667986,gb,s
27000000,0.3082740783691406,0.00023508255669608632,0.30802154541015625,0.3085479736328125,2.3019957065582277,0.33799648025369594,2.145840644836426,2.9064390659332275,5,0.0007625764642286543,0.14682758933510048,gb,s
