inlines,xlines,samples,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
100,200,700,14000000,20000,70000,140000,734.8469228349534,460000,6.643856189774724,7.643856189774724,9.451211111832329,23.73892349138178,0.5,0.14285714285714285,0.2857142857142857,0.1,0.2,0.7,150.0,229.13936293319264,196000000000000,156.701158877375
100,200,800,16000000,20000,80000,160000,830.6623862918075,520000,6.643856189774724,7.643856189774724,9.643856189774725,23.931568569324174,0.5,0.125,0.25,0.09090909090909091,0.18181818181818182,0.7272727272727273,150.0,229.13936293319264,256000000000000,160.90214404684482
100,300,100,3000000,30000,10000,30000,331.66247903554,140000,6.643856189774724,8.228818690495881,6.643856189774724,21.516531070045332,0.3333333333333333,1.0,3.0,0.2,0.6,0.2,200.0,229.13936293319264,9000000000000,124.94925863546828
100,300,200,6000000,30000,20000,60000,374.16573867739413,220000,6.643856189774724,8.228818690495881,7.643856189774724,22.516531070045332,0.3333333333333333,0.5,1.5,0.16666666666666666,0.5,0.3333333333333333,200.0,229.13936293319264,36000000000000,133.463763441989
100,300,300,9000000,30000,30000,90000,435.88989435406734,300000,6.643856189774724,8.228818690495881,8.228818690495881,23.101493570766486,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,200.0,229.13936293319264,81000000000000,140.44971627767964
100,300,400,12000000,30000,40000,120000,509.9019513592785,380000,6.643856189774724,8.228818690495881,8.643856189774725,23.516531070045332,0.3333333333333333,0.25,0.75,0.125,0.375,0.5,200.0,229.13936293319264,144000000000000,146.65326654122597
100,300,500,15000000,30000,50000,150000,591.6079783099616,460000,6.643856189774724,8.228818690495881,8.965784284662087,23.838459164932694,0.3333333333333333,0.2,0.6,0.1111111111111111,0.3333333333333333,0.5555555555555556,200.0,229.13936293319264,225000000000000,152.19743155047576
100,300,600,18000000,30000,60000,180000,678.2329983125268,540000,6.643856189774724,8.228818690495881,9.228818690495881,24.101493570766486,0.3333333333333333,0.16666666666666666,0.5,0.1,0.3,0.6,200.0,229.13936293319264,324000000000000,157.1649771730334
100,300,700,21000000,30000,70000,210000,768.1145747868608,620000,6.643856189774724,8.228818690495881,9.451211111832329,24.323885992102934,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.09090909090909091,0.2727272727272727,0.6363636363636364,200.0,229.13936293319264,441000000000000,161.6380589419447
100,300,800,24000000,30000,80000,240000,860.2325267042627,700000,6.643856189774724,8.228818690495881,9.643856189774725,24.516531070045332,0.3333333333333333,0.125,0.375,0.08333333333333333,0.25,0.6666666666666666,200.0,229.13936293319264,576000000000000,165.691654076216
100,400,100,4000000,40000,10000,40000,424.26406871192853,180000,6.643856189774724,8.643856189774725,6.643856189774724,21.931568569324174,0.25,1.0,4.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,250.0,229.13936293319264,16000000000000,132.7454312843676
100,400,200,8000000,40000,20000,80000,458.257569495584,280000,6.643856189774724,8.643856189774725,7.643856189774724,22.931568569324174,0.25,0.5,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,250.0,229.13936293319264,64000000000000,140.56159967960087
100,400,300,12000000,40000,30000,120000,509.9019513592785,380000,6.643856189774724,8.643856189774725,8.228818690495881,23.516531070045332,0.25,0.3333333333333333,1.3333333333333333,0.125,0.5,0.375,250.0,229.13936293319264,144000000000000,146.65326654122597
100,400,400,16000000,40000,40000,160000,574.4562646538029,480000,6.643856189774724,8.643856189774725,8.643856189774725,23.931568569324174,0.25,0.25,1.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,250.0,229.13936293319264,256000000000000,152.08902460525113
100,400,500,20000000,40000,50000,200000,648.074069840786,580000,6.643856189774724,8.643856189774725,8.965784284662087,24.253496664211536,0.25,0.2,0.8,0.1,0.4,0.5,250.0,229.13936293319264,400000000000000,157.05465366776156
100,400,600,24000000,40000,60000,240000,728.0109889280518,680000,6.643856189774724,8.643856189774725,9.228818690495881,24.516531070045332,0.25,0.16666666666666666,0.6666666666666666,0.09090909090909091,0.36363636363636365,0.5454545454545454,250.0,229.13936293319264,576000000000000,161.60534341319234
100,400,700,28000000,40000,70000,280000,812.403840463596,780000,6.643856189774724,8.643856189774725,9.451211111832329,24.73892349138178,0.25,0.14285714285714285,0.5714285714285714,0.08333333333333333,0.3333333333333333,0.5833333333333334,250.0,229.13936293319264,784000000000000,165.78115973863453
100,400,800,32000000,40000,80000,320000,900.0,880000,6.643856189774724,8.643856189774725,9.643856189774725,24.931568569324174,0.25,0.125,0.5,0.07692307692307693,0.3076923076923077,0.6153846153846154,250.0,229.13936293319264,1024000000000000,169.6220578418198
100,500,100,5000000,50000,10000,50000,519.6152422706632,220000,6.643856189774724,8.965784284662087,6.643856189774724,22.253496664211536,0.2,1.0,5.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,300.0,229.13936293319264,25000000000000,139.19587244063456
100,500,200,10000000,50000,20000,100000,547.7225575051662,340000,6.643856189774724,8.965784284662087,7.643856189774724,23.253496664211536,0.2,0.5,2.5,0.125,0.625,0.25,300.0,229.13936293319264,100000000000000,146.67359171589615
100,500,300,15000000,50000,30000,150000,591.6079783099616,460000,6.643856189774724,8.965784284662087,8.228818690495881,23.838459164932694,0.2,0.3333333333333333,1.6666666666666667,0.1111111111111111,0.5555555555555556,0.3333333333333333,300.0,229.13936293319264,225000000000000,152.19743155047576
100,500,400,20000000,50000,40000,200000,648.074069840786,580000,6.643856189774724,8.965784284662087,8.643856189774725,24.253496664211536,0.2,0.25,1.25,0.1,0.5,0.4,300.0,229.13936293319264,400000000000000,157.05465366776156
100,500,500,25000000,50000,50000,250000,714.142842854285,700000,6.643856189774724,8.965784284662087,8.965784284662087,24.575424759098897,0.2,0.2,1.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,300.0,229.13936293319264,625000000000000,161.5215443168136
100,500,600,30000000,50000,60000,300000,787.4007874011811,820000,6.643856189774724,8.965784284662087,9.228818690495881,24.838459164932694,0.2,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.4166666666666667,0.5,300.0,229.13936293319264,900000000000000,165.67268591840912
100,500,700,35000000,50000,70000,350000,866.0254037844386,940000,6.643856189774724,8.965784284662087,9.451211111832329,25.06085158626914,0.2,0.14285714285714285,0.7142857142857143,0.07692307692307693,0.38461538461538464,0.5384615384615384,300.0,229.13936293319264,1225000000000000,169.53837206440093
100,500,800,40000000,50000,80000,400000,948.6832980505138,1060000,6.643856189774724,8.965784284662087,9.643856189774725,25.253496664211536,0.2,0.125,0.625,0.07142857142857142,0.35714285714285715,0.5714285714285714,300.0,229.13936293319264,1600000000000000,173.14121968252448
100,600,100,6000000,60000,10000,60000,616.4414002968977,260000,6.643856189774724,9.228818690495881,6.643856189774724,22.516531070045332,0.16666666666666666,1.0,6.0,0.125,0.75,0.125,350.0,229.13936293319264,36000000000000,144.6818655100489
100,600,200,12000000,60000,20000,120000,640.3124237432849,400000,6.643856189774724,9.228818690495881,7.643856189774724,23.516531070045332,0.16666666666666666,0.5,3.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,350.0,229.13936293319264,144000000000000,151.99949220775304
100,600,300,18000000,60000,30000,180000,678.2329983125268,540000,6.643856189774724,9.228818690495881,8.228818690495881,24.101493570766486,0.16666666666666666,0.3333333333333333,2.0,0.1,0.6,0.3,350.0,229.13936293319264,324000000000000,157.1649771730334
100,600,400,24000000,60000,40000,240000,728.0109889280518,680000,6.643856189774724,9.228818690495881,8.643856189774725,24.516531070045332,0.16666666666666666,0.25,1.5,0.09090909090909091,0.5454545454545454,0.36363636363636365,350.0,229.13936293319264,576000000000000,161.60534341319234
100,600,500,30000000,60000,50000,300000,787.4007874011811,820000,6.643856189774724,9.228818690495881,8.965784284662087,24.838459164932694,0.16666666666666666,0.2,1.2,0.08333333333333333,0.5,0.4166666666666667,350.0,229.13936293319264,900000000000000,165.67268591840912
100,600,600,36000000,60000,60000,360000,854.4003745317531,960000,6.643856189774724,9.228818690495881,9.228818690495881,25.101493570766486,0.16666666666666666,0.16666666666666666,1.0,0.07692307692307693,0.46153846153846156,0.46153846153846156,350.0,229.13936293319264,1296000000000000,169.47448175131404
100,600,700,42000000,60000,70000,420000,927.3618495495704,1100000,6.643856189774724,9.228818690495881,9.451211111832329,25.323885992102934,0.16666666666666666,0.14285714285714285,0.8571428571428571,0.07142857142857142,0.42857142857142855,0.5,350.0,229.13936293319264,1764000000000000,173.04878904990613
100,600,800,48000000,60000,80000,480000,1004.987562112089,1240000,6.643856189774724,9.228818690495881,9.643856189774725,25.516531070045332,0.16666666666666666,0.125,0.75,0.06666666666666667,0.4,0.5333333333333333,350.0,229.13936293319264,2304000000000000,176.41427843741042
100,700,100,7000000,70000,10000,70000,714.142842854285,300000,6.643856189774724,9.451211111832329,6.643856189774724,22.73892349138178,0.14285714285714285,1.0,7.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,400.0,229.13936293319264,49000000000000,149.45117223538585
100,700,200,14000000,70000,20000,140000,734.8469228349534,460000,6.643856189774724,9.451211111832329,7.643856189774724,23.73892349138178,0.14285714285714285,0.5,3.5,0.1,0.7,0.2,400.0,229.13936293319264,196000000000000,156.701158877375
100,700,300,21000000,70000,30000,210000,768.1145747868608,620000,6.643856189774724,9.451211111832329,8.228818690495881,24.323885992102934,0.14285714285714285,0.3333333333333333,2.3333333333333335,0.09090909090909091,0.6363636363636364,0.2727272727272727,400.0,229.13936293319264,441000000000000,161.6380589419447
100,700,400,28000000,70000,40000,280000,812.403840463596,780000,6.643856189774724,9.451211111832329,8.643856189774725,24.73892349138178,0.14285714285714285,0.25,1.75,0.08333333333333333,0.5833333333333334,0.3333333333333333,400.0,229.13936293319264,784000000000000,165.78115973863453
100,700,500,35000000,70000,50000,350000,866.0254037844386,940000,6.643856189774724,9.451211111832329,8.965784284662087,25.06085158626914,0.14285714285714285,0.2,1.4,0.07692307692307693,0.5384615384615384,0.38461538461538464,400.0,229.13936293319264,1225000000000000,169.53837206440093
100,700,600,42000000,70000,60000,420000,927.3618495495704,1100000,6.643856189774724,9.451211111832329,9.228818690495881,25.323885992102934,0.14285714285714285,0.16666666666666666,1.1666666666666667,0.07142857142857142,0.5,0.42857142857142855,400.0,229.13936293319264,1764000000000000,173.04878904990613
100,700,700,49000000,70000,70000,490000,994.98743710662,1260000,6.643856189774724,9.451211111832329,9.451211111832329,25.54627841343938,0.14285714285714285,0.14285714285714285,1.0,0.06666666666666667,0.4666666666666667,0.4666666666666667,400.0,229.13936293319264,2401000000000000,176.36472731217432
100,700,800,56000000,70000,80000,560000,1067.707825203131,1420000,6.643856189774724,9.451211111832329,9.643856189774725,25.73892349138178,0.14285714285714285,0.125,0.875,0.0625,0.4375,0.5,400.0,229.13936293319264,3136000000000000,179.5085432621431
100,800,100,8000000,80000,10000,80000,812.403840463596,340000,6.643856189774724,9.643856189774725,6.643856189774724,22.931568569324174,0.125,1.0,8.0,0.1,0.8,0.1,450.0,229.13936293319264,64000000000000,153.6696628441792
100,800,200,16000000,80000,20000,160000,830.6623862918075,520000,6.643856189774724,9.643856189774725,7.643856189774724,23.931568569324174,0.125,0.5,4.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,450.0,229.13936293319264,256000000000000,160.90214404684482
100,800,300,24000000,80000,30000,240000,860.2325267042627,700000,6.643856189774724,9.643856189774725,8.228818690495881,24.516531070045332,0.125,0.3333333333333333,2.6666666666666665,0.08333333333333333,0.6666666666666666,0.25,450.0,229.13936293319264,576000000000000,165.691654076216
100,800,400,32000000,80000,40000,320000,900.0,880000,6.643856189774724,9.643856189774725,8.643856189774725,24.931568569324174,0.125,0.25,2.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,450.0,229.13936293319264,1024000000000000,169.6220578418198
100,800,500,40000000,80000,50000,400000,948.6832980505138,1060000,6.643856189774724,9.643856189774725,8.965784284662087,25.253496664211536,0.125,0.2,1.6,0.07142857142857142,0.5714285714285714,0.35714285714285715,450.0,229.13936293319264,1600000000000000,173.14121968252448
100,800,600,48000000,80000,60000,480000,1004.987562112089,1240000,6.643856189774724,9.643856189774725,9.228818690495881,25.516531070045332,0.125,0.16666666666666666,1.3333333333333333,0.06666666666666667,0.5333333333333333,0.4,450.0,229.13936293319264,2304000000000000,176.41427843741042
100,800,700,56000000,80000,70000,560000,1067.707825203131,1420000,6.643856189774724,9.643856189774725,9.451211111832329,25.73892349138178,0.125,0.14285714285714285,1.1428571428571428,0.0625,0.5,0.4375,450.0,229.13936293319264,3136000000000000,179.5085432621431
100,800,800,64000000,80000,80000,640000,1135.7816691600547,1600000,6.643856189774724,9.643856189774725,9.643856189774725,25.931568569324174,0.125,0.125,1.0,0.058823529411764705,0.47058823529411764,0.47058823529411764,450.0,229.13936293319264,4096000000000000,182.45338717818544
200,100,100,2000000,20000,20000,10000,244.94897427831782,100000,7.643856189774724,6.643856189774724,6.643856189774724,20.931568569324174,2.0,2.0,1.0,0.5,0.25,0.25,150.0,229.13936293319264,4000000000000,115.23088243076079
200,100,200,4000000,20000,40000,20000,300.0,160000,7.643856189774724,6.643856189774724,7.643856189774724,21.931568569324174,2.0,1.0,0.5,0.4,0.2,0.4,150.0,229.13936293319264,16000000000000,125.1658801040338
200,100,300,6000000,20000,60000,30000,374.16573867739413,220000,7.643856189774724,6.643856189774724,8.228818690495881,22.516531070045332,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,150.0,229.13936293319264,36000000000000,133.463763441989
200,100,400,8000000,20000,80000,40000,458.257569495584,280000,7.643856189774724,6.643856189774724,8.643856189774725,22.931568569324174,2.0,0.5,0.25,0.2857142857142857,0.14285714285714285,0.5714285714285714,150.0,229.13936293319264,64000000000000,140.56159967960087
200,100,500,10000000,20000,100000,50000,547.7225575051662,340000,7.643856189774724,6.643856189774724,8.965784284662087,23.253496664211536,2.0,0.4,0.2,0.25,0.125,0.625,150.0,229.13936293319264,100000000000000,146.67359171589615
200,100,600,12000000,20000,120000,60000,640.3124237432849,400000,7.643856189774724,6.643856189774724,9.228818690495881,23.516531070045332,2.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,150.0,229.13936293319264,144000000000000,151.99949220775304
200,100,700,14000000,20000,140000,70000,734.8469228349534,460000,7.643856189774724,6.643856189774724,9.451211111832329,23.73892349138178,2.0,0.2857142857142857,0.14285714285714285,0.2,0.1,0.7,150.0,229.13936293319264,196000000000000,156.701158877375
200,100,800,16000000,20000,160000,80000,830.6623862918075,520000,7.643856189774724,6.643856189774724,9.643856189774725,23.931568569324174,2.0,0.25,0.125,0.18181818181818182,0.09090909090909091,0.7272727272727273,150.0,229.13936293319264,256000000000000,160.90214404684482
200,200,100,4000000,40000,20000,20000,300.0,160000,7.643856189774724,7.643856189774724,6.643856189774724,21.931568569324174,1.0,2.0,2.0,0.4,0.4,0.2,200.0,229.13936293319264,16000000000000,125.1658801040338
200,200,200,8000000,40000,40000,40000,346.41016151377545,240000,7.643856189774724,7.643856189774724,7.643856189774724,22.931568569324174,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,200.0,229.13936293319264,64000000000000,134.16128187910007
200,200,300,12000000,40000,60000,60000,412.31056256176606,320000,7.643856189774724,7.643856189774724,8.228818690495881,23.516531070045332,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.42857142857142855,200.0,229.13936293319264,144000000000000,141.66826948939985
200,200,400,16000000,40000,80000,80000,489.89794855663564,400000,7.643856189774724,7.643856189774724,8.643856189774725,23.931568569324174,1.0,0.5,0.5,0.25,0.25,0.5,200.0,229.13936293319264,256000000000000,148.28565297846086
200,200,500,20000000,40000,100000,100000,574.4562646538029,480000,7.643856189774724,7.643856189774724,8.965784284662087,24.253496664211536,1.0,0.4,0.4,0.2222222222222222,0.2222222222222222,0.5555555555555556,200.0,229.13936293319264,400000000000000,154.13493019654635
200,200,600,24000000,40000,120000,120000,663.32495807108,560000,7.643856189774724,7.643856189774724,9.228818690495881,24.516531070045332,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.6,200.0,229.13936293319264,576000000000000,159.32733154458433
200,200,700,28000000,40000,140000,140000,754.983443527075,640000,7.643856189774724,7.643856189774724,9.451211111832329,24.73892349138178,1.0,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182,0.6363636363636364,200.0,229.13936293319264,784000000000000,163.9700667122748
200,200,800,32000000,40000,160000,160000,848.5281374238571,720000,7.643856189774724,7.643856189774724,9.643856189774725,24.931568569324174,1.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.6666666666666666,200.0,229.13936293319264,1024000000000000,168.15547839788312
200,300,100,6000000,60000,20000,30000,374.16573867739413,220000,7.643856189774724,8.228818690495881,6.643856189774724,22.516531070045332,0.6666666666666666,2.0,3.0,0.3333333333333333,0.5,0.16666666666666666,250.0,229.13936293319264,36000000000000,133.463763441989
200,300,200,12000000,60000,40000,60000,412.31056256176606,320000,7.643856189774724,8.228818690495881,7.643856189774724,23.516531070045332,0.6666666666666666,1.0,1.5,0.2857142857142857,0.42857142857142855,0.2857142857142857,250.0,229.13936293319264,144000000000000,141.66826948939985
200,300,300,18000000,60000,60000,90000,469.041575982343,420000,7.643856189774724,8.228818690495881,8.228818690495881,24.101493570766486,0.6666666666666666,0.6666666666666666,1.0,0.25,0.375,0.375,250.0,229.13936293319264,324000000000000,148.292179396723
200,300,400,24000000,60000,80000,120000,538.5164807134504,520000,7.643856189774724,8.228818690495881,8.643856189774725,24.516531070045332,0.6666666666666666,0.5,0.75,0.2222222222222222,0.3333333333333333,0.4444444444444444,250.0,229.13936293319264,576000000000000,154.22548820422688
200,300,500,30000000,60000,100000,150000,616.4414002968977,620000,7.643856189774724,8.228818690495881,8.965784284662087,24.838459164932694,0.6666666666666666,0.4,0.6,0.2,0.3,0.5,250.0,229.13936293319264,900000000000000,159.60160991043807
200,300,600,36000000,60000,120000,180000,700.0,720000,7.643856189774724,8.228818690495881,9.228818690495881,25.101493570766486,0.6666666666666666,0.3333333333333333,0.5,0.18181818181818182,0.2727272727272727,0.5454545454545454,250.0,229.13936293319264,1296000000000000,164.47773459879545
200,300,700,42000000,60000,140000,210000,787.4007874011811,820000,7.643856189774724,8.228818690495881,9.451211111832329,25.323885992102934,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.25,0.5833333333333334,250.0,229.13936293319264,1764000000000000,168.910486046836
200,300,800,48000000,60000,160000,240000,877.4964387392122,920000,7.643856189774724,8.228818690495881,9.643856189774725,25.516531070045332,0.6666666666666666,0.25,0.375,0.15384615384615385,0.23076923076923078,0.6153846153846154,250.0,229.13936293319264,2304000000000000,172.9564533673934
200,400,100,8000000,80000,20000,40000,458.257569495584,280000,7.643856189774724,8.643856189774725,6.643856189774724,22.931568569324174,0.5,2.0,4.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,300.0,229.13936293319264,64000000000000,140.56159967960087
200,400,200,16000000,80000,40000,80000,489.89794855663564,400000,7.643856189774724,8.643856189774725,7.643856189774724,23.931568569324174,0.5,1.0,2.0,0.25,0.5,0.25,300.0,229.13936293319264,256000000000000,148.28565297846086
200,400,300,24000000,80000,60000,120000,538.5164807134504,520000,7.643856189774724,8.643856189774725,8.228818690495881,24.516531070045332,0.5,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,300.0,229.13936293319264,576000000000000,154.22548820422688
200,400,400,32000000,80000,80000,160000,600.0,640000,7.643856189774724,8.643856189774725,8.643856189774725,24.931568569324174,0.5,0.5,1.0,0.2,0.4,0.4,300.0,229.13936293319264,1024000000000000,159.52700835769485
200,400,500,40000000,80000,100000,200000,670.820393249937,760000,7.643856189774724,8.643856189774725,8.965784284662087,25.253496664211536,0.5,0.4,0.8,0.18181818181818182,0.36363636363636365,0.45454545454545453,300.0,229.13936293319264,1600000000000000,164.40003683212797
200,400,600,48000000,80000,120000,240000,748.3314773547883,880000,7.643856189774724,8.643856189774725,9.228818690495881,25.516531070045332,0.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,300.0,229.13936293319264,2304000000000000,168.89854901243746
200,400,700,56000000,80000,140000,280000,830.6623862918075,1000000,7.643856189774724,8.643856189774725,9.451211111832329,25.73892349138178,0.5,0.2857142857142857,0.5714285714285714,0.15384615384615385,0.3076923076923077,0.5384615384615384,300.0,229.13936293319264,3136000000000000,173.05376215621723
200,400,800,64000000,80000,160000,320000,916.515138991168,1120000,7.643856189774724,8.643856189774725,9.643856189774725,25.931568569324174,0.5,0.25,0.5,0.14285714285714285,0.2857142857142857,0.5714285714285714,300.0,229.13936293319264,4096000000000000,176.8965795066965
200,500,100,10000000,100000,20000,50000,547.7225575051662,340000,7.643856189774724,8.965784284662087,6.643856189774724,23.253496664211536,0.4,2.0,5.0,0.25,0.625,0.125,350.0,229.13936293319264,100000000000000,146.67359171589615
200,500,200,20000000,100000,40000,100000,574.4562646538029,480000,7.643856189774724,8.965784284662087,7.643856189774724,24.253496664211536,0.4,1.0,2.5,0.2222222222222222,0.5555555555555556,0.2222222222222222,350.0,229.13936293319264,400000000000000,154.13493019654635
200,500,300,30000000,100000,60000,150000,616.4414002968977,620000,7.643856189774724,8.965784284662087,8.228818690495881,24.838459164932694,0.4,0.6666666666666666,1.6666666666666667,0.2,0.5,0.3,350.0,229.13936293319264,900000000000000,159.60160991043807
200,500,400,40000000,100000,80000,200000,670.820393249937,760000,7.643856189774724,8.965784284662087,8.643856189774725,25.253496664211536,0.4,0.5,1.25,0.18181818181818182,0.45454545454545453,0.36363636363636365,350.0,229.13936293319264,1600000000000000,164.40003683212797
200,500,500,50000000,100000,100000,250000,734.8469228349534,900000,7.643856189774724,8.965784284662087,8.965784284662087,25.575424759098897,0.4,0.4,1.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,350.0,229.13936293319264,2500000000000000,168.82394435395813
200,500,600,60000000,100000,120000,300000,806.2257748298549,1040000,7.643856189774724,8.965784284662087,9.228818690495881,25.838459164932694,0.4,0.3333333333333333,0.8333333333333334,0.15384615384615385,0.38461538461538464,0.46153846153846156,350.0,229.13936293319264,3600000000000000,172.9523981090547
200,500,700,70000000,100000,140000,350000,883.1760866327846,1180000,7.643856189774724,8.965784284662087,9.451211111832329,26.06085158626914,0.4,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.35714285714285715,0.5,350.0,229.13936293319264,4900000000000000,176.8139192256871
200,500,800,80000000,100000,160000,400000,964.3650760992955,1320000,7.643856189774724,8.965784284662087,9.643856189774725,26.253496664211536,0.4,0.25,0.625,0.13333333333333333,0.3333333333333333,0.5333333333333333,350.0,229.13936293319264,6400000000000000,180.42732245564312
200,600,100,12000000,120000,20000,60000,640.3124237432849,400000,7.643856189774724,9.228818690495881,6.643856189774724,23.516531070045332,0.3333333333333333,2.0,6.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,400.0,229.13936293319264,144000000000000,151.99949220775304
200,600,200,24000000,120000,40000,120000,663.32495807108,560000,7.643856189774724,9.228818690495881,7.643856189774724,24.516531070045332,0.3333333333333333,1.0,3.0,0.2,0.6,0.2,400.0,229.13936293319264,576000000000000,159.32733154458433
200,600,300,36000000,120000,60000,180000,700.0,720000,7.643856189774724,9.228818690495881,8.228818690495881,25.101493570766486,0.3333333333333333,0.6666666666666666,2.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,400.0,229.13936293319264,1296000000000000,164.47773459879545
