,avg_peak_memory_usage
2,0.3255287170410156
5,0.5485153198242188
8,0.7709701538085938
11,0.9940521240234375
14,1.2167129516601562
17,1.4397377014160155
20,1.6622634887695313
23,1.8849319458007812
26,0.54840087890625
29,0.9977165222167969
32,1.4472068786621093
35,1.8974189758300781
38,2.307569885253906
41,2.7500213623046874
44,3.1919601440429686
47,3.633444976806641
50,0.7711448669433594
53,1.44715576171875
56,2.089051055908203
59,2.754729461669922
62,3.4189964294433595
65,4.083385467529297
68,4.748719024658203
71,5.4136192321777346
74,0.9938529968261719
77,1.8971420288085938
80,2.7548538208007813
83,3.6411361694335938
86,4.529179382324219
89,5.4172119140625
92,6.305078125
95,7.193306732177734
98,1.2166427612304687
101,2.308244323730469
104,3.4189918518066404
107,4.529415893554687
110,5.640776824951172
113,6.7510841369628904
116,7.861930084228516
119,8.973421478271485
122,1.4397720336914062
125,2.749852752685547
128,4.083683013916016
131,5.417379760742188
134,6.751043701171875
137,8.085658264160156
140,9.419164276123047
143,10.752513122558593
146,1.6623703002929688
149,3.191625213623047
152,4.748094177246093
155,6.3044281005859375
158,7.862020111083984
161,9.419038391113281
164,10.976145172119141
167,12.532988739013671
170,1.884862518310547
173,3.6329200744628904
176,5.413542175292969
179,7.1931396484375
182,8.97320098876953
185,10.752537536621094
188,12.532996368408202
191,14.312516784667968
194,0.5483734130859375
197,0.9976997375488281
200,1.4473526000976562
203,1.8973251342773438
206,2.3077461242675783
209,2.750092315673828
212,3.191816711425781
215,3.633641815185547
218,0.9973884582519531
221,1.9048919677734375
224,2.7669586181640624
227,3.658666229248047
230,4.550830841064453
233,5.442897033691406
236,6.335211181640625
239,7.227832794189453
242,1.4473655700683594
245,2.7671714782714845
248,4.108684539794922
251,5.451211547851562
254,6.79345474243164
257,8.135801696777344
260,9.477536010742188
263,10.820722198486328
266,1.8973052978515625
269,3.6586235046386717
272,5.451582336425782
275,7.243242645263672
278,9.036620330810546
281,10.82928009033203
284,12.62121353149414
287,14.414624786376953
290,2.3076812744140627
293,4.551160430908203
296,6.793356323242188
299,9.036388397216797
302,11.278992462158204
305,13.521865081787109
308,15.764328002929688
311,18.007381439208984
314,2.749711608886719
317,5.442675018310547
320,8.135667419433593
323,10.828904724121093
326,13.521885681152344
329,16.214524841308595
332,18.90764923095703
335,21.600894165039062
338,3.1916412353515624
341,6.334980773925781
344,9.478040313720703
347,12.621207427978515
350,15.764434051513671
353,18.907795715332032
356,22.050765228271484
359,25.19467544555664
362,3.6332611083984374
365,7.227618408203125
368,10.819906616210938
371,14.414459228515625
374,18.00752182006836
377,21.60034637451172
380,25.19474105834961
383,28.788026428222658
386,0.771038818359375
389,1.4477256774902343
392,2.088836669921875
395,2.754832458496094
398,3.4187355041503906
401,4.083720397949219
404,4.747921752929687
407,5.413608551025391
410,1.4470718383789063
413,2.7670013427734377
416,4.109087371826172
419,5.451358795166016
422,6.79345932006836
425,8.135919189453125
428,9.478055572509765
431,10.820321655273437
434,2.0889907836914063
437,4.108500671386719
440,6.129019165039063
443,8.148246765136719
446,10.168596649169922
449,12.188174438476562
452,14.208525085449219
455,16.22748794555664
458,2.754834747314453
461,5.451637268066406
464,8.148558807373046
467,10.846067810058594
470,13.542554473876953
473,16.240784454345704
476,18.937740325927734
479,21.635179138183595
482,3.4186378479003907
485,6.793295288085938
488,10.168404388427735
491,13.5427001953125
494,16.917939758300783
497,20.292539215087892
500,23.667311096191405
503,27.041872406005858
506,4.083174133300782
509,8.135916900634765
512,12.188443756103515
515,16.24069747924805
518,20.292146301269533
521,24.344468688964845
524,28.397108459472655
527,32.44905776977539
530,4.747998809814453
533,9.478116607666015
536,14.208019256591797
539,18.9379150390625
542,23.66758041381836
545,28.396914672851562
548,33.12679443359375
551,37.85605010986328
554,5.413611602783203
557,10.820439910888672
560,16.22724151611328
563,21.634745788574218
566,27.041141510009766
569,32.449127960205075
572,37.85620956420898
575,43.263973236083984
578,0.9942985534667969
581,1.897210693359375
584,2.754904937744141
587,3.6410751342773438
590,4.52889404296875
593,5.417560577392578
596,6.305501556396484
599,7.1931404113769535
602,1.8973403930664063
605,3.6588592529296875
608,5.451636505126953
611,7.2431793212890625
614,9.036791229248047
617,10.828496551513672
620,12.621051788330078
623,14.414570617675782
626,2.754904937744141
629,5.451318359375
632,8.148724365234376
635,10.845281982421875
638,13.542898559570313
641,16.240779876708984
644,18.937584686279298
647,21.635007476806642
650,3.6411537170410155
653,7.244012451171875
656,10.845772552490235
659,14.447705078125
662,18.049723815917968
665,21.6524169921875
668,25.253839874267577
671,28.855835723876954
674,4.529389953613281
677,9.036542510986328
680,13.543212890625
683,18.049874114990235
686,22.555616760253905
689,27.063394927978514
692,31.569926452636718
695,36.077135467529295
698,5.417655181884766
701,10.828418731689453
704,16.24061813354492
707,21.65234832763672
710,27.06349105834961
713,32.474710083007814
716,37.886235046386716
719,43.29756622314453
722,6.304480743408203
725,12.621277618408204
728,18.93778839111328
731,25.253341674804688
734,31.56943588256836
737,37.88598098754883
740,44.20269012451172
743,50.51936645507813
746,7.193462371826172
749,14.414360046386719
752,21.634879302978515
755,28.855776214599608
758,36.077100372314455
761,43.29708023071289
764,50.51936645507813
767,57.738973236083986
770,1.2167922973632812
773,2.3074134826660155
776,3.418804931640625
779,4.529777526855469
782,5.640590667724609
785,6.751132202148438
788,7.861868286132813
791,8.973190307617188
794,2.3074501037597654
797,4.550802612304688
800,6.792919158935547
803,9.036608123779297
806,11.279193115234374
