session_id,inlines,xlines,samples,peak_memory_usage,memory_usage_unit,timestamp_unit,captured_memory_usage,timestamp,volume,relative_time
1742696377372,100,100,100,0.104278564453125,gb,s,0.09442901611328125,1742696377.410398,1000000,0
1742696377372,100,100,100,0.104278564453125,gb,s,0.09847640991210938,1742696377.4219406,1000000,1
1742696377372,100,100,100,0.104278564453125,gb,s,0.104278564453125,1742696377.4357314,1000000,2
1742696381269,100,100,100,0.1042938232421875,gb,s,0.09590911865234375,1742696381.305544,1000000,0
1742696381269,100,100,100,0.1042938232421875,gb,s,0.1039276123046875,1742696381.318772,1000000,1
1742696381269,100,100,100,0.1042938232421875,gb,s,0.1042938232421875,1742696381.3297398,1000000,2
1742696385099,100,100,100,0.10426712036132812,gb,s,0.09588241577148438,1742696385.1433423,1000000,0
1742696385099,100,100,100,0.10426712036132812,gb,s,0.10365676879882812,1742696385.1556869,1000000,1
1742696385099,100,100,100,0.10426712036132812,gb,s,0.10426712036132812,1742696385.1666172,1000000,2
1742696407360,100,100,200,0.11177444458007812,gb,s,0.09551239013671875,1742696407.3962162,2000000,0
1742696407360,100,100,200,0.11177444458007812,gb,s,0.09587860107421875,1742696407.4066677,2000000,1
1742696407360,100,100,200,0.11177444458007812,gb,s,0.10285568237304688,1742696407.4177492,2000000,2
1742696407360,100,100,200,0.11177444458007812,gb,s,0.11177444458007812,1742696407.4316924,2000000,3
1742696407360,100,100,200,0.11177444458007812,gb,s,0.11177444458007812,1742696407.44261,2000000,4
1742696411181,100,100,200,0.11181640625,gb,s,0.09579849243164062,1742696411.2197833,2000000,0
1742696411181,100,100,200,0.11181640625,gb,s,0.10253143310546875,1742696411.2308652,2000000,1
1742696411181,100,100,200,0.11181640625,gb,s,0.111328125,1742696411.2416627,2000000,2
1742696411181,100,100,200,0.11181640625,gb,s,0.11181640625,1742696411.255646,2000000,3
1742696415006,100,100,200,0.11180877685546875,gb,s,0.09591293334960938,1742696415.04449,2000000,0
1742696415006,100,100,200,0.11180877685546875,gb,s,0.1027679443359375,1742696415.0551865,2000000,1
1742696415006,100,100,200,0.11180877685546875,gb,s,0.11168670654296875,1742696415.068826,2000000,2
1742696415006,100,100,200,0.11180877685546875,gb,s,0.11180877685546875,1742696415.0798795,2000000,3
1742696437471,100,100,300,0.119171142578125,gb,s,0.09442520141601562,1742696437.5073266,3000000,0
1742696437471,100,100,300,0.119171142578125,gb,s,0.09589004516601562,1742696437.5178394,3000000,1
1742696437471,100,100,300,0.119171142578125,gb,s,0.10042572021484375,1742696437.528934,3000000,2
1742696437471,100,100,300,0.119171142578125,gb,s,0.10762786865234375,1742696437.5419774,3000000,3
1742696437471,100,100,300,0.119171142578125,gb,s,0.118682861328125,1742696437.5528107,3000000,4
1742696437471,100,100,300,0.119171142578125,gb,s,0.119171142578125,1742696437.563808,3000000,5
1742696437471,100,100,300,0.119171142578125,gb,s,0.119171142578125,1742696437.5747848,3000000,6
1742696437471,100,100,300,0.119171142578125,gb,s,0.119171142578125,1742696437.5857859,3000000,7
1742696441338,100,100,300,0.11915206909179688,gb,s,0.0958709716796875,1742696441.3748834,3000000,0
1742696441338,100,100,300,0.11915206909179688,gb,s,0.10431289672851562,1742696441.3860393,3000000,1
1742696441338,100,100,300,0.11915206909179688,gb,s,0.11841964721679688,1742696441.3998284,3000000,2
1742696441338,100,100,300,0.11915206909179688,gb,s,0.11915206909179688,1742696441.4108222,3000000,3
1742696441338,100,100,300,0.11915206909179688,gb,s,0.11915206909179688,1742696441.4217856,3000000,4
1742696441338,100,100,300,0.11915206909179688,gb,s,0.11915206909179688,1742696441.4328008,3000000,5
1742696445169,100,100,300,0.11910247802734375,gb,s,0.09582138061523438,1742696445.2065465,3000000,0
1742696445169,100,100,300,0.11910247802734375,gb,s,0.1042633056640625,1742696445.2178555,3000000,1
1742696445169,100,100,300,0.11910247802734375,gb,s,0.11849212646484375,1742696445.23262,3000000,2
1742696445169,100,100,300,0.11910247802734375,gb,s,0.11910247802734375,1742696445.2436411,3000000,3
1742696445169,100,100,300,0.11910247802734375,gb,s,0.11910247802734375,1742696445.2546167,3000000,4
1742696445169,100,100,300,0.11910247802734375,gb,s,0.11910247802734375,1742696445.2656164,3000000,5
1742696467671,100,100,400,0.12667083740234375,gb,s,0.09441375732421875,1742696467.7065387,4000000,0
1742696467671,100,100,400,0.12667083740234375,gb,s,0.09587860107421875,1742696467.7176726,4000000,1
1742696467671,100,100,400,0.12667083740234375,gb,s,0.10041427612304688,1742696467.7286918,4000000,2
1742696467671,100,100,400,0.12667083740234375,gb,s,0.11030197143554688,1742696467.739876,4000000,3
1742696467671,100,100,400,0.12667083740234375,gb,s,0.12593841552734375,1742696467.7546008,4000000,4
1742696467671,100,100,400,0.12667083740234375,gb,s,0.12667083740234375,1742696467.765634,4000000,5
1742696467671,100,100,400,0.12667083740234375,gb,s,0.12667083740234375,1742696467.7766078,4000000,6
1742696467671,100,100,400,0.12667083740234375,gb,s,0.12667083740234375,1742696467.787621,4000000,7
1742696467671,100,100,400,0.12667083740234375,gb,s,0.12667083740234375,1742696467.7986205,4000000,8
1742696471474,100,100,400,0.1266937255859375,gb,s,0.0959014892578125,1742696471.511916,4000000,0
1742696471474,100,100,400,0.1266937255859375,gb,s,0.10434341430664062,1742696471.5228624,4000000,1
1742696471474,100,100,400,0.1266937255859375,gb,s,0.11142349243164062,1742696471.5336754,4000000,2
1742696471474,100,100,400,0.1266937255859375,gb,s,0.1260833740234375,1742696471.5476575,4000000,3
1742696471474,100,100,400,0.1266937255859375,gb,s,0.1266937255859375,1742696471.5586588,4000000,4
1742696471474,100,100,400,0.1266937255859375,gb,s,0.1266937255859375,1742696471.5696285,4000000,5
1742696471474,100,100,400,0.1266937255859375,gb,s,0.1266937255859375,1742696471.5806437,4000000,6
1742696471474,100,100,400,0.1266937255859375,gb,s,0.1266937255859375,1742696471.5916092,4000000,7
1742696475377,100,100,400,0.126678466796875,gb,s,0.09588623046875,1742696475.4152167,4000000,0
1742696475377,100,100,400,0.126678466796875,gb,s,0.10432815551757812,1742696475.4259398,4000000,1
1742696475377,100,100,400,0.126678466796875,gb,s,0.11140823364257812,1742696475.4375885,4000000,2
1742696475377,100,100,400,0.126678466796875,gb,s,0.125946044921875,1742696475.4486706,4000000,3
1742696475377,100,100,400,0.126678466796875,gb,s,0.126556396484375,1742696475.4596262,4000000,4
1742696475377,100,100,400,0.126678466796875,gb,s,0.126678466796875,1742696475.4735677,4000000,5
1742696475377,100,100,400,0.126678466796875,gb,s,0.126678466796875,1742696475.4845989,4000000,6
1742696475377,100,100,400,0.126678466796875,gb,s,0.126678466796875,1742696475.4956017,4000000,7
1742696497913,100,200,100,0.1117706298828125,gb,s,0.09441375732421875,1742696497.949909,2000000,0
1742696497913,100,200,100,0.1117706298828125,gb,s,0.09587860107421875,1742696497.9606855,2000000,1
1742696497913,100,200,100,0.1117706298828125,gb,s,0.10395050048828125,1742696497.972777,2000000,2
1742696497913,100,200,100,0.1117706298828125,gb,s,0.1117706298828125,1742696497.983669,2000000,3
1742696497913,100,200,100,0.1117706298828125,gb,s,0.1117706298828125,1742696497.9946477,2000000,4
1742696501755,100,200,100,0.11177444458007812,gb,s,0.09588241577148438,1742696501.7944415,2000000,0
1742696501755,100,200,100,0.11177444458007812,gb,s,0.10395431518554688,1742696501.806082,2000000,1
1742696501755,100,200,100,0.11177444458007812,gb,s,0.11177444458007812,1742696501.8166633,2000000,2
1742696501755,100,200,100,0.11177444458007812,gb,s,0.11177444458007812,1742696501.8276494,2000000,3
1742696505629,100,200,100,0.11177825927734375,gb,s,0.09588623046875,1742696505.6658459,2000000,0
1742696505629,100,200,100,0.11177825927734375,gb,s,0.1039581298828125,1742696505.6776206,2000000,1
1742696505629,100,200,100,0.11177825927734375,gb,s,0.11165618896484375,1742696505.688595,2000000,2
