num_samples,model_name,rmse,mae,r2,accuracy,score,residuals,y_pred,y_test
176,linear_regression,0.001754056576276053,0.0013891805864626769,0.9999994258077802,1.0,2.9668295517979635,"909    -0.001746
531    -0.001324
210    -0.003149
444    -0.000327
768     0.004264
123     0.000033
1445    0.002563
1065   -0.001513
1199   -0.001700
168     0.001605
171    -0.002105
1502   -0.000717
861    -0.000693
1236    0.000288
930    -0.001183
759     0.000555
1231    0.000284
819    -0.000428
867     0.003139
108     0.001405
1442    0.002613
186     0.000282
648    -0.000287
1430    0.000713
1340   -0.000168
849    -0.001611
684    -0.000289
1457   -0.000810
369     0.001938
1436    0.000813
18     -0.001791
1095    0.000048
1379    0.002174
546     0.002337
801     0.001470
597     0.003645
Name: avg_peak_memory_usage, dtype: float64","[6.36130478 1.19734306 0.46652318 1.27580717 0.23139749 0.41403913
 8.44528101 3.23297822 1.1975574  0.30960567 0.51845136 5.11036019
 4.27633262 5.2150338  6.49147107 5.11014635 3.75481346 0.88421285
 1.40627744 0.75341656 7.40364901 1.56243397 0.51859256 3.23302369
 1.14582782 2.18935924 2.71112228 5.11050176 1.7714568  5.31915582
 0.28360866 5.73597619 1.35421585 3.9368564  1.1454377  0.93680848]","909     6.359559
531     1.196019
210     0.463374
444     1.275480
768     0.235661
123     0.414072
1445    8.447844
1065    3.231465
1199    1.195857
168     0.311211
171     0.516346
1502    5.109644
861     4.275640
1236    5.215322
930     6.490288
759     5.110702
1231    3.755097
819     0.883784
867     1.409416
108     0.754822
1442    7.406262
186     1.562716
648     0.518306
1430    3.233737
1340    1.145660
849     2.187748
684     2.710834
1457    5.109692
369     1.773395
1436    5.319968
18      0.281818
1095    5.736024
1379    1.356390
546     3.939194
801     1.146908
597     0.940453
Name: avg_peak_memory_usage, dtype: float64"
158,linear_regression,0.0020102684464896894,0.0014956432693122674,0.9999991166395019,1.0,2.9664575663893453,"1331    0.001719
843    -0.000010
1158   -0.000333
792     0.001759
402    -0.000754
1436    0.000524
420    -0.000503
477    -0.001839
432    -0.001149
450     0.002490
108     0.001375
93     -0.001035
759     0.000349
636    -0.001184
1340   -0.000708
18     -0.001648
24      0.001049
1260   -0.003846
219    -0.000337
1391   -0.000393
615    -0.000447
867     0.003183
861    -0.001062
168     0.001811
1095   -0.000203
906    -0.000410
105    -0.004230
243     0.002615
831     0.001795
1439   -0.006286
1412   -0.002088
15     -0.000728
Name: avg_peak_memory_usage, dtype: float64","[0.5188526  1.14519044 0.64958644 0.3617588  0.64957173 5.31944489
 0.88427045 2.607005   0.33555999 1.74583539 0.75344677 0.93633455
 5.11035289 1.6674968  1.14636727 0.28346516 0.15263082 7.40419897
 0.30944433 3.85986017 1.35447407 1.40623308 4.27670183 0.3093993
 5.73622677 5.57982455 0.62284802 0.41390618 2.45067769 6.36202129
 4.27674597 0.25730521]","1331    0.520572
843     1.145181
1158    0.649253
792     0.363518
402     0.648817
1436    5.319968
420     0.883768
477     2.605166
432     0.334411
450     1.748325
108     0.754822
93      0.935300
759     5.110702
636     1.666313
1340    1.145660
18      0.281818
24      0.153680
1260    7.400353
219     0.309107
1391    3.859467
615     1.354027
867     1.409416
861     4.275640
168     0.311211
1095    5.736024
906     5.579414
105     0.618618
243     0.416521
831     2.452473
1439    6.355736
1412    4.274658
15      0.256577
Name: avg_peak_memory_usage, dtype: float64"
142,linear_regression,0.0021439260452835226,0.001636413029710628,0.9999989576889791,1.0,2.9661837535904025,"840    -0.001703
1391    0.000138
780    -0.000310
54      0.001182
732     0.000613
759     0.000874
459     0.002785
225    -0.001424
1041    0.002757
219    -0.000397
963    -0.000174
1149    0.005844
1406   -0.001562
1236    0.000718
1222    0.000830
171    -0.002110
243     0.002539
624    -0.002904
726     0.002809
483     0.004003
93     -0.001096
444    -0.000372
891    -0.000524
960    -0.001180
264     0.000764
1265    0.000380
450     0.002518
402    -0.000626
105    -0.004321
Name: avg_peak_memory_usage, dtype: float64","[ 0.62303679  3.85932904  0.75399898  0.33560885  3.75437226  5.1098278
  0.72741932  0.5185287   2.60695363  0.30950383  0.4141987  10.10739701
  2.6070247   5.2146042   1.56307436  0.51845645  0.41398244  0.41403574
  2.2936568   0.88409793  0.93639609  1.27585161  1.66738547  0.25734727
  0.30949307  2.29382746  1.74580774  0.64944386  0.6229387 ]","840      0.621334
1391     3.859467
780      0.753689
54       0.336791
732      3.754985
759      5.110702
459      0.730204
225      0.517104
1041     2.609711
219      0.309107
963      0.414024
1149    10.113241
1406     2.605463
1236     5.215322
1222     1.563905
171      0.516346
243      0.416521
624      0.411131
726      2.296465
483      0.888100
93       0.935300
444      1.275480
891      1.666862
960      0.256168
264      0.310257
1265     2.294207
450      1.748325
402      0.648817
105      0.618618
Name: avg_peak_memory_usage, dtype: float64"
127,linear_regression,0.0024709196580472775,0.0020146299108697286,0.99999834262895,1.0,2.9654819947889903,"450     0.002776
864     0.001822
339    -0.003117
1409   -0.002703
831     0.002052
825     0.001065
336     0.004563
249     0.004424
69     -0.002043
210    -0.002772
684    -0.000243
732     0.000581
726     0.002752
420    -0.000215
1427   -0.002968
819    -0.000295
483     0.004144
252    -0.001002
963     0.000064
123     0.000420
1149    0.004627
516    -0.001091
1400   -0.003116
471     0.001602
840    -0.001708
873    -0.000217
Name: avg_peak_memory_usage, dtype: float64","[ 1.74554927  0.75374253  0.83167777  3.44202293  2.45042104  1.66737804
  0.46611071  0.72712184  0.72712221  0.46614599  2.71107648  3.75440391
  2.29371356  0.88398281  2.18988012  0.8840794   0.88395635  0.88382901
  0.41396016  0.41365256 10.10861424  2.45004309  0.93680933  1.98036348
  0.62304192  2.71121558]","450      1.748325
864      0.755565
339      0.828561
1409     3.439320
831      2.452473
825      1.668443
336      0.470673
249      0.731546
69       0.725079
210      0.463374
684      2.710834
732      3.754985
726      2.296465
420      0.883768
1427     2.186913
819      0.883784
483      0.888100
252      0.882827
963      0.414024
123      0.414072
1149    10.113241
516      2.448952
1400     0.933694
471      1.981966
840      0.621334
873      2.710999
Name: avg_peak_memory_usage, dtype: float64"
114,linear_regression,0.0017396259612121377,0.0014471339607554598,0.9999987932500796,1.0,2.966790018322771,"360     0.000473
831     0.002600
1244    0.000053
1041    0.003241
684     0.000074
219    -0.000616
1236    0.000921
1172    0.001655
1014    0.001326
732     0.000822
1164    0.001207
171    -0.002265
309     0.001510
669     0.001714
963    -0.000180
450     0.003011
54      0.000972
1231    0.000879
1252    0.001230
18     -0.001789
1397   -0.000791
1478    0.002902
726     0.003055
Name: avg_peak_memory_usage, dtype: float64","[0.51869535 2.44987255 1.92822705 2.60647013 2.71075974 0.30972367
 5.21440144 1.56281659 1.51054259 3.75416351 1.01466663 0.5186107
 2.18889061 3.44112229 0.4142041  1.74531435 0.33581961 3.75421848
 4.66693997 0.28360705 5.1101593  4.48463116 2.29341059]","360     0.519168
831     2.452473
1244    1.928280
1041    2.609711
684     2.710834
219     0.309107
1236    5.215322
1172    1.564471
1014    1.511868
732     3.754985
1164    1.015874
171     0.516346
309     2.190401
669     3.442837
963     0.414024
450     1.748325
54      0.336791
1231    3.755097
1252    4.668170
18      0.281818
1397    5.109368
1478    4.487533
726     2.296465
Name: avg_peak_memory_usage, dtype: float64"
102,linear_regression,0.0023872570635048423,0.001715367070429397,0.9999986014135916,1.0,2.9658511423843485,"849    -0.002191
906    -0.000015
993     0.002909
1379    0.002249
225    -0.001202
825     0.000715
723    -0.000104
483     0.004047
1164    0.001482
360     0.001059
1252    0.000499
819    -0.000266
339    -0.003186
1436    0.001055
459     0.002887
684    -0.001128
477    -0.002326
1445    0.007233
309     0.000653
444    -0.000497
912     0.000320
Name: avg_peak_memory_usage, dtype: float64","[2.18993888 5.57942901 1.35423925 1.35414093 0.51830587 1.66772846
 1.56308884 0.8840534  1.0143914  0.51810902 4.66767093 0.88405002
 0.83174709 5.31891346 0.72731669 2.71196153 2.60749212 8.44061097
 2.18974744 1.27597704 1.01428453]","849     2.187748
906     5.579414
993     1.357148
1379    1.356390
225     0.517104
825     1.668443
723     1.562985
483     0.888100
1164    1.015874
360     0.519168
1252    4.668170
819     0.883784
339     0.828561
1436    5.319968
459     0.730204
684     2.710834
477     2.605166
1445    8.447844
309     2.190401
444     1.275480
912     1.014605
Name: avg_peak_memory_usage, dtype: float64"
91,linear_regression,0.0017481708419584102,0.001463148871538079,0.9999988159240826,1.0,2.9667659802821778,"54      0.001055
726     0.002474
1231   -0.000134
1478    0.002291
849    -0.001998
450     0.002371
369     0.001630
114    -0.001408
1252    0.000441
1095   -0.000048
1086   -0.000087
1409   -0.002975
420    -0.000626
3      -0.001397
339    -0.003427
225    -0.001564
309     0.001027
15     -0.000868
1065   -0.001979
Name: avg_peak_memory_usage, dtype: float64","[0.33573613 2.29399124 3.75523153 4.48524152 2.18974568 1.74595446
 1.77176514 1.01455994 4.66772932 5.7360715  2.92037048 3.44229482
 0.88439419 0.15293059 0.83198739 0.51866868 2.18937409 0.25744521
 3.23344434]","54      0.336791
726     2.296465
1231    3.755097
1478    4.487533
849     2.187748
450     1.748325
369     1.773395
114     1.013152
1252    4.668170
1095    5.736024
1086    2.920284
1409    3.439320
420     0.883768
3       0.151534
339     0.828561
225     0.517104
309     2.190401
15      0.256577
1065    3.231465
Name: avg_peak_memory_usage, dtype: float64"
81,linear_regression,0.001708005327598279,0.0014441160439588646,0.9999989834663817,1.0,2.966826604945912,"360     0.000505
54      0.001359
873    -0.000540
1502   -0.001719
1065   -0.001897
171    -0.002268
1086   -0.000206
1014    0.000929
849    -0.001838
420    -0.000344
252    -0.001304
210    -0.002835
804     0.002294
477    -0.002096
81     -0.003325
1436    0.000721
1236    0.000372
Name: avg_peak_memory_usage, dtype: float64","[0.51866319 0.33543197 2.71153865 5.11136265 3.23336201 0.51861351
 2.92048968 1.51093976 2.18958552 0.88411128 0.88413067 0.46620935
 1.40650823 2.60726214 0.51849966 5.31924752 5.21495023]","360     0.519168
54      0.336791
873     2.710999
1502    5.109644
1065    3.231465
171     0.516346
1086    2.920284
1014    1.511868
849     2.187748
420     0.883768
252     0.882827
210     0.463374
804     1.408802
477     2.605166
81      0.515175
1436    5.319968
1236    5.215322
Name: avg_peak_memory_usage, dtype: float64"
72,linear_regression,0.002091006808034567,0.0015720851995513485,0.9999987843127419,1.0,2.9662999736505036,"1065   -0.001748
825     0.001110
1367   -0.000627
360     0.000903
309     0.000779
1260   -0.003315
252    -0.001009
768     0.005076
804     0.002401
444    -0.000125
759    -0.000041
348     0.001105
420    -0.000129
603    -0.003349
171    -0.001865
Name: avg_peak_memory_usage, dtype: float64","[3.23321318 1.66733361 2.60768839 0.51826539 2.18962169 7.40366806
 0.88383587 0.23058575 1.40640062 1.27560457 5.11074304 1.92849247
 0.88389684 0.51807082 0.51821052]","1065    3.231465
825     1.668443
1367    2.607061
360     0.519168
309     2.190401
1260    7.400353
252     0.882827
768     0.235661
804     1.408802
444     1.275480
759     5.110702
348     1.929597
420     0.883768
603     0.514722
171     0.516346
Name: avg_peak_memory_usage, dtype: float64"
64,linear_regression,0.00270188156201693,0.0020463511007361435,0.9999988234039611,1.0,2.9652075419622292,"18     -0.001278
960    -0.000696
1065   -0.002379
516    -0.002361
1260   -0.000715
1172    0.002087
1445    0.007158
420    -0.000354
1014    0.000886
483     0.003941
114    -0.001849
444    -0.000617
849    -0.002283
Name: avg_peak_memory_usage, dtype: float64","[0.28309533 0.25686346 3.23384394 2.45131318 7.40106796 1.56238446
 8.44068613 0.88412134 1.51098207 0.88415944 1.0150009  1.27609725
 2.19003119]","18      0.281818
960     0.256168
1065    3.231465
516     2.448952
1260    7.400353
1172    1.564471
1445    8.447844
420     0.883768
1014    1.511868
483     0.888100
114     1.013152
444     1.275480
849     2.187748
Name: avg_peak_memory_usage, dtype: float64"
57,linear_regression,0.0018934640474198967,0.001484083541843854,0.9999944041731105,1.0,2.966587777399308,"18     -0.001666
1172    0.000312
819    -0.000716
603    -0.003917
123    -0.000257
1164    0.000457
210    -0.003097
315    -0.002792
825     0.000917
849    -0.001763
1367   -0.000307
516    -0.001608
Name: avg_peak_memory_usage, dtype: float64","[0.28348365 1.5641599  0.88450018 0.51863911 0.41432931 1.01541705
 0.46647102 0.72785123 1.66752594 2.18951108 2.60736843 2.45056017]","18      0.281818
1172    1.564471
819     0.883784
603     0.514722
123     0.414072
1164    1.015874
210     0.463374
315     0.725059
825     1.668443
849     2.187748
1367    2.607061
516     2.448952
Name: avg_peak_memory_usage, dtype: float64"
51,linear_regression,0.0020448854066344767,0.001716896194445039,0.9999992804014025,1.0,2.9662139156288267,"726     0.002425
1065   -0.001425
114    -0.002634
324     0.000962
1158   -0.000364
108     0.000651
1260   -0.002971
444    -0.000227
603    -0.003671
1409   -0.002481
954     0.001075
Name: avg_peak_memory_usage, dtype: float64","[2.29404006 3.23289009 1.01578678 1.66771263 0.64961747 0.75417107
 7.40332401 1.27570649 0.51839275 3.44180022 7.40344293]","726     2.296465
1065    3.231465
114     1.013152
324     1.668674
1158    0.649253
108     0.754822
1260    7.400353
444     1.275480
603     0.514722
1409    3.439320
954     7.404518
Name: avg_peak_memory_usage, dtype: float64"
45,linear_regression,0.0019009291395356992,0.0013339037644390804,0.9999983573158504,1.0,2.9667242790292834,"759     0.000185
483     0.004105
516    -0.001357
1430    0.000307
915     0.000642
1367   -0.000337
1158    0.000099
54      0.001857
603    -0.003118
Name: avg_peak_memory_usage, dtype: float64","[5.11051715 0.88399586 2.45030943 3.23343049 1.92936051 2.60739755
 0.64915434 0.334934   0.51783941]","759     5.110702
483     0.888100
516     2.448952
1430    3.233737
915     1.930003
1367    2.607061
1158    0.649253
54      0.336791
603     0.514722
Name: avg_peak_memory_usage, dtype: float64"
40,linear_regression,0.002685967027592051,0.0021834903182579093,0.9999990789342162,1.0,2.965096352718242,"624    -0.003058
348     0.000690
210    -0.002727
108     0.000666
915     0.000281
1439   -0.004695
1445    0.004011
825     0.001340
Name: avg_peak_memory_usage, dtype: float64","[0.41418921 1.92890787 0.46610156 0.75415604 1.9297216  6.36043068
 8.44383261 1.6671031 ]","624     0.411131
348     1.929597
210     0.463374
108     0.754822
915     1.930003
1439    6.355736
1445    8.447844
825     1.668443
Name: avg_peak_memory_usage, dtype: float64"
36,linear_regression,0.002475187064622508,0.0018524216986410477,0.9999980514418491,1.0,2.9656289764070016,"864    -0.000644
849     0.000374
219     0.001759
726     0.002505
123     0.000143
114    -0.005196
1436    0.003375
1478    0.000822
Name: avg_peak_memory_usage, dtype: float64","[0.7562089  2.18737381 0.30734779 2.29396054 0.4139292  1.01834827
 5.31659301 4.48671035]","864     0.755565
849     2.187748
219     0.309107
726     2.296465
123     0.414072
114     1.013152
1436    5.319968
1478    4.487533
Name: avg_peak_memory_usage, dtype: float64"
32,linear_regression,0.002908025194309744,0.0020771030242028943,0.9999986402150755,1.0,2.96495969608509,"759     0.000094
603    -0.003032
1260   -0.003676
1439   -0.005948
252    -0.000483
477    -0.000556
516    -0.000751
Name: avg_peak_memory_usage, dtype: float64","[5.11060772 0.51775408 7.40402896 6.36168345 0.88331023 2.60572144
 2.44970358]","759     5.110702
603     0.514722
1260    7.400353
1439    6.355736
252     0.882827
477     2.605166
516     2.448952
Name: avg_peak_memory_usage, dtype: float64"
28,linear_regression,0.002891744677152648,0.0023893868713686464,0.999997051723043,1.0,2.964683177563486,"864    -0.001600
1164    0.001099
624    -0.002726
3       0.002236
759     0.000919
114    -0.005756
Name: avg_peak_memory_usage, dtype: float64",[0.75716463 1.0147744  0.41385706 0.14929715 5.10978241 1.01890811],"864     0.755565
1164    1.015874
624     0.411131
3       0.151534
759     5.110702
114     1.013152
Name: avg_peak_memory_usage, dtype: float64"
25,linear_regression,0.0015838091177787744,0.001348256322026109,0.999997240124484,1.0,2.9670464735278204,"1172    0.001268
324     0.001969
864    -0.000329
1065    0.000611
603    -0.002565
Name: avg_peak_memory_usage, dtype: float64",[1.56320359 1.66670587 0.7558939  3.23085404 0.51728639],"1172    1.564471
324     1.668674
864     0.755565
1065    3.231465
603     0.514722
Name: avg_peak_memory_usage, dtype: float64"
22,linear_regression,0.003048369807546344,0.0022841679996560118,0.9999986714492072,1.0,2.964616928880056,"1172   -0.000501
3       0.002632
210    -0.000882
324     0.001349
954     0.006057
Name: avg_peak_memory_usage, dtype: float64",[1.56497237 0.14890189 0.46425638 1.66732531 7.39846105],"1172    1.564471
3       0.151534
210     0.463374
324     1.668674
954     7.404518
Name: avg_peak_memory_usage, dtype: float64"
19,linear_regression,0.00168388724976354,0.0012403152668900089,0.9999954146490531,1.0,2.967039428604858,"1172   -0.000629
915    -0.000442
849     0.000684
3       0.003207
Name: avg_peak_memory_usage, dtype: float64",[1.56510062 1.93044435 2.18706445 0.14832669],"1172    1.564471
915     1.930003
849     2.187748
3       0.151534
Name: avg_peak_memory_usage, dtype: float64"
17,linear_regression,0.0009524017991459322,0.0008249444609392531,0.99999612756296,1.0,2.9682055505338667,"1172    0.001175
915    -0.000073
108     0.001288
252     0.000764
Name: avg_peak_memory_usage, dtype: float64",[1.56329657 1.93007564 0.75353359 0.88206331],"1172    1.564471
915     1.930003
108     0.754822
252     0.882827
Name: avg_peak_memory_usage, dtype: float64"
15,linear_regression,0.0024243141653347653,0.0022278529092498722,0.9999933786633498,1.0,2.9653270619757244,"1164    0.003048
1065    0.000887
1172    0.002749
Name: avg_peak_memory_usage, dtype: float64",[1.01282581 3.23057823 1.56172271],"1164    1.015874
1065    3.231465
1172    1.564471
Name: avg_peak_memory_usage, dtype: float64"
13,linear_regression,0.0022756238373671336,0.0019489817960339773,0.9998845418010683,1.0,2.9656389394968183,"1158    0.003054
603     0.000322
1164    0.002471
Name: avg_peak_memory_usage, dtype: float64",[0.64619899 0.51439947 1.01340308],"1158    0.649253
603     0.514722
1164    1.015874
Name: avg_peak_memory_usage, dtype: float64"
11,linear_regression,0.0030582700184715057,0.0029069880791699663,0.9999677674504521,1.0,2.963993187105667,"1172   -0.004145
1158    0.001836
915    -0.002740
Name: avg_peak_memory_usage, dtype: float64",[1.56861632 0.6474171  1.93274269],"1172    1.564471
1158    0.649253
915     1.930003
Name: avg_peak_memory_usage, dtype: float64"
