num_samples,model_name,rmse,mae,r2,accuracy,score,residuals,y_pred,y_test
512,linear_regression,0.00193481768802365,0.0015337492693065864,0.9999994322408331,1.0,2.966502331002143,"912    -0.000524
1469    0.000698
1301    0.000359
459     0.002826
1475   -0.000841
          ...   
1185    0.000158
501    -0.000052
825     0.001241
1493    0.005052
1505    0.000503
Name: avg_peak_memory_usage, Length: 103, dtype: float64","[ 1.01512936 10.11419462 10.32222669  0.72737833  3.02437957  0.41435705
  1.14538866  5.11047911  1.04197018  5.94412682  1.98044777  0.88454391
  1.40620024  0.88403432  0.25730419  0.8850914   0.83203718  0.83197897
  0.72771388  0.518976    3.02381214  0.72745435  1.14519093  0.41418974
  2.18880024  2.60626707  0.62304952  6.36125962  3.38954839  0.72820884
  3.75380942  1.35436086  0.88422436  0.20502358  0.20505397  2.65980121
  5.31896779  1.14511491  0.30955539  1.19728911  7.40443203  0.36205419
  1.353786    1.56305291  2.29368652  2.4497973   0.7275442   8.86340326
  6.36113805  1.77185926  0.72731754  4.48408908  3.23275319  1.77190308
  1.77403155  0.46668848  0.17893978  4.27594494  2.9198838   0.41408551
  1.77155519  0.41437224  2.44961494  0.57068823  0.93743494  7.40370983
  0.36179571  1.19806192  2.18879216  0.12659083  0.30958438  3.85817967
  0.64920327  0.41414342  0.8845059   1.66697111  0.93652848  1.56375951
  8.86349458  0.33566765  0.64932477  4.27564087 10.32233306  0.49281744
  1.14533235  3.02529206  1.19751486  4.01489939  2.45013948  1.04128581
  1.35384398  1.35475822  0.9364705   0.30991667  1.27560757  2.18888341
  0.41437154  5.1097553   1.92881834  3.23237329  1.6672027  11.78093242
  6.77869422]","912      1.014605
1469    10.114893
1301    10.322585
459      0.730204
1475     3.023539
          ...    
1185     1.928976
501      3.232321
825      1.668443
1493    11.785984
1505     6.779197
Name: avg_peak_memory_usage, Length: 103, dtype: float64"
460,linear_regression,0.002223636213534397,0.0017258345435119979,0.9999992568485978,1.0,2.96601572665813,"1182    0.002374
732     0.001210
1352   -0.003183
789     0.000041
1252    0.001108
          ...   
1125    0.002365
231    -0.001126
1493    0.007005
1391    0.000071
1213   -0.000177
Name: avg_peak_memory_usage, Length: 92, dtype: float64","[ 1.56336505  3.75377548  0.51888236  1.14642841  4.6670623   3.23236715
  3.02394943  4.4854504   4.48391183  1.66682054  0.30969322  1.51031277
  8.86279048  0.20530885  3.38892715  4.48474282  1.97985569  2.60598344
  0.36206702  1.01479455  0.30968033  0.8057896   1.35436713  1.19718838
  0.30991971  1.51076615  0.64903939 10.32106376  5.94434302  5.94381268
  0.46673655  2.91946374  2.84098733  0.64982041  3.02526967  2.4499491
  1.77212556  0.51852734  1.56310967  3.2326694   1.19874138  0.17918432
  5.73569475  0.3357412   5.57952517  0.49233027  0.93649379  0.46661122
  5.57901537  0.41413793  3.02319179  0.30999647  3.75431106  0.46622675
  0.2052081   0.4141237   4.79734459  8.44649155  2.2935843   0.88430733
  3.23308011  0.88506175  2.29293095  0.72765359  1.56325141  0.51905741
  2.60678678  2.60660973  0.17914643  0.33585484 11.7787276   1.35554425
  1.35376263  1.66776518  1.35432475  2.60615809  6.67414227  0.57084996
  1.14648523  1.35383706  3.3885294   1.01426421  4.27539783  0.23150965
  2.6064638   4.79704233  1.14519627  8.86238748  0.72757849 11.77897907
  3.85939602  3.93760085]","1182     1.565739
732      3.754985
1352     0.515699
789      1.146470
1252     4.668170
          ...    
1125     8.864752
231      0.726453
1493    11.785984
1391     3.859467
1213     3.937424
Name: avg_peak_memory_usage, Length: 92, dtype: float64"
414,linear_regression,0.001863959533310545,0.0014589055942805461,0.9999992893737513,1.0,2.966647469966276,"30      0.000625
126    -0.000854
18     -0.002080
918     0.000789
684     0.000167
          ...   
1086    0.000835
1231    0.000580
804     0.002078
693     0.002407
1442    0.001614
Name: avg_peak_memory_usage, Length: 83, dtype: float64","[ 0.25759089  0.57084071  0.28389716  2.8410671   2.71066639  1.35392241
  1.7715075   0.15312015  4.27609822 11.78055365  1.04074143  2.60649183
  0.88443205  0.41425368  0.7276682   0.72843624  4.79738736  0.62309738
  5.10991715  2.60650206  2.4498036   1.66698832  0.41434367  0.51884775
  3.75391036  1.04084182  5.1097082   3.85942772  1.56271873  0.51879551
  0.46691931  6.49175624  2.65876722  1.35392547  0.64998793  5.11028934
  0.75385624  0.17920886  0.12696439  1.19767127  4.48479194  2.18901936
  1.56344842  0.36232583  1.98060011  1.66732515  2.29307454  2.71089901
  2.05851358  7.4045832   1.66709253  0.72747195  6.77960213  2.60770674
  2.84181473  1.66785186  5.73582622  0.75359504  0.57099742  3.23267925
  1.92826547  1.51081728  0.88413088  2.2935279   0.15308669  0.25764313
  1.35448069  0.93667625  1.14669866  2.29443876  4.27542895  6.67439139
  8.44715823  1.19747537  0.3100545   2.606218    1.66692139  0.72770243
  2.91944881  3.7545168   1.40672371  4.27572603  7.4046485 ]","30      0.258216
126     0.569987
18      0.281818
918     2.841856
684     2.710834
          ...   
1086    2.920284
1231    3.755097
804     1.408802
693     4.278133
1442    7.406262
Name: avg_peak_memory_usage, Length: 83, dtype: float64"
372,linear_regression,0.001843117581989277,0.0015328539043559064,0.9999995288318421,1.0,2.9666006327968484,"348     0.001668
465     0.000932
1334   -0.001546
168     0.001327
108     0.001101
          ...   
792     0.001258
777    -0.001803
192    -0.001452
405    -0.000345
1397   -0.002286
Name: avg_peak_memory_usage, Length: 75, dtype: float64","[ 1.9279295   1.35401028  0.72858314  0.30988329  0.75372047  0.4931593
  1.66703738  2.60627911  1.56521279  0.93691066  2.45044701  1.19777752
  1.98130674  1.66798918  2.18902083  0.88414892  0.25763268  1.14525376
  1.01617332  7.40353604 11.780101    3.85840007  8.4469929   0.93649277
  2.84096765  1.98062597  4.48435777  1.19802381  0.51872281  6.67421783
  1.04092505  0.72854004  1.56358318 10.32161907  0.51940359  0.9365633
  2.29364684  0.41442356  1.19747908  0.41428282  0.41470322 10.11316988
  0.46701936  0.64943493  1.04096227  6.36113024  0.72763234  5.73577507
  1.35403378  1.66742187  0.49318411  3.85868561  0.75467226  4.27630245
  0.41437524  3.02558753  1.14688218  2.84114133  3.38871967  0.72781155
  4.48438924  6.36138284  2.91952177  2.29316316  5.11074661  1.19759143
  4.01480355  8.86314887  1.14536633  7.40453542  0.36225966  0.62392967
  0.15315064  0.72852111  5.11165431]","348     1.929597
465     1.354942
1334    0.727037
168     0.311211
108     0.754822
          ...   
792     0.363518
777     0.622127
192     0.151699
405     0.728176
1397    5.109368
Name: avg_peak_memory_usage, Length: 75, dtype: float64"
334,linear_regression,0.002076669394028463,0.001660620022071565,0.999999109437852,1.0,2.9662326635707172,"639     0.001547
450     0.002746
405    -0.000156
252    -0.001246
918     0.000704
          ...   
1167    0.000973
168     0.001573
624    -0.003061
399    -0.002255
1271   -0.002007
Name: avg_peak_memory_usage, Length: 67, dtype: float64","[ 1.98047171  1.74557939  0.72833241  0.88407336  2.84115192  3.75409055
  0.30976394  1.74575837  2.71071015  2.29321308  1.19730023  0.93692355
  6.77967607  0.41431206  0.9376269   3.23264949  1.04101904  3.23244026
  2.60641878  3.8594975   7.61232028  1.77143869  0.72739025  2.19015801
  0.49289352  8.86362755  2.18902167  3.93647239  0.93661044  0.41400949
  4.48562707  0.8322392   2.29310868  3.38974758  1.27567167  3.02410661
  0.12656688  2.18896201  0.7273892   2.60657764 10.32210909  0.46675974
  2.60630155  0.8322545   2.60677884  0.15276435  0.20509797  6.36129954
  7.76880008  2.60783386  1.51036605  3.23238417  0.51870667  0.2572985
  5.94526159  5.21509692  2.60629094  3.02557219  1.77157282  3.44187682
  2.18945466  0.64991339  1.19911959  0.30963735  0.41419246  0.5713741
  4.48443924]","639     1.982018
450     1.748325
405     0.728176
252     0.882827
918     2.841856
          ...   
1167    1.200092
168     0.311211
624     0.411131
399     0.569119
1271    4.482433
Name: avg_peak_memory_usage, Length: 67, dtype: float64"
300,linear_regression,0.0018396864313460313,0.0015086971803017584,0.9999990612094907,1.0,2.966626422962074,"1454    0.002200
1424    0.000178
768     0.003981
726     0.003063
570    -0.000253
912    -0.000705
93     -0.001381
837     0.000522
690     0.001550
1050    0.001569
1199   -0.001951
1193   -0.001427
348     0.001508
192    -0.001455
477    -0.001425
81     -0.003646
1244   -0.000232
582     0.003026
1101   -0.002475
432    -0.001674
1113   -0.001040
1376    0.000431
327     0.003029
105    -0.004651
339    -0.003529
375    -0.000913
732     0.001003
717     0.001246
402    -0.001115
1065   -0.001152
942     0.000669
345     0.001401
1026    0.000992
396     0.001533
264     0.000323
471     0.001612
1202    0.000141
1457   -0.000650
195    -0.001160
1481   -0.000053
696    -0.002495
3      -0.001607
519    -0.000236
1427   -0.002622
807    -0.001276
168     0.001238
1095    0.000257
1352   -0.003467
12      0.001857
1406   -0.001403
369     0.001854
186    -0.000449
1388    0.000203
1409   -0.002264
114    -0.001812
357     0.001625
78     -0.001500
975     0.002624
498     0.000815
1280    0.000053
Name: avg_peak_memory_usage, dtype: float64","[3.85881353 1.14600458 0.23168024 2.29340184 4.48414474 1.01531028
 0.93668093 3.23306176 3.75413773 4.48467539 1.19780822 3.02520934
 1.92808959 0.15315436 2.60659092 0.51882059 1.92851139 0.41464982
 7.61241265 0.33608486 4.48432488 0.72812003 1.98029748 0.62326906
 0.83208941 2.60643824 3.75398195 5.11001184 0.64993272 3.23261704
 3.23257494 1.56277948 3.38961536 0.49306935 0.30993404 1.98035357
 1.74584891 5.11034199 0.20545368 5.94453873 0.72796323 0.1531406
 2.91939577 2.18953433 1.66779955 0.30997245 5.73576685 0.51916634
 0.23162522 2.60686604 1.77154097 1.5631652  3.23318556 3.44158353
 1.01496405 3.0238802  0.41435076 1.04204207 2.84122537 8.86320248]","1454    3.861013
1424    1.146182
768     0.235661
726     2.296465
570     4.483892
912     1.014605
93      0.935300
837     3.233584
690     3.755688
1050    4.486244
1199    1.195857
1193    3.023782
348     1.929597
192     0.151699
477     2.605166
81      0.515175
1244    1.928280
582     0.417676
1101    7.609938
432     0.334411
1113    4.483285
1376    0.728551
327     1.983327
105     0.618618
339     0.828561
375     2.605525
732     3.754985
717     5.111258
402     0.648817
1065    3.231465
942     3.233244
345     1.564181
1026    3.390607
396     0.494602
264     0.310257
471     1.981966
1202    1.745990
1457    5.109692
195     0.204294
1481    5.944485
696     0.725468
3       0.151534
519     2.919160
1427    2.186913
807     1.666524
168     0.311211
1095    5.736024
1352    0.515699
12      0.233482
1406    2.605463
369     1.773395
186     1.562716
1388    3.233389
1409    3.439320
114     1.013152
357     3.025505
78      0.412851
975     1.044666
498     2.842040
1280    8.863255
Name: avg_peak_memory_usage, dtype: float64"
270,linear_regression,0.0019017921870160463,0.0014862622389365731,0.9999988129245955,1.0,2.96658122907726,"942     0.000785
558    -0.000099
840    -0.001869
555    -0.002375
474    -0.000410
1379    0.002199
39     -0.000879
168     0.001278
609    -0.000912
24      0.000354
15     -0.001312
1331    0.001415
678    -0.000151
1391    0.000091
1092   -0.000915
336     0.004130
123    -0.000298
1071    0.000349
225    -0.001830
909    -0.002419
846     0.000439
1035    0.001779
1095   -0.000231
519    -0.000461
1053   -0.001836
1050    0.001199
327     0.002980
867     0.003214
324     0.001484
339    -0.003417
597     0.003246
750     0.001654
1367   -0.000396
1364    0.000780
843    -0.000092
93     -0.001247
1236    0.000052
285    -0.000165
177    -0.001683
267    -0.003634
375    -0.000941
462     0.001441
315    -0.002532
432    -0.001665
1260   -0.004485
1131    0.001712
603    -0.004197
1167    0.001647
552    -0.000008
219    -0.000909
81     -0.003662
54      0.000691
228     0.001039
1020    0.001272
Name: avg_peak_memory_usage, dtype: float64","[3.23245891 1.98020604 0.62320287 1.35391496 2.29365165 1.3541902
 0.41449703 0.30993278 0.93671333 0.15332605 0.25788907 0.51915697
 1.66719776 3.85937631 4.79755085 0.46654305 0.41437069 4.79774035
 0.51893455 6.36197792 1.66728034 1.35407395 5.73625488 2.91962105
 5.11097563 4.48504565 1.98034656 1.4062025  1.66719058 0.83197788
 0.93720689 2.60637654 2.60745697 2.18982477 1.1452722  0.93654631
 5.21527044 1.77174549 0.93641997 0.51880822 2.60646611 1.04088586
 0.72759044 0.3360761  7.40483855 2.6063362  0.51891832 1.1984451
 0.72753575 0.3100162  0.51883677 0.33610046 0.62339006 2.45040004]","942     3.233244
558     1.980107
840     0.621334
555     1.351540
474     2.293242
1379    1.356390
39      0.413618
168     0.311211
609     0.935801
24      0.153680
15      0.256577
1331    0.520572
678     1.667047
1391    3.859467
1092    4.796636
336     0.470673
123     0.414072
1071    4.798090
225     0.517104
909     6.359559
846     1.667719
1035    1.355853
1095    5.736024
519     2.919160
1053    5.109140
1050    4.486244
327     1.983327
867     1.409416
324     1.668674
339     0.828561
597     0.940453
750     2.608031
1367    2.607061
1364    2.190604
843     1.145181
93      0.935300
1236    5.215322
285     1.771581
177     0.934737
267     0.515174
375     2.605525
462     1.042327
315     0.725059
432     0.334411
1260    7.400353
1131    2.608048
603     0.514722
1167    1.200092
552     0.727528
219     0.309107
81      0.515175
54      0.336791
228     0.624429
1020    2.451672
Name: avg_peak_memory_usage, dtype: float64"
243,linear_regression,0.0018510725585157452,0.0013091213932521547,0.9999992228364538,1.0,2.9668012605126917,"1053   -0.001924
39     -0.000410
873    -0.000174
831     0.001951
930    -0.001610
807    -0.001161
954     0.000868
1499   -0.001326
24      0.000823
849    -0.001604
1131    0.001399
837     0.000191
84     -0.001974
648    -0.000180
30      0.000888
1026    0.000633
204     0.004339
336     0.004481
450     0.002636
348     0.001601
1364    0.000708
909    -0.002189
1418   -0.002634
597     0.003571
1481   -0.000283
1231    0.000135
15     -0.000826
969    -0.000879
1442    0.001929
651     0.000316
804     0.002235
1388   -0.000076
1050    0.001006
1244   -0.000013
225    -0.001447
345     0.001566
948    -0.000408
726     0.002971
1196    0.000134
477    -0.001649
900     0.000321
444    -0.000286
708     0.000044
123     0.000143
780    -0.000292
1439   -0.006352
201    -0.000038
177    -0.001266
723     0.000259
Name: avg_peak_memory_usage, dtype: float64","[5.11106444 0.41402839 2.71117253 2.45052152 6.49189821 1.66768481
 7.40364998 3.44154713 0.15285682 2.18935188 2.60664958 3.23339315
 0.6228241  0.51848598 0.2573283  3.3899746  0.36195876 0.46619208
 1.74568894 1.92799645 2.18989638 6.36174773 5.94535983 0.93688207
 5.94476846 3.75496199 0.25740306 0.72785529 7.40433368 0.93628567
 1.40656717 3.23346441 4.48523843 1.92829294 0.51855119 1.56261513
 5.31897298 2.29349458 0.64911773 2.60681523 4.015431   1.2757661
 3.23285075 0.41392983 0.75398041 6.36208736 0.30969284 0.93600214
 1.56272597]","1053    5.109140
39      0.413618
873     2.710999
831     2.452473
930     6.490288
807     1.666524
954     7.404518
1499    3.440221
24      0.153680
849     2.187748
1131    2.608048
837     3.233584
84      0.620850
648     0.518306
30      0.258216
1026    3.390607
204     0.366298
336     0.470673
450     1.748325
348     1.929597
1364    2.190604
909     6.359559
1418    5.942725
597     0.940453
1481    5.944485
1231    3.755097
15      0.256577
969     0.726977
1442    7.406262
651     0.936601
804     1.408802
1388    3.233389
1050    4.486244
1244    1.928280
225     0.517104
345     1.564181
948     5.318565
726     2.296465
1196    0.649252
477     2.605166
900     4.015752
444     1.275480
708     3.232895
123     0.414072
780     0.753689
1439    6.355736
201     0.309655
177     0.934737
723     1.562985
Name: avg_peak_memory_usage, dtype: float64"
218,linear_regression,0.002406081314083321,0.0018732241939506773,0.9999986424716228,1.0,2.9656834676090424,"1466    0.000831
585    -0.001675
243     0.002238
1185    0.000163
1026    0.000651
891    -0.000488
219    -0.000763
339    -0.003339
552     0.000022
3      -0.001665
1098   -0.004786
804     0.002162
1406   -0.001616
849    -0.001718
1005   -0.000824
624    -0.003179
843    -0.000183
450     0.002584
267    -0.003519
792     0.001396
1110   -0.000856
180    -0.002551
960    -0.001545
1231    0.000062
405     0.000290
1260   -0.004124
1176   -0.003461
204     0.004124
1439   -0.006521
105    -0.004328
942     0.000337
1222    0.000834
369     0.001953
819    -0.000552
1343    0.002386
615    -0.000363
984     0.003795
246    -0.000788
915     0.001695
0       0.001053
732     0.000419
1457   -0.001213
249     0.003964
99     -0.001409
Name: avg_peak_memory_usage, dtype: float64","[8.86293596 0.51894621 0.41428348 1.92881353 3.38995678 1.66734927
 0.30987037 0.83189915 0.72750555 0.15319861 6.67469914 1.40664014
 2.60707852 2.18946636 2.60742775 0.41431017 1.14536375 1.74574166
 0.51869292 0.36212222 3.38952137 1.14479021 0.25771229 3.75503506
 0.72788653 7.40447748 0.83221169 0.36217359 6.36225663 0.62294648
 3.2329077  1.56307068 1.77144224 0.88433648 1.35482802 1.35438983
 0.41435535 0.57093676 1.92830753 0.127086   3.75456625 5.11090423
 0.72758176 0.36196289]","1466    8.863767
585     0.517271
243     0.416521
1185    1.928976
1026    3.390607
891     1.666862
219     0.309107
339     0.828561
552     0.727528
3       0.151534
1098    6.669913
804     1.408802
1406    2.605463
849     2.187748
1005    2.606604
624     0.411131
843     1.145181
450     1.748325
267     0.515174
792     0.363518
1110    3.388665
180     1.142239
960     0.256168
1231    3.755097
405     0.728176
1260    7.400353
1176    0.828751
204     0.366298
1439    6.355736
105     0.618618
942     3.233244
1222    1.563905
369     1.773395
819     0.883784
1343    1.357214
615     1.354027
984     0.418150
246     0.570149
915     1.930003
0       0.128139
732     3.754985
1457    5.109692
249     0.731546
99      0.360554
Name: avg_peak_memory_usage, dtype: float64"
196,linear_regression,0.002075907643464818,0.0016850252338133941,0.9999986872525762,1.0,2.966210218338439,"1265    0.000551
159    -0.000669
843    -0.000258
102    -0.004273
963    -0.000648
723     0.000077
1391    0.000237
651     0.000009
267    -0.003685
867     0.003012
537     0.000426
624    -0.003366
801     0.001269
1158   -0.000552
1050    0.001488
930    -0.000954
123    -0.000298
3      -0.001837
1442    0.002668
909    -0.001520
1035    0.001583
1478    0.003035
1448   -0.001829
669     0.001334
171    -0.002419
237    -0.002178
1020    0.001228
1400   -0.002992
942     0.000637
18     -0.002167
444    -0.000472
546     0.002592
636    -0.001183
405     0.000043
555    -0.002538
315    -0.002602
348     0.001538
792     0.001204
483     0.003770
603    -0.004259
Name: avg_peak_memory_usage, dtype: float64","[2.29365551 1.19728089 1.14543812 0.49267992 0.41467243 1.56290849
 3.85923028 0.93659209 0.51885947 1.40640403 2.29342199 0.41449753
 1.14563851 0.64980523 4.4847561  6.49124214 0.41437052 0.15337011
 7.40359373 6.36107902 1.35427063 4.48449747 1.35429055 3.4415024
 0.51876477 0.93668892 2.45044343 0.93668587 3.23260782 0.28398423
 1.27595193 3.93660184 1.66749661 0.72813313 1.35407805 0.72766072
 1.92805933 0.36231346 0.88433032 0.51898024]","1265    2.294207
159     1.196612
843     1.145181
102     0.488407
963     0.414024
723     1.562985
1391    3.859467
651     0.936601
267     0.515174
867     1.409416
537     2.293848
624     0.411131
801     1.146908
1158    0.649253
1050    4.486244
930     6.490288
123     0.414072
3       0.151534
1442    7.406262
909     6.359559
1035    1.355853
1478    4.487533
1448    1.352462
669     3.442837
171     0.516346
237     0.934511
1020    2.451672
1400    0.933694
942     3.233244
18      0.281818
444     1.275480
546     3.939194
636     1.666313
405     0.728176
555     1.351540
315     0.725059
348     1.929597
792     0.363518
483     0.888100
603     0.514722
Name: avg_peak_memory_usage, dtype: float64"
