volume,peak_memory_usage_avg,peak_memory_usage_std_dev,peak_memory_usage_min,peak_memory_usage_max,execution_time_avg,execution_time_std_dev,execution_time_min,execution_time_max,n_samples,peak_memory_usage_cv,execution_time_cv,peak_memory_usage_unit,execution_time_unit
64000000,1.7720553588867187,0.00341041994332719,1.7666015625,1.7767829895019531,5.4315486955642704,1.441906115786687,4.154176235198975,10.52112889289856,50,0.0019245560959617887,0.2654686897982217,gb,s
70000000,1.929098129272461,0.0028658323970632603,1.9232902526855469,1.9334487915039062,5.333323303858439,0.6474413822884088,4.687159061431885,7.218475341796875,30,0.001485581450511322,0.12139548746651299,gb,s
72000000,1.9815743128458658,0.0026399716146830454,1.9761695861816406,1.9852256774902344,5.560751346747081,0.9100388794633586,4.7745726108551025,9.413501977920532,60,0.001332259707631965,0.16365394219536747,gb,s
75000000,2.0599899291992188,0.003049574138849659,2.0554771423339844,2.0636672973632812,5.840720558166504,0.9575569616390661,5.118842840194702,7.709055662155151,15,0.001480383032763234,0.1639450050902039,gb,s
80000000,2.1893356323242186,0.003316448408431063,2.18023681640625,2.193920135498047,6.198445378409492,1.2022433665405972,5.1649675369262695,11.805437803268433,45,0.001514819545923295,0.19395885470383709,gb,s
84000000,2.2940070470174154,0.0029944702252654434,2.2840232849121094,2.297740936279297,6.5703972697258,1.3657481153276396,5.39379096031189,11.746329069137573,60,0.0013053448240966587,0.2078638565160362,gb,s
90000000,2.4511484781901043,0.0027592507012890737,2.44622802734375,2.454753875732422,7.409857074419658,2.5941683851780093,5.99953031539917,18.66230273246765,30,0.0011256970868310956,0.3500969531697999,gb,s
96000000,2.6069440205891925,0.00274864428178543,2.59912109375,2.6112136840820312,7.456942389806112,1.5728146483656644,6.186204433441162,15.708959102630615,75,0.0010543549305535957,0.21091951179826124,gb,s
98000000,2.6595113118489584,0.0031152284490523425,2.6538314819335938,2.663623809814453,7.636271190643311,1.496620502910642,6.529458999633789,11.627588748931885,15,0.0011713537126813566,0.19598839087124675,gb,s
100000000,2.711512502034505,0.002901584819346467,2.706695556640625,2.7152671813964844,7.6132455190022785,1.119190253132248,6.831615447998047,10.181793212890625,15,0.0010700982633011452,0.1470056693086812,gb,s
105000000,2.8425417582194012,0.00245041560600816,2.8372344970703125,2.8458404541015625,8.277857820192972,1.646476470824846,7.098369598388672,13.257266521453857,30,0.0008620508736318888,0.19890127453124867,gb,s
108000000,2.920392862955729,0.00258904508565613,2.9165306091308594,2.923969268798828,8.071831226348877,1.2349320852860148,7.184221982955933,11.548094034194946,15,0.0008865399989492366,0.1529928030773025,gb,s
112000000,3.0250482347276475,0.0029508681369543894,3.0184707641601562,3.0285263061523438,8.514462916056315,1.591276690641285,7.247762680053711,13.290666818618774,45,0.0009754780446401917,0.1868910237004502,gb,s
120000000,3.2330937067667644,0.0027483883081469416,3.2257232666015625,3.2369346618652344,9.404044286410015,1.9537675562741916,7.783557176589966,14.815126180648804,60,0.0008500800030616652,0.20775822579840705,gb,s
125000000,3.364897918701172,0.0020190983981466237,3.361804962158203,3.3670883178710938,9.266767644882203,1.3498512986339266,8.542540073394775,11.670889139175415,5,0.0006000474448050959,0.14566581901720765,gb,s
126000000,3.3900343577067056,0.0024570032818172667,3.384693145751953,3.39324951171875,9.821401969591777,1.6778647610263002,8.383902072906494,13.697307825088501,30,0.0007247723835694052,0.17083760202679496,gb,s
128000000,3.44077631632487,0.0028950172934091916,3.4352684020996094,3.4457740783691406,9.57814852396647,1.5481641241386255,8.252765655517578,14.41941499710083,30,0.0008413849164427494,0.16163500913196374,gb,s
140000000,3.7549842834472655,0.002596278200610331,3.7505836486816406,3.7588882446289062,10.52953375975291,1.841735462249411,9.359284162521362,17.085638284683228,30,0.0006914218554935778,0.1749113972443002,gb,s
144000000,3.8590609232584634,0.002799498747081133,3.8527183532714844,3.8628501892089844,10.777556626001994,1.748673606641042,9.413785934448242,15.972664594650269,45,0.0007254352296457992,0.16225139587039442,gb,s
147000000,3.9378064473470054,0.0023206516468206404,3.9340553283691406,3.941375732421875,11.159747759501139,1.8278193588000595,9.792305707931519,15.064701080322266,15,0.000589325980809473,0.16378679860787163,gb,s
150000000,4.0152941385904946,0.0032066555737140026,4.0094757080078125,4.019268035888672,11.504790576299031,2.3502203207640666,9.998246669769287,17.86405634880066,15,0.0007986103789745396,0.20428188633052957,gb,s
160000000,4.275682322184244,0.0031788929660120312,4.26800537109375,4.280109405517578,12.292589632670085,2.367115788428234,10.384400367736816,19.31080913543701,30,0.0007434820284749511,0.19256445217508417,gb,s
168000000,4.485144996643067,0.002560459997688572,4.479156494140625,4.488792419433594,12.905453197161357,2.4415439359091615,10.975350379943848,19.72334623336792,60,0.0005708756349248382,0.18918699704758885,gb,s
175000000,4.667440287272135,0.0025578976060778484,4.6622772216796875,4.671180725097656,13.411276404062907,2.7897977224306376,11.692390203475952,20.6741042137146,15,0.0005480300654414586,0.2080188073363007,gb,s
180000000,4.797425333658854,0.003193544317814219,4.792530059814453,4.801410675048828,13.168598826726278,2.2910231411688446,11.96968126296997,20.2121102809906,15,0.0006656787955423159,0.1739762271836475,gb,s
192000000,5.110085296630859,0.003014624768572297,5.101963043212891,5.1140594482421875,14.74017463790046,3.441364168030869,12.472764253616333,26.342815399169922,45,0.0005899362913883014,0.23346834434256372,gb,s
196000000,5.214665222167969,0.0030334160565479943,5.210048675537109,5.217872619628906,14.823710139592489,2.3886932550560513,13.121110439300537,20.918514251708984,15,0.0005817086864277872,0.16114004068901186,gb,s
200000000,5.319126892089844,0.002468175754502934,5.315441131591797,5.322544097900391,14.465789159138998,1.9411661209701192,13.01692247390747,19.208545446395874,15,0.00046401896487436624,0.1341901295266533,gb,s
210000000,5.579355494181315,0.0027725574826635104,5.574260711669922,5.584095001220703,15.330620900789897,2.6106014437659653,13.92362117767334,23.13366389274597,30,0.0004969314978325002,0.17028673924299154,gb,s
216000000,5.736023712158203,0.003121815722459931,5.732612609863281,5.739185333251953,14.9251558303833,1.0981209079561292,14.30989694595337,16.857595682144165,5,0.000544247353064957,0.07357517204079522,gb,s
224000000,5.944421641031901,0.0037446307385595973,5.936298370361328,5.948749542236328,16.429140472412108,2.6136667443724058,14.501384735107422,23.86569046974182,30,0.000629940297759491,0.15908724797631912,gb,s
240000000,6.359628295898437,0.004400815115795284,6.349555969238281,6.365570068359375,17.33940220673879,3.1550541334956197,15.383936882019043,26.61013889312744,30,0.0006919925050703882,0.18195864516421673,gb,s
245000000,6.490166727701823,0.004613323854812108,6.482036590576172,6.495792388916016,17.375734742482503,2.5532588666561944,15.68474555015564,24.744568586349487,15,0.0007108174640754865,0.14694393673112702,gb,s
252000000,6.670660654703776,0.005023393862597913,6.6631927490234375,6.678821563720703,18.601879008611043,3.9709436562650167,16.325613975524902,29.20052146911621,15,0.0007530579237388875,0.2134700292603138,gb,s
256000000,6.776914723714193,0.004895305588380431,6.770664215087891,6.783451080322266,18.979919306437175,3.940556043674995,16.288689613342285,29.09007716178894,15,0.0007223501826355406,0.20761711259428417,gb,s
280000000,7.402877426147461,0.005098042868714406,7.39373779296875,7.409450531005859,19.478629461924235,2.9304862705746753,17.485081434249878,27.1352596282959,30,0.0006886569336819998,0.15044622499252477,gb,s
288000000,7.612199147542317,0.00512424357388652,7.601413726806641,7.617801666259766,19.443704414367676,2.46532863888836,17.951991319656372,25.144633054733276,15,0.0006731620487807309,0.1267931555813324,gb,s
294000000,7.764059193929037,0.00408830681784727,7.758007049560547,7.7736968994140625,20.327147181828817,3.170356974694389,18.51832628250122,27.30176043510437,15,0.0005265682184705709,0.15596664629498466,gb,s
320000000,8.446617889404298,0.004303206830987155,8.43768310546875,8.452491760253906,21.464291048049926,2.799256626880742,19.714666604995728,27.882548809051514,15,0.00050945915718352,0.13041458581670975,gb,s
336000000,8.86313985188802,0.0043193560663577395,8.854862213134766,8.869617462158203,22.55316452185313,3.3180722260955733,20.556827068328857,34.2879376411438,30,0.00048733926560321996,0.14712224632070997,gb,s
343000000,9.047745513916016,0.002764923261846851,9.043842315673828,9.049736022949219,23.580301523208618,3.5946576312299032,21.47648334503174,29.93472933769226,5,0.0003055925100450958,0.15244324283520744,gb,s
384000000,10.1140505472819,0.003975977562432413,10.108291625976562,10.120140075683594,25.330675903956095,3.544921015173514,23.25846004486084,34.72628593444824,15,0.000393114266519158,0.13994577280979206,gb,s
392000000,10.323506164550782,0.005291809786280657,10.313591003417969,10.329608917236328,26.69716019630432,4.132854113820135,23.650195360183716,35.86172103881836,15,0.0005125981136575342,0.15480500860133597,gb,s
448000000,11.784127044677735,0.004342669385572463,11.776588439941406,11.79052734375,28.684678443272908,3.064500352406984,26.72505497932434,35.7085907459259,15,0.0003685185477980583,0.10683404935033065,gb,s
512000000,13.451461791992188,0.004357206764675968,13.44561767578125,13.457332611083984,32.027439785003665,3.5014779017527378,30.24489164352417,38.26576232910156,5,0.0003239206884763903,0.1093274368871735,gb,s
