Timestamp,Memory Usage (kB)
2025-03-02 03:42:40.316,27216
2025-03-02 03:42:40.524,42068
2025-03-02 03:42:40.726,59500
2025-03-02 03:42:40.931,82276
2025-03-02 03:42:41.137,311056
2025-03-02 03:42:41.344,1338444
2025-03-02 03:42:41.548,1703520
2025-03-02 03:42:41.752,2569392
2025-03-02 03:42:41.959,3019556
2025-03-02 03:42:42.161,3238224
2025-03-02 03:42:42.365,3423036
2025-03-02 03:42:42.568,4197556
2025-03-02 03:42:42.773,4669060
2025-03-02 03:42:42.978,5148532
2025-03-02 03:42:43.181,5618592
2025-03-02 03:42:43.383,5737788
2025-03-02 03:42:43.587,2669300
2025-03-02 03:42:43.791,294544
