,avg_peak_memory_usage
2,0.3122507731119792
5,0.5359052022298177
8,0.7594655354817709
11,0.9833691914876302
14,0.5369860331217448
17,0.9855690002441406
20,1.4368832906087239
23,1.8857421875
26,0.7601305643717448
29,1.4351437886555989
32,2.0777371724446616
35,2.743335723876953
38,0.9815076192220052
41,1.8867899576822917
44,2.743330637613932
47,3.6287638346354165
50,0.5370534261067709
53,0.986456553141276
56,1.4350547790527344
59,1.8857002258300781
62,0.9863204956054688
65,1.8933512369791667
68,2.755859375
71,3.6469713846842446
74,1.4363555908203125
77,2.7562217712402344
80,4.0968678792317705
83,5.4385630289713545
86,1.8859329223632812
89,3.6484107971191406
92,5.440016428629558
97,0.7588284810384115
100,1.4358584086100261
103,2.0777155558268228
106,2.7439969380696616
109,1.4350636800130208
112,2.7549565633138022
115,4.098138173421224
118,5.439725240071614
121,2.078507741292318
124,4.096871693929036
127,6.1168874104817705
132,2.744647979736328
135,5.440132141113281
142,0.9814656575520834
145,1.8857447306315105
148,2.7433446248372397
151,3.6306330362955728
154,1.8842328389485676
157,3.6466153462727866
160,5.440544128417969
165,2.743352254231771
168,5.440076192220052
175,3.630568186442057
