Timestamp,Memory Usage (kB)
2025-03-02 03:43:41.657,26680
2025-03-02 03:43:41.862,43912
2025-03-02 03:43:42.066,60000
2025-03-02 03:43:42.273,81468
2025-03-02 03:43:42.485,239628
2025-03-02 03:43:42.691,1272856
2025-03-02 03:43:42.893,1703512
2025-03-02 03:43:43.095,2405744
2025-03-02 03:43:43.297,2777180
2025-03-02 03:43:43.499,3109456
2025-03-02 03:43:43.702,3237980
2025-03-02 03:43:43.904,3376092
2025-03-02 03:43:44.107,4230388
2025-03-02 03:43:44.310,4758964
2025-03-02 03:43:44.515,5090112
2025-03-02 03:43:44.717,5590272
2025-03-02 03:43:44.919,5206492
2025-03-02 03:43:45.123,544768
2025-03-02 03:43:45.332,464912
