Timestamp,Memory Usage (kB)
2025-03-02 03:47:09.716,33400
2025-03-02 03:47:09.921,50808
2025-03-02 03:47:10.123,71540
2025-03-02 03:47:10.326,91416
2025-03-02 03:47:10.528,111884
2025-03-02 03:47:10.736,516316
2025-03-02 03:47:10.938,1459816
2025-03-02 03:47:11.145,1727964
2025-03-02 03:47:11.352,3133176
2025-03-02 03:47:11.556,3261864
2025-03-02 03:47:11.762,3547956
2025-03-02 03:47:11.969,3998336
2025-03-02 03:47:12.171,4391304
2025-03-02 03:47:12.375,4785332
2025-03-02 03:47:12.579,5350812
2025-03-02 03:47:12.782,5770836
2025-03-02 03:47:12.988,6226224
2025-03-02 03:47:13.190,2775776
2025-03-02 03:47:13.393,827548
2025-03-02 03:47:13.597,826464
