inlines,xlines,samples,chunking_mode,worker_count,timestamp,session_id,random_id,worker_addr,peak_memory_usage_bytes,avg_memory_usage_bytes,memory_usage_history
100,100,100,auto,4,1744662028,949659,949659,tcp://127.0.0.1:36789,156000256,155903676.63157895,"[155738112, 155738112, 155738112, 155738112, 155738112, 155869184, 155869184, 155869184, 155869184, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256]"
100,100,100,auto,4,1744662028,949659,949659,tcp://127.0.0.1:41881,262197248,183278538.10526314,"[156577792, 156577792, 156577792, 156577792, 156577792, 156708864, 156708864, 176070656, 176070656, 183320576, 183320576, 183320576, 191344640, 191344640, 192266240, 192266240, 192266240, 262197248, 262197248]"
100,100,100,auto,4,1744662028,949659,949659,tcp://127.0.0.1:46827,156004352,155935366.7368421,"[155742208, 155742208, 155742208, 155742208, 155742208, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352]"
100,100,100,auto,4,1744662086,161064,161064,tcp://127.0.0.1:34339,372486144,191267172.17391303,"[156319744, 156319744, 156319744, 156319744, 156319744, 156581888, 156581888, 175190016, 175190016, 175190016, 181211136, 181211136, 186691584, 186691584, 186691584, 191107072, 191107072, 192638976, 192638976, 192638976, 261849088, 261849088, 372486144]"
100,100,100,auto,4,1744662086,161064,161064,tcp://127.0.0.1:39435,156737536,156669150.60869566,"[156475392, 156475392, 156475392, 156475392, 156475392, 156606464, 156606464, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536, 156737536]"
100,100,100,auto,4,1744662086,161064,161064,tcp://127.0.0.1:43343,156418048,156361060.17391303,"[156155904, 156155904, 156155904, 156155904, 156155904, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048, 156418048]"
100,100,100,auto,4,1744662086,161064,161064,tcp://127.0.0.1:45825,156712960,156655972.17391303,"[156450816, 156450816, 156450816, 156450816, 156450816, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960, 156712960]"
100,100,100,auto,4,1744662145,322701,322701,tcp://127.0.0.1:34043,157753344,156915622.95652175,"[156311552, 156311552, 156311552, 156311552, 156311552, 156442624, 156442624, 156573696, 156573696, 156573696, 156573696, 156573696, 156573696, 156573696, 156573696, 157753344, 157753344, 157753344, 157753344, 157753344, 157753344, 157753344, 157753344]"
100,100,100,auto,4,1744662145,322701,322701,tcp://127.0.0.1:38549,156721152,156607176.3478261,"[156459008, 156459008, 156459008, 156459008, 156459008, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152]"
100,100,100,auto,4,1744662145,322701,322701,tcp://127.0.0.1:44577,371937280,191747294.60869566,"[156508160, 156508160, 156508160, 156508160, 156508160, 156770304, 156770304, 175378432, 175378432, 175378432, 181112832, 181112832, 190488576, 190488576, 190488576, 190808064, 190808064, 192708608, 192708608, 192708608, 261300224, 261300224, 371937280]"
100,100,100,auto,4,1744662145,322701,322701,tcp://127.0.0.1:45379,156610560,156553572.17391303,"[156348416, 156348416, 156348416, 156348416, 156348416, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560, 156610560]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:33013,156962816,156915153.45454547,"[156700672, 156700672, 156700672, 156831744, 156831744, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816, 156962816]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:34093,156602368,156554705.45454547,"[156340224, 156340224, 156340224, 156340224, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368, 156602368]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:35315,156151808,156116061.0909091,"[155889664, 155889664, 155889664, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808, 156151808]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:37263,157020160,156954624.0,"[156758016, 156758016, 156758016, 156758016, 156889088, 156889088, 156889088, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160, 157020160]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:39037,156971008,156899514.1818182,"[156708864, 156708864, 156708864, 156708864, 156708864, 156839936, 156839936, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008, 156971008]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:44875,158048256,157982720.0,"[157786112, 157786112, 157786112, 157786112, 157917184, 157917184, 157917184, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256, 158048256]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:45085,156282880,156223301.8181818,"[156020736, 156020736, 156020736, 156020736, 156020736, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880, 156282880]"
100,100,100,auto,8,1744662667,836328,836328,tcp://127.0.0.1:45433,376832000,192297704.72727272,"[156164096, 156164096, 156164096, 156164096, 156426240, 156426240, 156426240, 176173056, 176173056, 182259712, 182259712, 182259712, 187633664, 187633664, 191582208, 191582208, 192831488, 192831488, 192831488, 261865472, 261865472, 376832000]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:33433,377442304,190970973.0909091,"[155869184, 155869184, 155869184, 155869184, 156131328, 156131328, 156131328, 178810880, 178810880, 176713728, 176713728, 181981184, 181981184, 181981184, 190095360, 190095360, 191369216, 191369216, 191369216, 260378624, 260378624, 377442304]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:35105,156168192,156144360.72727272,"[156037120, 156037120, 156037120, 156037120, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:35147,156000256,155940677.8181818,"[155738112, 155738112, 155738112, 155738112, 155738112, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256, 156000256]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:35823,156975104,156903610.1818182,"[156712960, 156712960, 156712960, 156712960, 156712960, 156844032, 156844032, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:37199,156192768,156145105.45454547,"[155930624, 155930624, 155930624, 155930624, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768, 156192768]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:38207,156622848,156575185.45454547,"[156360704, 156360704, 156360704, 156360704, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848, 156622848]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:43049,156164096,156140264.72727272,"[156033024, 156033024, 156033024, 156033024, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096, 156164096]"
100,100,100,auto,8,1744662746,750979,750979,tcp://127.0.0.1:44745,156454912,156395333.8181818,"[156192768, 156192768, 156192768, 156192768, 156192768, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912, 156454912]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:35749,156073984,156054565.92592594,"[155942912, 155942912, 155942912, 155942912, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984, 156073984]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:36931,156016640,155968094.8148148,"[155754496, 155754496, 155754496, 155754496, 155754496, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640, 156016640]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:37301,156966912,156850403.55555555,"[156573696, 156573696, 156573696, 156573696, 156573696, 156835840, 156835840, 156835840, 156835840, 156835840, 156835840, 156835840, 156835840, 156835840, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:37385,157048832,157000286.8148148,"[156786688, 156786688, 156786688, 156786688, 156786688, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832, 157048832]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:42093,156577792,156529246.8148148,"[156315648, 156315648, 156315648, 156315648, 156315648, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792, 156577792]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:43635,386797568,197045361.7777778,"[155750400, 155750400, 155750400, 155750400, 155750400, 155881472, 155881472, 174624768, 174624768, 176013312, 176013312, 176013312, 181051392, 181051392, 189779968, 189779968, 189779968, 190074880, 190074880, 191414272, 191414272, 191414272, 192983040, 192983040, 346910720, 346910720, 386797568]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:44155,156188672,156140126.8148148,"[155926528, 155926528, 155926528, 155926528, 155926528, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672, 156188672]"
100,100,100,auto,8,1744662818,999865,999865,tcp://127.0.0.1:45845,156385280,156365861.92592594,"[156254208, 156254208, 156254208, 156254208, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280, 156385280]"
100,100,100,evenly_split,1,1744661051,708586,708586,tcp://127.0.0.1:45659,229466112,181347942.4,"[157790208, 157790208, 157790208, 157790208, 157790208, 157921280, 157921280, 157921280, 177311744, 177311744, 182730752, 182730752, 182730752, 193183744, 193183744, 193331200, 193331200, 229466112, 229466112, 229466112]"
100,100,100,evenly_split,1,1744661099,976011,976011,tcp://127.0.0.1:36523,370700288,190251008.0,"[156143616, 156143616, 156143616, 156143616, 156143616, 156405760, 156405760, 174956544, 174956544, 180494336, 180494336, 180494336, 189808640, 189808640, 191197184, 191197184, 191197184, 191340544, 191340544, 228085760, 228085760, 228085760, 370700288]"
100,100,100,evenly_split,1,1744661148,66854,66854,tcp://127.0.0.1:46421,199307264,177452236.8,"[155725824, 155725824, 155725824, 155725824, 155725824, 156119040, 156119040, 176066560, 176066560, 176066560, 181858304, 181858304, 195235840, 195235840, 195235840, 191315968, 191315968, 199307264, 199307264, 199307264]"
100,100,100,evenly_split,2,1744661615,551794,551794,tcp://127.0.0.1:33397,346763264,191777738.10526314,"[155914240, 155914240, 155914240, 155914240, 155914240, 156176384, 156176384, 176640000, 176640000, 176640000, 186032128, 186032128, 190611456, 190611456, 190611456, 192253952, 192253952, 346763264, 346763264]"
100,100,100,evenly_split,2,1744661615,551794,551794,tcp://127.0.0.1:45639,156471296,156402310.7368421,"[156209152, 156209152, 156209152, 156209152, 156209152, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296, 156471296]"
100,100,100,evenly_split,2,1744661680,617444,617444,tcp://127.0.0.1:42549,156721152,156631471.15789473,"[156459008, 156459008, 156459008, 156459008, 156459008, 156590080, 156590080, 156590080, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152, 156721152]"
100,100,100,evenly_split,2,1744661680,617444,617444,tcp://127.0.0.1:46351,355201024,191668224.0,"[156758016, 156758016, 156758016, 156758016, 156758016, 156889088, 156889088, 156889088, 176865280, 176865280, 182460416, 182460416, 182460416, 191385600, 191385600, 196476928, 196476928, 355201024, 355201024]"
100,100,100,evenly_split,2,1744661733,915435,915435,tcp://127.0.0.1:34427,353857536,192851595.63636363,"[156889088, 156889088, 156889088, 156889088, 156889088, 157020160, 157020160, 176549888, 176549888, 176549888, 182755328, 182755328, 191787008, 191787008, 191787008, 192499712, 192499712, 193671168, 193671168, 193671168, 353857536, 353857536]"
100,100,100,evenly_split,2,1744661733,915435,915435,tcp://127.0.0.1:35781,156807168,156717800.72727272,"[156413952, 156413952, 156413952, 156413952, 156413952, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168]"
100,100,100,evenly_split,4,1744662237,996453,996453,tcp://127.0.0.1:37525,262152192,183539604.21052632,"[156835840, 156835840, 156835840, 156835840, 156835840, 156966912, 156966912, 181489664, 181489664, 179322880, 179322880, 179322880, 192229376, 192229376, 193142784, 193142784, 193142784, 262152192, 262152192]"
100,100,100,evenly_split,4,1744662237,996453,996453,tcp://127.0.0.1:37681,156504064,156435078.7368421,"[156241920, 156241920, 156241920, 156241920, 156241920, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064, 156504064]"
100,100,100,evenly_split,4,1744662237,996453,996453,tcp://127.0.0.1:38639,156692480,156616596.21052632,"[156430336, 156430336, 156430336, 156430336, 156561408, 156561408, 156561408, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480, 156692480]"
100,100,100,evenly_split,4,1744662237,996453,996453,tcp://127.0.0.1:46423,156012544,155929761.68421054,"[155750400, 155750400, 155750400, 155750400, 155750400, 155881472, 155881472, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544]"
100,100,100,evenly_split,4,1744662294,214245,214245,tcp://127.0.0.1:35361,156839936,156757153.68421054,"[156577792, 156577792, 156577792, 156577792, 156577792, 156708864, 156708864, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936]"
100,100,100,evenly_split,4,1744662294,214245,214245,tcp://127.0.0.1:38883,156975104,156906118.7368421,"[156712960, 156712960, 156712960, 156712960, 156712960, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104, 156975104]"
100,100,100,evenly_split,4,1744662294,214245,214245,tcp://127.0.0.1:43635,156467200,156398214.7368421,"[156205056, 156205056, 156205056, 156205056, 156205056, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200, 156467200]"
100,100,100,evenly_split,4,1744662294,214245,214245,tcp://127.0.0.1:43689,305475584,190648751.15789473,"[156569600, 156569600, 156569600, 156569600, 156569600, 156831744, 156831744, 178950144, 178950144, 190066688, 190066688, 190066688, 198819840, 198819840, 196374528, 196374528, 196374528, 305475584, 305475584]"
100,100,100,evenly_split,4,1744662351,886228,886228,tcp://127.0.0.1:35251,157102080,157016883.2,"[156839936, 156839936, 156839936, 156839936, 156839936, 156971008, 156971008, 156971008, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080, 157102080]"
100,100,100,evenly_split,4,1744662351,886228,886228,tcp://127.0.0.1:36851,260489216,184485273.6,"[156708864, 156708864, 156708864, 156708864, 156708864, 156839936, 156839936, 156839936, 176201728, 176201728, 182226944, 182226944, 187256832, 187256832, 187256832, 187772928, 187772928, 260489216, 260489216, 260489216]"
100,100,100,evenly_split,4,1744662351,886228,886228,tcp://127.0.0.1:36981,166432768,160722944.0,"[157782016, 157782016, 157782016, 157782016, 157782016, 157913088, 157913088, 157913088, 158044160, 158044160, 158044160, 158044160, 166432768, 166432768, 166432768, 164057088, 164057088, 164073472, 164073472, 164073472]"
100,100,100,evenly_split,4,1744662351,886228,886228,tcp://127.0.0.1:43497,156966912,156901376.0,"[156704768, 156704768, 156704768, 156704768, 156704768, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912, 156966912]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:33905,363589632,190226990.54545453,"[155914240, 155914240, 155914240, 155914240, 156176384, 156176384, 175128576, 175128576, 175128576, 181710848, 181710848, 182525952, 182525952, 182525952, 191660032, 191660032, 192135168, 192135168, 227139584, 227139584, 227139584, 363589632]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:36335,157245440,157185861.8181818,"[156983296, 156983296, 156983296, 156983296, 157114368, 157114368, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440, 157245440]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:39061,156807168,156717800.72727272,"[156413952, 156413952, 156413952, 156413952, 156413952, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:39457,157097984,157026490.1818182,"[156835840, 156835840, 156835840, 156835840, 156835840, 156966912, 156966912, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984, 157097984]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:39569,156008448,155960785.45454547,"[155746304, 155746304, 155746304, 155746304, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448, 156008448]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:40939,156590080,156542417.45454547,"[156327936, 156327936, 156327936, 156327936, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080, 156590080]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:41599,155893760,155869928.72727272,"[155762688, 155762688, 155762688, 155762688, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760, 155893760]"
100,100,100,evenly_split,8,1744662981,903356,903356,tcp://127.0.0.1:46153,156012544,155982754.9090909,"[155881472, 155881472, 155881472, 155881472, 155881472, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544, 156012544]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:38837,156135424,156042581.33333334,"[155873280, 155873280, 155873280, 155873280, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424, 156135424]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:42031,156807168,156763477.33333334,"[156545024, 156545024, 156545024, 156545024, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168, 156807168]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:42489,165904384,159339178.66666666,"[156708864, 156708864, 156708864, 156708864, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156839936, 156971008, 156971008, 156971008, 162496512, 162496512, 165904384, 165904384, 164507648, 164507648, 164507648, 164507648]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:42955,156004352,155960661.33333334,"[155742208, 155742208, 155742208, 155742208, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352, 156004352]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:44617,386129920,192956245.33333334,"[156454912, 156454912, 156454912, 156454912, 156454912, 156717056, 156717056, 172015616, 172015616, 177225728, 177225728, 173805568, 173805568, 178561024, 178561024, 178561024, 178159616, 178159616, 179388416, 179388416, 179388416, 336424960, 336424960, 386129920]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:45007,176734208,165809834.66666666,"[156135424, 156135424, 156135424, 156135424, 156135424, 156397568, 156397568, 162385920, 162385920, 163045376, 163045376, 175222784, 175222784, 175222784, 176734208, 176734208, 169480192, 169480192, 169480192, 169480192, 169480192, 169521152, 169521152, 169521152]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:46439,157118464,157058389.33333334,"[156856320, 156856320, 156856320, 156856320, 156987392, 156987392, 156987392, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464, 157118464]"
100,100,100,evenly_split,8,1744663051,238579,238579,tcp://127.0.0.1:46667,156168192,156124501.33333334,"[155906048, 155906048, 155906048, 155906048, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192, 156168192]"
100,100,100,evenly_split,8,1744663158,687288,687288,tcp://127.0.0.1:35931,338939904,199054242.9090909,"[157782016, 157782016, 157782016, 157782016, 157782016, 157913088, 157913088, 177192960, 177192960, 177192960, 183033856, 183033856, 191881216, 191881216, 196358144, 196358144, 196358144, 193576960, 193576960, 338939904, 338939904, 338939904]"
100,100,100,evenly_split,8,1744663158,687288,687288,tcp://127.0.0.1:39421,156758016,156668648.72727272,"[156495872, 156495872, 156495872, 156495872, 156495872, 156626944, 156626944, 156626944, 156626944, 156626944, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016, 156758016]"
100,100,100,evenly_split,8,1744663158,687288,687288,tcp://127.0.0.1:40293,156393472,156345809.45454547,"[156131328, 156131328, 156131328, 156131328, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472, 156393472]"
