Timestamp,Memory Usage (kB)
2025-03-02 03:48:01.043,32396
2025-03-02 03:48:01.252,49760
2025-03-02 03:48:01.456,70888
2025-03-02 03:48:01.664,96532
2025-03-02 03:48:01.867,122496
2025-03-02 03:48:02.073,671320
2025-03-02 03:48:02.275,1629624
2025-03-02 03:48:02.479,1818616
2025-03-02 03:48:02.684,3268704
2025-03-02 03:48:02.888,3269312
2025-03-02 03:48:03.092,3620904
2025-03-02 03:48:03.294,4080292
2025-03-02 03:48:03.499,4654932
2025-03-02 03:48:03.705,5330796
2025-03-02 03:48:03.908,5768496
2025-03-02 03:48:04.110,6010088
2025-03-02 03:48:04.311,3735964
2025-03-02 03:48:04.518,613488
