Timestamp,Memory Usage (kB)
2025-03-02 03:45:03.324,26928
2025-03-02 03:45:03.529,44076
2025-03-02 03:45:03.735,62420
2025-03-02 03:45:03.937,88412
2025-03-02 03:45:04.141,634252
2025-03-02 03:45:04.349,1703712
2025-03-02 03:45:04.555,1983520
2025-03-02 03:45:04.759,2691652
2025-03-02 03:45:04.961,3009380
2025-03-02 03:45:05.164,3237932
2025-03-02 03:45:05.366,3237944
2025-03-02 03:45:05.568,4112120
2025-03-02 03:45:05.769,4748140
2025-03-02 03:45:05.976,5192464
2025-03-02 03:45:06.179,5733360
2025-03-02 03:45:06.382,5908924
2025-03-02 03:45:06.586,3187684
2025-03-02 03:45:06.790,476100
