,avg_peak_memory_usage
40,0.15645980834960938
102,0.1638361612955729
147,0.18625005086263022
10,0.1266810099283854
52,0.12667338053385416
144,0.15646489461263022
25,0.11916097005208333
19,0.14156595865885416
99,0.14154052734375
13,0.11177444458007812
139,0.45438385009765625
58,0.15645472208658853
159,0.27564366658528644
123,0.23095321655273438
162,0.335205078125
94,0.33522923787434894
91,0.2756296793619792
172,0.4543914794921875
174,0.2160313924153646
46,0.21604792277018228
82,0.27564748128255206
79,0.23094304402669272
73,0.14157485961914062
137,0.3650093078613281
34,0.18624242146809897
96,0.11914952596028645
167,0.2756487528483073
134,0.2756360371907552
111,0.18625513712565103
88,0.21605046590169272
129,0.3650169372558594
141,0.12665812174479166
4,0.1117998758951823
64,0.15645980834960938
7,0.1191418965657552
179,0.4544181823730469
117,0.27566782633463544
105,0.18625259399414062
70,0.21606953938802084
156,0.21605046590169272
31,0.16385523478190103
67,0.18625513712565103
55,0.14155451456705728
181,0.5736986796061198
61,0.12666829427083334
22,0.15644963582356772
126,0.2980308532714844
43,0.18626785278320312
85,0.1564814249674479
150,0.21606826782226562
114,0.23096084594726562
