session_id,inlines,xlines,samples,peak_memory_usage,memory_usage_unit,timestamp_unit,captured_memory_usage,timestamp,volume,relative_time
1742689100880,100,100,100,0.10338592529296875,gb,s,0.095855712890625,1742689100.9223733,1000000,0
1742689100880,100,100,100,0.10338592529296875,gb,s,0.10338592529296875,1742689100.9329932,1000000,1
1742689104742,100,100,100,0.11472702026367188,gb,s,0.09583663940429688,1742689104.7799273,1000000,0
1742689104742,100,100,100,0.11472702026367188,gb,s,0.11472702026367188,1742689104.7920446,1000000,1
1742689108478,100,100,100,0.11834335327148438,gb,s,0.09590530395507812,1742689108.5171976,1000000,0
1742689108478,100,100,100,0.11834335327148438,gb,s,0.11834335327148438,1742689108.5300567,1000000,1
1742689130645,100,100,200,0.14474868774414062,gb,s,0.0958709716796875,1742689130.6826243,2000000,0
1742689130645,100,100,200,0.14474868774414062,gb,s,0.10260391235351562,1742689130.6931698,2000000,1
1742689130645,100,100,200,0.14474868774414062,gb,s,0.14474868774414062,1742689130.7048798,2000000,2
1742689134345,100,100,200,0.12647247314453125,gb,s,0.09587860107421875,1742689134.381996,2000000,0
1742689134345,100,100,200,0.12647247314453125,gb,s,0.10261154174804688,1742689134.3930194,2000000,1
1742689134345,100,100,200,0.12647247314453125,gb,s,0.12647247314453125,1742689134.4068377,2000000,2
1742689138129,100,100,200,0.13888168334960938,gb,s,0.09586334228515625,1742689138.1668777,2000000,0
1742689138129,100,100,200,0.13888168334960938,gb,s,0.10284042358398438,1742689138.1780798,2000000,1
1742689138129,100,100,200,0.13888168334960938,gb,s,0.13888168334960938,1742689138.188926,2000000,2
1742689160286,100,100,300,0.13126754760742188,gb,s,0.0959014892578125,1742689160.3236275,3000000,0
1742689160286,100,100,300,0.13126754760742188,gb,s,0.10434341430664062,1742689160.3343186,3000000,1
1742689160286,100,100,300,0.13126754760742188,gb,s,0.13126754760742188,1742689160.3492122,3000000,2
1742689164034,100,100,300,0.1311492919921875,gb,s,0.09444046020507812,1742689164.071694,3000000,0
1742689164034,100,100,300,0.1311492919921875,gb,s,0.10434722900390625,1742689164.0822587,3000000,1
1742689164034,100,100,300,0.1311492919921875,gb,s,0.1311492919921875,1742689164.0971212,3000000,2
1742689167776,100,100,300,0.13124847412109375,gb,s,0.09588241577148438,1742689167.8139875,3000000,0
1742689167776,100,100,300,0.13124847412109375,gb,s,0.1043243408203125,1742689167.8255005,3000000,1
1742689167776,100,100,300,0.13124847412109375,gb,s,0.13124847412109375,1742689167.8361785,3000000,2
1742689190370,100,100,400,0.1859130859375,gb,s,0.09587860107421875,1742689190.4072094,4000000,0
1742689190370,100,100,400,0.1859130859375,gb,s,0.10432052612304688,1742689190.4183583,4000000,1
1742689190370,100,100,400,0.1859130859375,gb,s,0.11140060424804688,1742689190.4293222,4000000,2
1742689190370,100,100,400,0.1859130859375,gb,s,0.1859130859375,1742689190.4441993,4000000,3
1742689194069,100,100,400,0.14233779907226562,gb,s,0.09592056274414062,1742689194.105611,4000000,0
1742689194069,100,100,400,0.14233779907226562,gb,s,0.10436248779296875,1742689194.1163867,4000000,1
1742689194069,100,100,400,0.14233779907226562,gb,s,0.11144256591796875,1742689194.1276286,4000000,2
1742689194069,100,100,400,0.14233779907226562,gb,s,0.14233779907226562,1742689194.1382306,4000000,3
1742689194069,100,100,400,0.14233779907226562,gb,s,0.11258316040039062,1742689194.149251,4000000,4
1742689197881,100,100,400,0.15220260620117188,gb,s,0.09587860107421875,1742689197.9190102,4000000,0
1742689197881,100,100,400,0.15220260620117188,gb,s,0.10432052612304688,1742689197.9294052,4000000,1
1742689197881,100,100,400,0.15220260620117188,gb,s,0.11140060424804688,1742689197.9411404,4000000,2
1742689197881,100,100,400,0.15220260620117188,gb,s,0.15220260620117188,1742689197.952251,4000000,3
1742689220120,100,200,100,0.12597274780273438,gb,s,0.09588623046875,1742689220.1578248,2000000,0
1742689220120,100,200,100,0.12597274780273438,gb,s,0.1039581298828125,1742689220.1689043,2000000,1
1742689220120,100,200,100,0.12597274780273438,gb,s,0.12597274780273438,1742689220.1791644,2000000,2
1742689223836,100,200,100,0.1051483154296875,gb,s,0.0958709716796875,1742689223.8730426,2000000,0
1742689223836,100,200,100,0.1051483154296875,gb,s,0.10394287109375,1742689223.8845124,2000000,1
1742689223836,100,200,100,0.1051483154296875,gb,s,0.1051483154296875,1742689223.8961415,2000000,2
1742689227571,100,200,100,0.12408065795898438,gb,s,0.09587478637695312,1742689227.6133187,2000000,0
1742689227571,100,200,100,0.12408065795898438,gb,s,0.10394668579101562,1742689227.624923,2000000,1
1742689227571,100,200,100,0.12408065795898438,gb,s,0.12408065795898438,1742689227.6351683,2000000,2
1742689249967,100,200,200,0.18200302124023438,gb,s,0.09587478637695312,1742689250.0085018,4000000,0
1742689249967,100,200,200,0.18200302124023438,gb,s,0.10626983642578125,1742689250.0190377,4000000,1
1742689249967,100,200,200,0.18200302124023438,gb,s,0.14241409301757812,1742689250.0308664,4000000,2
1742689249967,100,200,200,0.18200302124023438,gb,s,0.18200302124023438,1742689250.0418525,4000000,3
1742689253796,100,200,200,0.14899063110351562,gb,s,0.09588241577148438,1742689253.8330843,4000000,0
1742689253796,100,200,200,0.14899063110351562,gb,s,0.1062774658203125,1742689253.8439364,4000000,1
1742689253796,100,200,200,0.14899063110351562,gb,s,0.14242172241210938,1742689253.8587997,4000000,2
1742689253796,100,200,200,0.14899063110351562,gb,s,0.14899063110351562,1742689253.869851,4000000,3
1742689257559,100,200,200,0.18201446533203125,gb,s,0.09588623046875,1742689257.6000333,4000000,0
1742689257559,100,200,200,0.18201446533203125,gb,s,0.10628128051757812,1742689257.6110294,4000000,1
1742689257559,100,200,200,0.18201446533203125,gb,s,0.139984130859375,1742689257.6238408,4000000,2
1742689257559,100,200,200,0.18201446533203125,gb,s,0.18201446533203125,1742689257.634882,4000000,3
1742689279850,100,200,300,0.23484039306640625,gb,s,0.0958404541015625,1742689279.8903458,6000000,0
