volume,peak_memory_usage_avg,peak_memory_usage_std_dev,peak_memory_usage_min,peak_memory_usage_max,execution_time_avg,execution_time_std_dev,execution_time_min,execution_time_max,n_samples,peak_memory_usage_cv,execution_time_cv,peak_memory_usage_unit,execution_time_unit
1000000,0.112152099609375,0.007804090287475151,0.10338592529296875,0.11834335327148438,0.011865456899007162,0.001140673429264477,0.010619878768920898,0.012859106063842773,3,0.06958487905849953,0.0961339659292785,gb,s
2000000,0.12968487209743923,0.012845693901170609,0.1051483154296875,0.14474868774414062,0.023215770721435547,0.001393592591714094,0.02133965492248535,0.024841785430908203,9,0.09905314084374427,0.06002784092054133,gb,s
3000000,0.1480043199327257,0.015561297963192675,0.1311492919921875,0.16532516479492188,0.028418037626478408,0.005862025814441513,0.02219104766845703,0.03693985939025879,9,0.10514083622873949,0.20627834657307903,gb,s
4000000,0.15693113538953993,0.015202627059832927,0.14233779907226562,0.1859130859375,0.04170702563391791,0.009257353092192546,0.03295183181762695,0.06779026985168457,18,0.09687451137147791,0.2219614789471843,gb,s
6000000,0.22106912400987414,0.024639658880751432,0.1647796630859375,0.2505149841308594,0.05810911125606961,0.007278291599473728,0.04497027397155762,0.07028841972351074,18,0.11145680786997145,0.1252521582613862,gb,s
8000000,0.26617504301525297,0.026352746047928748,0.1892547607421875,0.3061065673828125,0.0735303560892741,0.009804267000022364,0.0580143928527832,0.09206199645996094,21,0.09900532277332486,0.1333363187867455,gb,s
9000000,0.3135397169325087,0.016242688010983285,0.2751502990722656,0.3317375183105469,0.08009735743204753,0.009285727196694231,0.06749129295349121,0.09203600883483887,9,0.05180424403610603,0.1159305062538673,gb,s
12000000,0.38307981137876157,0.019182174816924236,0.3466300964355469,0.4104728698730469,0.10810835273177535,0.01939545495729151,0.09023332595825195,0.1893761157989502,27,0.05007357278339654,0.17940755239711254,gb,s
16000000,0.47995758056640625,0.014304463270723808,0.4582672119140625,0.512969970703125,0.1368863582611084,0.014272897497217076,0.11241650581359863,0.16751623153686523,18,0.02980359900523472,0.10426822423014401,gb,s
18000000,0.545556386311849,0.01224178492984829,0.5306358337402344,0.5670738220214844,0.15100791719224718,0.0060949385884784745,0.14515089988708496,0.15933656692504883,9,0.022439082809766038,0.040361715476937864,gb,s
24000000,0.69440672132704,0.018053550157340323,0.6619606018066406,0.7205619812011719,0.1980959044562446,0.007083771625789136,0.18868184089660645,0.21295428276062012,18,0.025998524499934623,0.03575930378385889,gb,s
27000000,0.7653325398763021,0.017714514914190523,0.7451629638671875,0.7783660888671875,0.21808799107869467,0.007964876075557313,0.2123088836669922,0.2271735668182373,3,0.023146167177281726,0.03652138770301788,gb,s
32000000,0.8960431416829427,0.020916934498834437,0.869598388671875,0.9301185607910156,0.25817328029208714,0.009232768889910752,0.2457895278930664,0.2696352005004883,9,0.023343668988468992,0.035761907194521284,gb,s
36000000,1.0028635660807292,0.012058030270841876,0.9850807189941406,1.0202102661132812,0.28960884941948783,0.003943260204604829,0.2799971103668213,0.29332637786865234,9,0.012023599898005687,0.013615813924570935,gb,s
48000000,1.3138512505425348,0.01193208519988697,1.2964820861816406,1.3296928405761719,0.38132548332214355,0.006729427648623768,0.370070219039917,0.3927783966064453,9,0.009081762638624272,0.017647463762443465,gb,s
64000000,1.7436192830403645,0.013664909238761342,1.7293624877929688,1.7566032409667969,0.5024591286977133,0.0006872251804504255,0.5016672611236572,0.5028996467590332,3,0.0078370945834768,0.0013677235444633949,gb,s
