num_features,selected_features,model_name,rmse,mae,r2,accuracy,score,residuals,y_pred,y_test
25,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'std_inlines_xlines', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'samples_to_total_ratio', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'inlines_to_total_ratio', 'log_volume_x_log_diagonal']",xgboost,0.013286816154436122,0.011740040320616511,0.9975257878739586,0.8461538461538461,2.5494198260943772,"[-0.013067384560902895, 0.013796250025431389, -0.014160677790641785, 0.0043346385161082135, 0.009569143255551665, 0.01983267068862915, -0.015078827738761902, -0.022182146708170564, -0.017070104678471865, -0.011561473210652706, -0.0005990068117777692, 0.0025020092725753784, 0.008866190910339355]","[0.28522568941116333, 0.9914515018463135, 0.12631277740001678, 0.39352938532829285, 0.16143356263637543, 0.22155755758285522, 0.14903192222118378, 0.17069339752197266, 0.3969096839427948, 0.8974206447601318, 0.39085525274276733, 0.23041196167469025, 0.318339467048645]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
25,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'std_inlines_xlines', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'samples_to_total_ratio', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'inlines_to_total_ratio', 'log_volume_x_log_diagonal']",xgboost,0.013286816154436122,0.011740040320616511,0.9975257878739586,0.8461538461538461,2.5494198260943772,"[-0.013067384560902895, 0.013796250025431389, -0.014160677790641785, 0.0043346385161082135, 0.009569143255551665, 0.01983267068862915, -0.015078827738761902, -0.022182146708170564, -0.017070104678471865, -0.011561473210652706, -0.0005990068117777692, 0.0025020092725753784, 0.008866190910339355]","[0.28522568941116333, 0.9914515018463135, 0.12631277740001678, 0.39352938532829285, 0.16143356263637543, 0.22155755758285522, 0.14903192222118378, 0.17069339752197266, 0.3969096839427948, 0.8974206447601318, 0.39085525274276733, 0.23041196167469025, 0.318339467048645]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
25,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'std_inlines_xlines', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'samples_to_total_ratio', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'inlines_to_total_ratio', 'log_volume_x_log_diagonal']",xgboost,0.013286816154436122,0.011740040320616511,0.9975257878739586,0.8461538461538461,2.5494198260943772,"[-0.013067384560902895, 0.013796250025431389, -0.014160677790641785, 0.0043346385161082135, 0.009569143255551665, 0.01983267068862915, -0.015078827738761902, -0.022182146708170564, -0.017070104678471865, -0.011561473210652706, -0.0005990068117777692, 0.0025020092725753784, 0.008866190910339355]","[0.28522568941116333, 0.9914515018463135, 0.12631277740001678, 0.39352938532829285, 0.16143356263637543, 0.22155755758285522, 0.14903192222118378, 0.17069339752197266, 0.3969096839427948, 0.8974206447601318, 0.39085525274276733, 0.23041196167469025, 0.318339467048645]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
24,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'samples_to_total_ratio', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'inlines_to_total_ratio', 'log_volume_x_log_diagonal']",xgboost,0.013286816154436122,0.011740040320616511,0.9975257878739586,0.8461538461538461,2.5494198260943772,"[-0.013067384560902895, 0.013796250025431389, -0.014160677790641785, 0.0043346385161082135, 0.009569143255551665, 0.01983267068862915, -0.015078827738761902, -0.022182146708170564, -0.017070104678471865, -0.011561473210652706, -0.0005990068117777692, 0.0025020092725753784, 0.008866190910339355]","[0.28522568941116333, 0.9914515018463135, 0.12631277740001678, 0.39352938532829285, 0.16143356263637543, 0.22155755758285522, 0.14903192222118378, 0.17069339752197266, 0.3969096839427948, 0.8974206447601318, 0.39085525274276733, 0.23041196167469025, 0.318339467048645]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
23,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'samples_to_total_ratio', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.013625289518102306,0.01177176794944666,0.9973981242242488,0.9230769230769231,2.697310305964136,"[-0.012773801883061708, 0.01395968596140551, -0.02319769561290741, 0.0044039885203043805, 0.006449838479359954, 0.02010186016559601, -0.007992684841156006, -0.021676803628603608, -0.017433812220891298, -0.011680324872334835, 0.001675804456075014, 0.0039802491664886475, 0.007706433534622192]","[0.28493210673332214, 0.9912880659103394, 0.1353497952222824, 0.3934600353240967, 0.16455286741256714, 0.22128836810588837, 0.14194577932357788, 0.1701880544424057, 0.39727339148521423, 0.897539496421814, 0.38858044147491455, 0.22893372178077698, 0.3194992244243622]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
22,"['inline_to_xlines_ratio', 'volume', 'xlines_to_total_ratio', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.01188187751372785,0.00975070110498331,0.9980213671210517,0.9230769230769231,2.700317953536089,"[-0.005595852931340517, 0.012981633345286125, -0.009734608232975006, 0.004224161307017027, 0.007129107912381499, 0.02444644272327423, -0.0017769783735275269, -0.019659991065661103, -0.016806056102116884, -0.011299272378285763, 0.0009630223115285053, 0.006088271737098694, 0.006053715944290161]","[0.27775415778160095, 0.9922661185264587, 0.12188670784235, 0.39363986253738403, 0.1638735979795456, 0.21694378554821014, 0.1357300728559494, 0.1681712418794632, 0.3966456353664398, 0.8971584439277649, 0.38929322361946106, 0.22682569921016693, 0.3211519420146942]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
21,"['inline_to_xlines_ratio', 'volume', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'xlines_to_samples_ratio', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.0131136519717205,0.010588292892162624,0.9975898593567021,0.9230769230769231,2.6986501442917503,"[-0.007276286681493105, 0.014479498068491692, -0.013727962970733643, 0.0042365292708079205, 0.007597958048184722, 0.023380324244499207, -0.001130431890487671, -0.025378877917925508, -0.018382747968037905, -0.01155211528142297, -0.0018020967642466412, 0.002877071499824524, 0.005825906991958618]","[0.27943459153175354, 0.9907682538032532, 0.12588006258010864, 0.39362749457359314, 0.16340474784374237, 0.21800990402698517, 0.13508352637290955, 0.1738901287317276, 0.39822232723236084, 0.8974112868309021, 0.3920583426952362, 0.2300368994474411, 0.32137975096702576]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
20,"['inline_to_xlines_ratio', 'volume', 'xlines_x_samples', 'inlines_to_samples_ratio', 'inlines', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.012127659217035451,0.009911505648723024,0.9979386627602801,0.9230769230769231,2.6999931595714406,"[-0.007420947154362978, 0.013592223326365227, -0.008004017174243927, 0.004070679346720396, 0.007840325435002654, 0.02316492795944214, 0.0019105970859527588, -0.021467665831247956, -0.018821885188420595, -0.010602494080861447, -0.0024548570315043317, 0.002385735511779785, 0.007113218307495117]","[0.2795792520046234, 0.9916555285453796, 0.12015611678361893, 0.39379334449768066, 0.16316238045692444, 0.21822530031204224, 0.13204249739646912, 0.16997891664505005, 0.39866146445274353, 0.8964616656303406, 0.3927111029624939, 0.23052823543548584, 0.32009243965148926]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
19,"['inline_to_xlines_ratio', 'volume', 'xlines_x_samples', 'inlines', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.013116466325227078,0.011253172006362529,0.9975888247531237,0.7692307692307693,2.4017293611929347,"[-0.0028737982114155902, 0.01108858982721972, -0.01534503698348999, 0.011637131373087584, 0.012841885288556426, 0.021457388997077942, -0.0016645193099975586, -0.02070675293604532, -0.016099502642949404, -0.011693139870961544, 0.0024277170499165668, 0.00196722149848938, 0.01648855209350586]","[0.275032103061676, 0.9941591620445251, 0.127497136592865, 0.3862268924713135, 0.15816082060337067, 0.21993283927440643, 0.13561761379241943, 0.1692180037498474, 0.39593908190727234, 0.8975523114204407, 0.387828528881073, 0.23094674944877625, 0.3107171058654785]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
18,"['volume', 'xlines_x_samples', 'inlines', 'log_xlines', 'samples', 'log_volume', 'inlines_x_xlines', 'surface_area', 'xlines', 'inlines_x_samples', 'quadratic_interaction', 'mean_inlines_xlines', 'diagonal_length', 'log_inlines', 'log_samples', 'log_volume_x_log_diagonal']",xgboost,0.01349862978943349,0.011811166428602667,0.9974462730917217,0.9230769230769231,2.6973898921789976,"[0.004091391960779844, 0.014249662558237786, -0.011973999440670013, 0.015998671452204405, 0.006519143780072539, 0.020381569862365723, -0.00023962557315826416, -0.0248571882645289, -0.015285034974416079, -0.011912365754445431, 0.009795029958089174, -0.0048814862966537476, 0.013359993696212769]","[0.2680669128894806, 0.9909980893135071, 0.12412609905004501, 0.38186535239219666, 0.16448356211185455, 0.22100865840911865, 0.13419272005558014, 0.173368439078331, 0.395124614238739, 0.8977715373039246, 0.3804612159729004, 0.23779545724391937, 0.3138456642627716]","[0.27215830485026044, 1.0052477518717449, 0.112152099609375, 0.39786402384440106, 0.1710027058919271, 0.24139022827148438, 0.13395309448242188, 0.1485112508138021, 0.37983957926432294, 0.8858591715494791, 0.39025624593098956, 0.23291397094726562, 0.3272056579589844]"
